YEAR,MANAGED_BY,ECONOMIC_CATEGORY,DOMINANT_SPECIES,QUALITY_CLASS,AREA,UNIT,RELATIVE_ERROR_PERCENT
2005,state_forest_management_centre,protected_forest,pine,4,15.264250595,kha,0.152555388
2005,state_forest_management_centre,protected_forest,pine,5,12.168038811,kha,0.174047992
2005,state_forest_management_centre,protected_forest,pine,5A-5B,15.264784764,kha,0.158566946
2005,state_forest_management_centre,protected_forest,spruce,1,4.083419344,kha,0.30075994
2005,state_forest_management_centre,protected_forest,spruce,1A,1.187050693,kha,0.456257299
2005,state_forest_management_centre,protected_forest,spruce,2,4.096709457,kha,0.315555602
2005,state_forest_management_centre,protected_forest,spruce,3,3.717983963,kha,0.330702912
2005,state_forest_management_centre,protected_forest,spruce,4,1.495671908,kha,0.42798377
2005,state_forest_management_centre,protected_forest,spruce,5,0.385562851,kha,0.999507765
2005,state_forest_management_centre,protected_forest,spruce,5A-5B,0.186403453,kha,0.999556932
2006,other,production_forest,aspen,1,34.047595754,kha,0.08904416
2006,other,production_forest,aspen,1A,9.177787699,kha,0.203061818
2006,other,production_forest,aspen,2,25.985798486,kha,0.108703614
2006,other,production_forest,aspen,3,4.77510196,kha,0.227367395
2006,other,production_forest,aspen,4,,kha,0.0
2006,other,production_forest,aspen,5,,kha,0.0
2006,other,production_forest,aspen,5A-5B,,kha,0.0
2006,other,production_forest,birch,1,86.271007243,kha,0.054745174
2006,other,production_forest,birch,1A,16.16213843,kha,0.132351462
2006,other,production_forest,birch,2,157.702531381,kha,0.050769547
2006,other,production_forest,birch,3,98.156576898,kha,0.066455508
2006,other,production_forest,birch,4,32.355942409,kha,0.106170786
2006,other,production_forest,birch,5,8.390909278,kha,0.173269394
2006,other,production_forest,birch,5A-5B,1.677645009,kha,0.364623404
2006,other,production_forest,black_alder,1,4.355900413,kha,0.230712324
2006,other,production_forest,black_alder,1A,0.039256893,kha,0.999441738
2006,other,production_forest,black_alder,2,23.066276759,kha,0.109218655
2006,other,production_forest,black_alder,3,8.497649441,kha,0.17422855
2006,other,production_forest,black_alder,4,0.838822505,kha,0.499492412
2006,other,production_forest,black_alder,5,,kha,0.0
2006,other,production_forest,black_alder,5A-5B,,kha,0.0
2006,other,production_forest,grey_alder,1,77.355204783,kha,0.06915351
2006,other,production_forest,grey_alder,1A,10.276791973,kha,0.153207999
2006,other,production_forest,grey_alder,2,77.907191932,kha,0.062710792
2006,other,production_forest,grey_alder,3,11.702475673,kha,0.159963825
2006,other,production_forest,grey_alder,4,0.629116878,kha,0.623591095
2006,other,production_forest,grey_alder,5,0.209705626,kha,0.999779468
2006,other,production_forest,grey_alder,5A-5B,,kha,0.0
2006,other,production_forest,other,1,6.93584582,kha,0.188023252
2006,other,production_forest,other,1A,3.083406674,kha,0.2753013
2006,other,production_forest,other,2,11.92675584,kha,0.159452827
2006,other,production_forest,other,3,7.589561168,kha,0.200078933
2006,other,production_forest,other,4,3.30802237,kha,0.269856011
2006,other,production_forest,other,5,0.419411252,kha,0.706760747
2006,other,production_forest,other,5A-5B,,kha,0.0
2006,other,production_forest,pine,1,56.773562223,kha,0.075974436
2006,other,production_forest,pine,1A,11.942106292,kha,0.144908264
2006,other,production_forest,pine,2,104.237746468,kha,0.06653566
2006,other,production_forest,pine,3,82.803755391,kha,0.07612289
2006,other,production_forest,pine,4,36.610911505,kha,0.102020626
2006,other,production_forest,pine,5,20.638913166,kha,0.138620483
2006,other,production_forest,pine,5A-5B,10.694986933,kha,0.174466092
2006,other,production_forest,spruce,1,80.140577821,kha,0.058791462
2006,other,production_forest,spruce,1A,30.878566273,kha,0.090524118
2006,other,production_forest,spruce,2,63.469064425,kha,0.069548811
2006,other,production_forest,spruce,3,23.287159695,kha,0.114491925
2006,other,production_forest,spruce,4,4.709086629,kha,0.264506862
2006,other,production_forest,spruce,5,0.419411252,kha,0.707442806
2006,other,production_forest,spruce,5A-5B,0.209705626,kha,1.224131512
2006,other,protected_forest,aspen,1,1.048528131,kha,0.447025611
2006,other,protected_forest,aspen,1A,0.209705626,kha,1.000261742
2006,other,protected_forest,aspen,2,1.677645009,kha,0.433025547
2006,other,protected_forest,aspen,3,0.209705626,kha,1.000273796
2006,other,protected_forest,aspen,4,,kha,0.0
2006,other,protected_forest,aspen,5,,kha,0.0
2006,other,protected_forest,aspen,5A-5B,,kha,0.0
2006,other,protected_forest,birch,1,3.355290018,kha,0.355880265
2006,other,protected_forest,birch,1A,,kha,0.0
2006,other,protected_forest,birch,2,6.598072968,kha,0.278854929
2006,other,protected_forest,birch,3,9.338883561,kha,0.26833611
2006,other,protected_forest,birch,4,2.72617314,kha,0.297623558
2006,other,protected_forest,birch,5,0.629116878,kha,0.577566959
2006,other,protected_forest,birch,5A-5B,0.629116878,kha,0.744887456
2006,other,protected_forest,black_alder,1,0.419411252,kha,0.707476895
2006,other,protected_forest,black_alder,1A,,kha,0.0
2006,other,protected_forest,black_alder,2,2.306761888,kha,0.352539969
2006,other,protected_forest,black_alder,3,1.677645009,kha,0.468295508
2006,other,protected_forest,black_alder,4,0.209705626,kha,1.000261742
2006,other,protected_forest,black_alder,5,0.209705626,kha,1.000261742
2006,other,protected_forest,black_alder,5A-5B,,kha,0.0
2006,other,protected_forest,grey_alder,1,3.074892626,kha,0.276631604
2006,other,protected_forest,grey_alder,1A,,kha,0.0
2006,other,protected_forest,grey_alder,2,1.258233757,kha,0.47155484
2006,other,protected_forest,grey_alder,3,,kha,0.0
2006,other,protected_forest,grey_alder,4,,kha,0.0
2006,other,protected_forest,grey_alder,5,,kha,0.0
2006,other,protected_forest,grey_alder,5A-5B,,kha,0.0
2006,other,protected_forest,pine,1,0.629116878,kha,0.577016971
2006,other,protected_forest,pine,1A,0.209705626,kha,0.999646807
2006,other,protected_forest,pine,2,4.403818149,kha,0.290588064
2006,other,protected_forest,pine,3,5.20785049,kha,0.237830042
2006,other,protected_forest,pine,4,3.810896462,kha,0.26063776
2006,other,protected_forest,pine,5,4.613523775,kha,0.285450254
2006,other,protected_forest,pine,5A-5B,5.628561917,kha,0.237881281
2006,other,protected_forest,spruce,1,2.447558245,kha,0.319700926
2006,other,protected_forest,spruce,1A,0.838822505,kha,0.499682503
2006,other,protected_forest,spruce,2,4.711393391,kha,0.281919212
2006,other,protected_forest,spruce,3,1.677645009,kha,0.408815178
2006,other,protected_forest,spruce,4,0.419411252,kha,0.706760749
2006,other,protected_forest,spruce,5,0.209705626,kha,1.000020634
2006,other,protected_forest,spruce,5A-5B,,kha,0.0
2006,state_forest_management_centre,production_forest,aspen,1,19.688003004,kha,0.129449242
2006,state_forest_management_centre,production_forest,aspen,1A,8.343893276,kha,0.185311465
2006,state_forest_management_centre,production_forest,aspen,2,3.858206051,kha,0.234902858
2006,state_forest_management_centre,production_forest,aspen,3,0.419411252,kha,0.706709567
2006,state_forest_management_centre,production_forest,aspen,4,0.127165492,kha,0.999586493
2006,state_forest_management_centre,production_forest,aspen,5,,kha,0.0
2006,state_forest_management_centre,production_forest,aspen,5A-5B,,kha,0.0
2006,state_forest_management_centre,production_forest,birch,1,60.151060067,kha,0.087569401
2006,state_forest_management_centre,production_forest,birch,1A,12.490863974,kha,0.155869625
2006,state_forest_management_centre,production_forest,birch,2,73.226499445,kha,0.075419146
2006,state_forest_management_centre,production_forest,birch,3,26.483010526,kha,0.107714869
2006,state_forest_management_centre,production_forest,birch,4,7.654255354,kha,0.183855664
2006,state_forest_management_centre,production_forest,birch,5,1.344569563,kha,0.497661456
2006,state_forest_management_centre,production_forest,birch,5A-5B,1.258233757,kha,0.407853203
2006,state_forest_management_centre,production_forest,black_alder,1,4.111194918,kha,0.241492683
2006,state_forest_management_centre,production_forest,black_alder,1A,0.419411252,kha,0.706794867
2006,state_forest_management_centre,production_forest,black_alder,2,8.822105986,kha,0.186558875
2006,state_forest_management_centre,production_forest,black_alder,3,3.305002609,kha,0.269407392
2006,state_forest_management_centre,production_forest,black_alder,4,0.60904805,kha,0.577373372
2006,state_forest_management_centre,production_forest,black_alder,5,,kha,0.0
2006,state_forest_management_centre,production_forest,black_alder,5A-5B,,kha,0.0
2006,state_forest_management_centre,production_forest,grey_alder,1,7.206722577,kha,0.176306157
2006,state_forest_management_centre,production_forest,grey_alder,1A,1.677645009,kha,0.363961454
2006,state_forest_management_centre,production_forest,grey_alder,2,4.353866269,kha,0.2345545
2006,state_forest_management_centre,production_forest,grey_alder,3,0.524264065,kha,0.599600203
2006,state_forest_management_centre,production_forest,grey_alder,4,,kha,0.0
2006,state_forest_management_centre,production_forest,grey_alder,5,,kha,0.0
2006,state_forest_management_centre,production_forest,grey_alder,5A-5B,,kha,0.0
2006,state_forest_management_centre,production_forest,other,1,0.629116878,kha,0.576550115
2006,state_forest_management_centre,production_forest,other,1A,0.209705626,kha,0.999875941
2006,state_forest_management_centre,production_forest,other,2,0.643041332,kha,0.523059854
2006,state_forest_management_centre,production_forest,other,3,0.209705626,kha,0.999345222
2006,state_forest_management_centre,production_forest,other,4,,kha,0.0
2006,state_forest_management_centre,production_forest,other,5,,kha,0.0
2006,state_forest_management_centre,production_forest,other,5A-5B,,kha,0.0
2006,state_forest_management_centre,production_forest,pine,1,52.574060266,kha,0.095242082
2006,state_forest_management_centre,production_forest,pine,1A,8.925386007,kha,0.178420997
2006,state_forest_management_centre,production_forest,pine,2,95.577491284,kha,0.077266537
2006,state_forest_management_centre,production_forest,pine,3,57.831212549,kha,0.094221119
2006,state_forest_management_centre,production_forest,pine,4,26.418169546,kha,0.119207425
2006,state_forest_management_centre,production_forest,pine,5,15.870374992,kha,0.147193042
2006,state_forest_management_centre,production_forest,pine,5A-5B,17.495341948,kha,0.175248452
2006,state_forest_management_centre,production_forest,spruce,1,57.589317109,kha,0.084517886
2006,state_forest_management_centre,production_forest,spruce,1A,29.213776219,kha,0.105854984
2006,state_forest_management_centre,production_forest,spruce,2,28.564087219,kha,0.1043492
2006,state_forest_management_centre,production_forest,spruce,3,8.96351049,kha,0.177380729
2006,state_forest_management_centre,production_forest,spruce,4,2.450074712,kha,0.31866432
2006,state_forest_management_centre,production_forest,spruce,5,,kha,0.0
2006,state_forest_management_centre,production_forest,spruce,5A-5B,,kha,0.0
2006,state_forest_management_centre,protected_forest,aspen,1,1.569290112,kha,0.381582609
2006,state_forest_management_centre,protected_forest,aspen,1A,0.419411252,kha,0.706419475
2006,state_forest_management_centre,protected_forest,aspen,2,0.209705626,kha,0.999779468
2006,state_forest_management_centre,protected_forest,aspen,3,,kha,0.0
2006,state_forest_management_centre,protected_forest,aspen,4,,kha,0.0
2006,state_forest_management_centre,protected_forest,aspen,5,,kha,0.0
2006,state_forest_management_centre,protected_forest,aspen,5A-5B,,kha,0.0
2006,state_forest_management_centre,protected_forest,birch,1,4.90442742,kha,0.28079594
2006,state_forest_management_centre,protected_forest,birch,1A,1.887350635,kha,0.430161485
2006,state_forest_management_centre,protected_forest,birch,2,11.114398185,kha,0.225969865
2006,state_forest_management_centre,protected_forest,birch,3,7.615963107,kha,0.216369661
2006,state_forest_management_centre,protected_forest,birch,4,3.069880661,kha,0.363400745
2006,state_forest_management_centre,protected_forest,birch,5,3.355290018,kha,0.412075722
2006,state_forest_management_centre,protected_forest,birch,5A-5B,0.629116878,kha,0.623745754
2006,state_forest_management_centre,protected_forest,black_alder,1,0.838822505,kha,0.611756079
2006,state_forest_management_centre,protected_forest,black_alder,1A,,kha,0.0
2006,state_forest_management_centre,protected_forest,black_alder,2,1.640065761,kha,0.49997125
2006,state_forest_management_centre,protected_forest,black_alder,3,0.629116878,kha,0.577469532
2006,state_forest_management_centre,protected_forest,black_alder,4,0.722310059,kha,0.519157696
2006,state_forest_management_centre,protected_forest,black_alder,5,,kha,0.0
2006,state_forest_management_centre,protected_forest,black_alder,5A-5B,,kha,0.0
2006,state_forest_management_centre,protected_forest,grey_alder,1,,kha,0.0
2006,state_forest_management_centre,protected_forest,grey_alder,1A,,kha,0.0
2006,state_forest_management_centre,protected_forest,grey_alder,2,0.300571074,kha,0.76094755
2006,state_forest_management_centre,protected_forest,grey_alder,3,,kha,0.0
2006,state_forest_management_centre,protected_forest,grey_alder,4,,kha,0.0
2006,state_forest_management_centre,protected_forest,grey_alder,5,,kha,0.0
2006,state_forest_management_centre,protected_forest,grey_alder,5A-5B,,kha,0.0
2006,state_forest_management_centre,protected_forest,pine,1,5.760466756,kha,0.266994746
2006,state_forest_management_centre,protected_forest,pine,1A,0.419411252,kha,0.706939853
2006,state_forest_management_centre,protected_forest,pine,2,18.162163898,kha,0.164458992
2006,state_forest_management_centre,protected_forest,pine,3,21.781284565,kha,0.166728283
2006,state_forest_management_centre,protected_forest,pine,4,14.768602603,kha,0.161953384
2006,state_forest_management_centre,protected_forest,pine,5,11.894167586,kha,0.168321347
2006,state_forest_management_centre,protected_forest,pine,5A-5B,15.245494167,kha,0.148383766
2006,state_forest_management_centre,protected_forest,spruce,1,3.56222753,kha,0.293074908
2006,state_forest_management_centre,protected_forest,spruce,1A,1.584451829,kha,0.383898858
2006,state_forest_management_centre,protected_forest,spruce,2,3.952405818,kha,0.318594595
2006,state_forest_management_centre,protected_forest,spruce,3,3.229634407,kha,0.373149675
2006,state_forest_management_centre,protected_forest,spruce,4,1.467939383,kha,0.439602675
2006,state_forest_management_centre,protected_forest,spruce,5,0.378413802,kha,0.999538244
2006,state_forest_management_centre,protected_forest,spruce,5A-5B,0.182947188,kha,0.99997241
2007,other,production_forest,aspen,1,33.563893603,kha,0.08956949
2007,other,production_forest,aspen,1A,10.326176256,kha,0.188219507
2007,other,production_forest,aspen,2,23.268450325,kha,0.112724294
2007,other,production_forest,aspen,3,4.920445639,kha,0.221730455
2007,other,production_forest,aspen,4,,kha,0.0
2007,other,production_forest,aspen,5,,kha,0.0
2007,other,production_forest,aspen,5A-5B,,kha,0.0
2007,other,production_forest,birch,1,90.628653069,kha,0.052294363
2007,other,production_forest,birch,1A,16.918274871,kha,0.139533416
2007,other,production_forest,birch,2,156.764978569,kha,0.05082412
2007,other,production_forest,birch,3,94.879082265,kha,0.064515363
2007,other,production_forest,birch,4,32.717548264,kha,0.111112619
2007,other,production_forest,birch,5,8.968191473,kha,0.167978171
2007,other,production_forest,birch,5A-5B,1.876504744,kha,0.351383409
2007,other,production_forest,black_alder,1,5.871687594,kha,0.187944338
2007,other,production_forest,black_alder,1A,0.247531826,kha,0.857078815
2007,other,production_forest,black_alder,2,24.216752423,kha,0.115185358
2007,other,production_forest,black_alder,3,8.865817714,kha,0.160666041
2007,other,production_forest,black_alder,4,1.042502636,kha,0.446767504
2007,other,production_forest,black_alder,5,,kha,0.0
2007,other,production_forest,black_alder,5A-5B,,kha,0.0
2007,other,production_forest,grey_alder,1,72.938175646,kha,0.069908419
2007,other,production_forest,grey_alder,1A,10.401361546,kha,0.149560411
2007,other,production_forest,grey_alder,2,73.681917876,kha,0.061765438
2007,other,production_forest,grey_alder,3,10.303241198,kha,0.165410384
2007,other,production_forest,grey_alder,4,0.417001054,kha,0.829135433
2007,other,production_forest,grey_alder,5,0.208500527,kha,0.999767014
2007,other,production_forest,grey_alder,5A-5B,,kha,0.0
2007,other,production_forest,other,1,8.563992351,kha,0.176269626
2007,other,production_forest,other,1A,3.274188028,kha,0.265489563
2007,other,production_forest,other,2,10.878077151,kha,0.167719006
2007,other,production_forest,other,3,7.128945773,kha,0.20881686
2007,other,production_forest,other,4,3.336008434,kha,0.284003673
2007,other,production_forest,other,5,0.417001054,kha,0.706912902
2007,other,production_forest,other,5A-5B,,kha,0.0
2007,other,production_forest,pine,1,60.908070532,kha,0.07523846
2007,other,production_forest,pine,1A,14.217296493,kha,0.139101531
2007,other,production_forest,pine,2,103.485462773,kha,0.068381142
2007,other,production_forest,pine,3,86.729526412,kha,0.07666856
2007,other,production_forest,pine,4,38.85920234,kha,0.095121982
2007,other,production_forest,pine,5,21.95694031,kha,0.131302783
2007,other,production_forest,pine,5A-5B,11.777965426,kha,0.180093995
2007,other,production_forest,spruce,1,82.216386552,kha,0.06035164
2007,other,production_forest,spruce,1A,31.5058266,kha,0.088930703
2007,other,production_forest,spruce,2,59.10745998,kha,0.075213102
2007,other,production_forest,spruce,3,21.13444743,kha,0.122380905
2007,other,production_forest,spruce,4,4.061965569,kha,0.286296087
2007,other,production_forest,spruce,5,0.417001054,kha,0.707218027
2007,other,production_forest,spruce,5A-5B,0.208500527,kha,1.224123909
2007,other,protected_forest,aspen,1,1.042502636,kha,0.447250135
2007,other,protected_forest,aspen,1A,0.417001054,kha,0.70704853
2007,other,protected_forest,aspen,2,1.876504744,kha,0.400600425
2007,other,protected_forest,aspen,3,0.208500527,kha,1.00025842
2007,other,protected_forest,aspen,4,,kha,0.0
2007,other,protected_forest,aspen,5,,kha,0.0
2007,other,protected_forest,aspen,5A-5B,,kha,0.0
2007,other,protected_forest,birch,1,3.753009488,kha,0.306629194
2007,other,protected_forest,birch,1A,,kha,0.0
2007,other,protected_forest,birch,2,7.118604147,kha,0.26423192
2007,other,protected_forest,birch,3,8.659714943,kha,0.281268749
2007,other,protected_forest,birch,4,2.91900738,kha,0.289931377
2007,other,protected_forest,birch,5,1.251003163,kha,0.471689968
2007,other,protected_forest,birch,5A-5B,0.417001054,kha,0.99947925
2007,other,protected_forest,black_alder,1,0.417001054,kha,0.707726275
2007,other,protected_forest,black_alder,1A,,kha,0.0
2007,other,protected_forest,black_alder,2,2.502006325,kha,0.333671047
2007,other,protected_forest,black_alder,3,2.085005271,kha,0.424474866
2007,other,protected_forest,black_alder,4,0.417001054,kha,0.706912904
2007,other,protected_forest,black_alder,5,0.208500527,kha,0.999767014
2007,other,protected_forest,black_alder,5A-5B,,kha,0.0
2007,other,protected_forest,grey_alder,1,3.474223433,kha,0.260873967
2007,other,protected_forest,grey_alder,1A,,kha,0.0
2007,other,protected_forest,grey_alder,2,0.625501581,kha,0.577673275
2007,other,protected_forest,grey_alder,3,,kha,0.0
2007,other,protected_forest,grey_alder,4,,kha,0.0
2007,other,protected_forest,grey_alder,5,,kha,0.0
2007,other,protected_forest,grey_alder,5A-5B,,kha,0.0
2007,other,protected_forest,pine,1,1.042502636,kha,0.529303441
2007,other,protected_forest,pine,1A,0.208500527,kha,0.999227393
2007,other,protected_forest,pine,2,5.212513178,kha,0.2619267
2007,other,protected_forest,pine,3,5.715312199,kha,0.26342409
2007,other,protected_forest,pine,4,3.788996679,kha,0.244818158
2007,other,protected_forest,pine,5,5.838014759,kha,0.251011978
2007,other,protected_forest,pine,5A-5B,5.387716171,kha,0.241745106
2007,other,protected_forest,spruce,1,2.641993579,kha,0.304966055
2007,other,protected_forest,spruce,1A,0.834002108,kha,0.499896672
2007,other,protected_forest,spruce,2,4.058817211,kha,0.270686051
2007,other,protected_forest,spruce,3,1.45950369,kha,0.445441117
2007,other,protected_forest,spruce,4,0.208500527,kha,0.99957518
2007,other,protected_forest,spruce,5,0.208500527,kha,0.999814967
2007,other,protected_forest,spruce,5A-5B,,kha,0.0
2007,state_forest_management_centre,production_forest,aspen,1,17.17479307,kha,0.128430734
2007,state_forest_management_centre,production_forest,aspen,1A,8.751976426,kha,0.179707262
2007,state_forest_management_centre,production_forest,aspen,2,4.579630678,kha,0.220218098
2007,state_forest_management_centre,production_forest,aspen,3,0.417001054,kha,0.706895948
2007,state_forest_management_centre,production_forest,aspen,4,0.12643472,kha,0.999767014
2007,state_forest_management_centre,production_forest,aspen,5,,kha,0.0
2007,state_forest_management_centre,production_forest,aspen,5A-5B,,kha,0.0
2007,state_forest_management_centre,production_forest,birch,1,59.203599573,kha,0.086199358
2007,state_forest_management_centre,production_forest,birch,1A,12.252304125,kha,0.146825988
2007,state_forest_management_centre,production_forest,birch,2,67.010046959,kha,0.077771781
2007,state_forest_management_centre,production_forest,birch,3,24.467495157,kha,0.113191412
2007,state_forest_management_centre,production_forest,birch,4,8.652771875,kha,0.297566974
2007,state_forest_management_centre,production_forest,birch,5,1.33684283,kha,0.497903335
2007,state_forest_management_centre,production_forest,birch,5A-5B,1.251003163,kha,0.407880587
2007,state_forest_management_centre,production_forest,black_alder,1,3.801756911,kha,0.267158278
2007,state_forest_management_centre,production_forest,black_alder,1A,0.417001054,kha,0.706370137
2007,state_forest_management_centre,production_forest,black_alder,2,7.937406567,kha,0.202176185
2007,state_forest_management_centre,production_forest,black_alder,3,2.737820422,kha,0.308015134
2007,state_forest_management_centre,production_forest,black_alder,4,0.605548081,kha,0.576695138
2007,state_forest_management_centre,production_forest,black_alder,5,,kha,0.0
2007,state_forest_management_centre,production_forest,black_alder,5A-5B,,kha,0.0
2007,state_forest_management_centre,production_forest,grey_alder,1,7.419929108,kha,0.172581279
2007,state_forest_management_centre,production_forest,grey_alder,1A,1.6218839,kha,0.365789576
2007,state_forest_management_centre,production_forest,grey_alder,2,3.648613274,kha,0.25819487
2007,state_forest_management_centre,production_forest,grey_alder,3,0.521251318,kha,0.599803476
2007,state_forest_management_centre,production_forest,grey_alder,4,,kha,0.0
2007,state_forest_management_centre,production_forest,grey_alder,5,,kha,0.0
2007,state_forest_management_centre,production_forest,grey_alder,5A-5B,,kha,0.0
2007,state_forest_management_centre,production_forest,other,1,0.625501581,kha,0.576586433
2007,state_forest_management_centre,production_forest,other,1A,0.208500527,kha,0.999767014
2007,state_forest_management_centre,production_forest,other,2,0.74359628,kha,0.470637569
2007,state_forest_management_centre,production_forest,other,3,0.208500527,kha,0.999335336
2007,state_forest_management_centre,production_forest,other,4,,kha,0.0
2007,state_forest_management_centre,production_forest,other,5,,kha,0.0
2007,state_forest_management_centre,production_forest,other,5A-5B,,kha,0.0
2007,state_forest_management_centre,production_forest,pine,1,60.854756948,kha,0.090864277
2007,state_forest_management_centre,production_forest,pine,1A,10.6997675,kha,0.168890999
2007,state_forest_management_centre,production_forest,pine,2,95.558835683,kha,0.075637979
2007,state_forest_management_centre,production_forest,pine,3,55.556716854,kha,0.099943212
2007,state_forest_management_centre,production_forest,pine,4,27.467484141,kha,0.116342547
2007,state_forest_management_centre,production_forest,pine,5,14.883351427,kha,0.142676115
2007,state_forest_management_centre,production_forest,pine,5A-5B,16.769301245,kha,0.183748737
2007,state_forest_management_centre,production_forest,spruce,1,52.575868218,kha,0.087424859
2007,state_forest_management_centre,production_forest,spruce,1A,31.202708534,kha,0.104938155
2007,state_forest_management_centre,production_forest,spruce,2,28.667175324,kha,0.098975632
2007,state_forest_management_centre,production_forest,spruce,3,8.286498999,kha,0.172749159
2007,state_forest_management_centre,production_forest,spruce,4,2.644495586,kha,0.306151268
2007,state_forest_management_centre,production_forest,spruce,5,,kha,0.0
2007,state_forest_management_centre,production_forest,spruce,5A-5B,,kha,0.0
2007,state_forest_management_centre,protected_forest,aspen,1,1.671465326,kha,0.42966565
2007,state_forest_management_centre,protected_forest,aspen,1A,1.251003163,kha,0.471266279
2007,state_forest_management_centre,protected_forest,aspen,2,0.208500527,kha,1.000150571
2007,state_forest_management_centre,protected_forest,aspen,3,,kha,0.0
2007,state_forest_management_centre,protected_forest,aspen,4,,kha,0.0
2007,state_forest_management_centre,protected_forest,aspen,5,,kha,0.0
2007,state_forest_management_centre,protected_forest,aspen,5A-5B,,kha,0.0
2007,state_forest_management_centre,protected_forest,birch,1,5.829111787,kha,0.265486828
2007,state_forest_management_centre,protected_forest,birch,1A,2.085005271,kha,0.387086711
2007,state_forest_management_centre,protected_forest,birch,2,11.259028464,kha,0.223179764
2007,state_forest_management_centre,protected_forest,birch,3,8.614699679,kha,0.204365906
2007,state_forest_management_centre,protected_forest,birch,4,3.886241325,kha,0.316223395
2007,state_forest_management_centre,protected_forest,birch,5,3.336008434,kha,0.39251837
2007,state_forest_management_centre,protected_forest,birch,5A-5B,1.251003163,kha,0.485482374
2007,state_forest_management_centre,protected_forest,black_alder,1,0.834002108,kha,0.611443281
2007,state_forest_management_centre,protected_forest,black_alder,1A,0.208500527,kha,1.000342295
2007,state_forest_management_centre,protected_forest,black_alder,2,1.83914145,kha,0.457325346
2007,state_forest_management_centre,protected_forest,black_alder,3,0.625501581,kha,0.577057419
2007,state_forest_management_centre,protected_forest,black_alder,4,0.718159216,kha,0.518985152
2007,state_forest_management_centre,protected_forest,black_alder,5,,kha,0.0
2007,state_forest_management_centre,protected_forest,black_alder,5A-5B,,kha,0.0
2007,state_forest_management_centre,protected_forest,grey_alder,1,,kha,0.0
2007,state_forest_management_centre,protected_forest,grey_alder,1A,,kha,0.0
2007,state_forest_management_centre,protected_forest,grey_alder,2,0.507344333,kha,0.621391076
2007,state_forest_management_centre,protected_forest,grey_alder,3,,kha,0.0
2007,state_forest_management_centre,protected_forest,grey_alder,4,,kha,0.0
2007,state_forest_management_centre,protected_forest,grey_alder,5,,kha,0.0
2007,state_forest_management_centre,protected_forest,grey_alder,5A-5B,,kha,0.0
2007,state_forest_management_centre,protected_forest,pine,1,5.518863002,kha,0.275615367
2007,state_forest_management_centre,protected_forest,pine,1A,0.417001054,kha,0.706921381
2007,state_forest_management_centre,protected_forest,pine,2,17.640791748,kha,0.162195995
2007,state_forest_management_centre,protected_forest,pine,3,21.255127535,kha,0.153266804
2007,state_forest_management_centre,protected_forest,pine,4,14.017844889,kha,0.163778777
2007,state_forest_management_centre,protected_forest,pine,5,11.982608693,kha,0.172469824
2007,state_forest_management_centre,protected_forest,pine,5A-5B,16.244693068,kha,0.150755969
2007,state_forest_management_centre,protected_forest,spruce,1,2.916255173,kha,0.2854075
2007,state_forest_management_centre,protected_forest,spruce,1A,1.652199877,kha,0.384597214
2007,state_forest_management_centre,protected_forest,spruce,2,3.929692835,kha,0.329942402
2007,state_forest_management_centre,protected_forest,spruce,3,3.211074918,kha,0.372953664
2007,state_forest_management_centre,protected_forest,spruce,4,1.45950369,kha,0.43966908
2007,state_forest_management_centre,protected_forest,spruce,5,0.376239201,kha,0.99957518
2007,state_forest_management_centre,protected_forest,spruce,5A-5B,0.18189586,kha,0.999767019
2008,other,production_forest,aspen,1,32.405783437,kha,0.093699422
2008,other,production_forest,aspen,1A,14.330847129,kha,0.153694075
2008,other,production_forest,aspen,2,21.881432887,kha,0.119701989
2008,other,production_forest,aspen,3,4.089625803,kha,0.244583374
2008,other,production_forest,aspen,4,,kha,0.0
2008,other,production_forest,aspen,5,,kha,0.0
2008,other,production_forest,aspen,5A-5B,,kha,0.0
2008,other,production_forest,birch,1,99.007795659,kha,0.054337421
2008,other,production_forest,birch,1A,19.481753558,kha,0.125211414
2008,other,production_forest,birch,2,152.737874615,kha,0.05133758
2008,other,production_forest,birch,3,90.061600937,kha,0.065165917
2008,other,production_forest,birch,4,30.098024573,kha,0.118046213
2008,other,production_forest,birch,5,7.63899972,kha,0.174461267
2008,other,production_forest,birch,5A-5B,1.252322409,kha,0.425206006
2008,other,production_forest,black_alder,1,6.999167329,kha,0.186840187
2008,other,production_forest,black_alder,1A,0.456513262,kha,0.652319452
2008,other,production_forest,black_alder,2,23.929376594,kha,0.117317411
2008,other,production_forest,black_alder,3,6.88777325,kha,0.186813059
2008,other,production_forest,black_alder,4,0.678612641,kha,0.538276797
2008,other,production_forest,black_alder,5,,kha,0.0
2008,other,production_forest,black_alder,5A-5B,,kha,0.0
2008,other,production_forest,grey_alder,1,71.621299566,kha,0.06929514
2008,other,production_forest,grey_alder,1A,11.310182862,kha,0.136277903
2008,other,production_forest,grey_alder,2,66.926614191,kha,0.065385749
2008,other,production_forest,grey_alder,3,8.693142108,kha,0.171620367
2008,other,production_forest,grey_alder,4,0.208720402,kha,1.118014597
2008,other,production_forest,grey_alder,5,,kha,0.0
2008,other,production_forest,grey_alder,5A-5B,,kha,0.0
2008,other,production_forest,other,1,8.010814243,kha,0.18887961
2008,other,production_forest,other,1A,3.068920424,kha,0.27583998
2008,other,production_forest,other,2,8.714661181,kha,0.157176149
