YEAR,DOMINANT_SPECIES,AGE_GROUP,ECONOMIC_CATEGORY,AREA,UNIT
2004,aspen,no_trees,production_forest,3.1,kha
2004,aspen,renewal_not_complete,production_forest,9.5,kha
2004,aspen,...10,protected_forest,0.2,kha
2004,aspen,101...110,protected_forest,0.0,kha
2004,aspen,11...20,protected_forest,0.0,kha
2004,aspen,111...120,protected_forest,0.0,kha
2004,aspen,121...130,protected_forest,0.0,kha
2004,aspen,131...140,protected_forest,0.0,kha
2004,aspen,141...,protected_forest,0.0,kha
2004,aspen,21...30,protected_forest,0.0,kha
2004,aspen,31...40,protected_forest,0.0,kha
2004,aspen,41...50,protected_forest,0.8,kha
2004,aspen,51...60,protected_forest,1.8,kha
2004,aspen,61...70,protected_forest,1.7,kha
2004,aspen,71...80,protected_forest,0.7,kha
2004,aspen,81...90,protected_forest,0.0,kha
2004,aspen,91...100,protected_forest,0.2,kha
2004,aspen,no_trees,protected_forest,0.0,kha
2004,aspen,renewal_not_complete,protected_forest,0.2,kha
2004,birch,...10,production_forest,44.7,kha
2004,birch,101...110,production_forest,0.3,kha
2004,birch,11...20,production_forest,55.8,kha
2004,birch,111...120,production_forest,0.2,kha
2004,birch,121...130,production_forest,0.0,kha
2004,birch,131...140,production_forest,0.0,kha
2004,birch,141...,production_forest,0.0,kha
2004,birch,21...30,production_forest,51.8,kha
2004,birch,31...40,production_forest,90.9,kha
2004,birch,41...50,production_forest,128.8,kha
2004,birch,51...60,production_forest,114.9,kha
2004,birch,61...70,production_forest,61.7,kha
2004,birch,71...80,production_forest,35.4,kha
2004,birch,81...90,production_forest,12.2,kha
2004,birch,91...100,production_forest,2.8,kha
2004,birch,no_trees,production_forest,24.0,kha
2004,birch,renewal_not_complete,production_forest,25.9,kha
2004,birch,...10,protected_forest,2.2,kha
2004,birch,101...110,protected_forest,0.6,kha
2004,birch,11...20,protected_forest,3.3,kha
2004,birch,111...120,protected_forest,0.0,kha
2004,birch,121...130,protected_forest,0.0,kha
2004,birch,131...140,protected_forest,0.0,kha
2004,birch,141...,protected_forest,0.0,kha
2004,birch,21...30,protected_forest,2.9,kha
2004,birch,31...40,protected_forest,5.5,kha
2004,birch,41...50,protected_forest,6.8,kha
2004,birch,51...60,protected_forest,11.3,kha
2004,birch,61...70,protected_forest,9.6,kha
2004,birch,71...80,protected_forest,4.5,kha
2004,birch,81...90,protected_forest,1.5,kha
2004,birch,91...100,protected_forest,0.9,kha
2004,birch,no_trees,protected_forest,0.4,kha
2004,birch,renewal_not_complete,protected_forest,1.2,kha
2004,black_alder,...10,production_forest,2.0,kha
2004,black_alder,101...110,production_forest,0.0,kha
2004,black_alder,11...20,production_forest,2.6,kha
2004,black_alder,111...120,production_forest,0.4,kha
2004,black_alder,121...130,production_forest,0.0,kha
2004,black_alder,131...140,production_forest,0.0,kha
2004,black_alder,141...,production_forest,0.0,kha
2004,black_alder,21...30,production_forest,4.9,kha
2004,black_alder,31...40,production_forest,9.1,kha
2004,black_alder,41...50,production_forest,15.5,kha
2004,black_alder,51...60,production_forest,13.0,kha
2004,black_alder,61...70,production_forest,5.1,kha
2004,black_alder,71...80,production_forest,3.5,kha
2004,black_alder,81...90,production_forest,1.3,kha
2004,black_alder,91...100,production_forest,0.7,kha
2004,black_alder,no_trees,production_forest,1.4,kha
2004,black_alder,renewal_not_complete,production_forest,2.3,kha
2004,black_alder,...10,protected_forest,0.3,kha
2004,black_alder,101...110,protected_forest,0.0,kha
2004,black_alder,11...20,protected_forest,0.0,kha
2004,black_alder,111...120,protected_forest,0.0,kha
2004,black_alder,121...130,protected_forest,0.0,kha
2004,black_alder,131...140,protected_forest,0.0,kha
2004,black_alder,141...,protected_forest,0.0,kha
2004,black_alder,21...30,protected_forest,0.6,kha
2004,black_alder,31...40,protected_forest,1.1,kha
2004,black_alder,41...50,protected_forest,1.5,kha
2004,black_alder,51...60,protected_forest,1.0,kha
2004,black_alder,61...70,protected_forest,1.8,kha
2004,black_alder,71...80,protected_forest,0.6,kha
2004,black_alder,81...90,protected_forest,0.4,kha
2004,black_alder,91...100,protected_forest,0.0,kha
2004,black_alder,no_trees,protected_forest,0.0,kha
2004,black_alder,renewal_not_complete,protected_forest,0.2,kha
2004,grey_alder,...10,production_forest,20.4,kha
2004,grey_alder,101...110,production_forest,0.0,kha
2004,grey_alder,11...20,production_forest,30.8,kha
2004,grey_alder,111...120,production_forest,0.0,kha
2004,grey_alder,121...130,production_forest,0.0,kha
2004,grey_alder,131...140,production_forest,0.0,kha
2004,grey_alder,141...,production_forest,0.0,kha
2004,grey_alder,21...30,production_forest,46.6,kha
2004,grey_alder,31...40,production_forest,57.9,kha
2004,grey_alder,41...50,production_forest,26.5,kha
2004,grey_alder,51...60,production_forest,2.1,kha
2004,grey_alder,61...70,production_forest,0.4,kha
2004,grey_alder,71...80,production_forest,0.0,kha
2004,grey_alder,81...90,production_forest,0.0,kha
2004,grey_alder,91...100,production_forest,0.0,kha
2004,grey_alder,no_trees,production_forest,4.1,kha
2004,grey_alder,renewal_not_complete,production_forest,8.8,kha
2004,grey_alder,...10,protected_forest,0.0,kha
2004,grey_alder,101...110,protected_forest,0.0,kha
2004,grey_alder,11...20,protected_forest,0.4,kha
2004,grey_alder,111...120,protected_forest,0.0,kha
2004,grey_alder,121...130,protected_forest,0.0,kha
2004,grey_alder,131...140,protected_forest,0.0,kha
2004,grey_alder,141...,protected_forest,0.0,kha
2004,grey_alder,21...30,protected_forest,1.0,kha
2004,grey_alder,31...40,protected_forest,1.8,kha
2004,grey_alder,41...50,protected_forest,1.3,kha
2004,grey_alder,51...60,protected_forest,0.0,kha
2004,grey_alder,61...70,protected_forest,0.2,kha
2004,grey_alder,71...80,protected_forest,0.0,kha
2004,grey_alder,81...90,protected_forest,0.0,kha
2004,grey_alder,91...100,protected_forest,0.0,kha
2004,grey_alder,no_trees,protected_forest,0.0,kha
2004,grey_alder,renewal_not_complete,protected_forest,0.0,kha
2004,other,...10,production_forest,3.7,kha
2004,other,101...110,production_forest,0.4,kha
2004,other,11...20,production_forest,3.1,kha
2004,other,111...120,production_forest,0.0,kha
2004,other,121...130,production_forest,0.3,kha
2004,other,131...140,production_forest,0.0,kha
2004,other,141...,production_forest,0.0,kha
2004,other,21...30,production_forest,2.8,kha
2004,other,31...40,production_forest,5.2,kha
2004,other,41...50,production_forest,4.4,kha
2004,other,51...60,production_forest,4.1,kha
2004,other,61...70,production_forest,1.7,kha
2004,other,71...80,production_forest,3.2,kha
2004,other,81...90,production_forest,1.3,kha
2004,other,91...100,production_forest,0.9,kha
2004,other,no_trees,production_forest,0.2,kha
2004,other,renewal_not_complete,production_forest,0.6,kha
2004,other,...10,protected_forest,0.0,kha
2004,other,101...110,protected_forest,0.2,kha
2004,other,11...20,protected_forest,0.0,kha
2004,other,111...120,protected_forest,0.0,kha
2004,other,121...130,protected_forest,0.0,kha
2004,other,131...140,protected_forest,0.0,kha
2004,other,141...,protected_forest,0.4,kha
2004,other,21...30,protected_forest,0.2,kha
2004,other,31...40,protected_forest,0.0,kha
2004,other,41...50,protected_forest,0.7,kha
2004,other,51...60,protected_forest,1.1,kha
2004,other,61...70,protected_forest,1.1,kha
2004,other,71...80,protected_forest,0.5,kha
2004,other,81...90,protected_forest,0.4,kha
2004,other,91...100,protected_forest,0.2,kha
2004,other,no_trees,protected_forest,0.0,kha
2004,other,renewal_not_complete,protected_forest,0.0,kha
2004,pine,...10,production_forest,8.6,kha
2004,pine,101...110,production_forest,22.9,kha
2004,pine,11...20,production_forest,20.4,kha
2004,pine,111...120,production_forest,14.0,kha
2004,pine,121...130,production_forest,5.9,kha
2004,pine,131...140,production_forest,3.6,kha
2004,pine,141...,production_forest,6.7,kha
2004,pine,21...30,production_forest,32.0,kha
2004,pine,31...40,production_forest,51.5,kha
2004,pine,41...50,production_forest,79.1,kha
2004,pine,51...60,production_forest,77.1,kha
2004,pine,61...70,production_forest,82.8,kha
2004,pine,71...80,production_forest,84.1,kha
2004,pine,81...90,production_forest,53.4,kha
2004,pine,91...100,production_forest,44.8,kha
2004,pine,no_trees,production_forest,12.7,kha
2004,pine,renewal_not_complete,production_forest,24.7,kha
2004,pine,...10,protected_forest,0.4,kha
2004,pine,101...110,protected_forest,6.4,kha
2004,pine,11...20,protected_forest,1.2,kha
2004,pine,111...120,protected_forest,7.3,kha
2004,pine,121...130,protected_forest,4.9,kha
2004,pine,131...140,protected_forest,2.9,kha
2004,pine,141...,protected_forest,7.8,kha
2004,pine,21...30,protected_forest,6.3,kha
2004,pine,31...40,protected_forest,7.0,kha
2004,pine,41...50,protected_forest,11.4,kha
2004,pine,51...60,protected_forest,9.1,kha
2004,pine,61...70,protected_forest,13.3,kha
2004,pine,71...80,protected_forest,13.8,kha
2004,pine,81...90,protected_forest,10.0,kha
2004,pine,91...100,protected_forest,10.8,kha
2004,pine,no_trees,protected_forest,0.9,kha
2004,pine,renewal_not_complete,protected_forest,1.7,kha
2004,spruce,...10,production_forest,6.7,kha
2004,spruce,101...110,production_forest,6.7,kha
2004,spruce,11...20,production_forest,23.0,kha
2004,spruce,111...120,production_forest,3.7,kha
2004,spruce,121...130,production_forest,0.6,kha
2004,spruce,131...140,production_forest,0.2,kha
2004,spruce,141...,production_forest,0.4,kha
2004,spruce,21...30,production_forest,39.9,kha
2004,spruce,31...40,production_forest,37.1,kha
2004,spruce,41...50,production_forest,34.1,kha
2004,spruce,51...60,production_forest,51.9,kha
2004,spruce,61...70,production_forest,48.4,kha
2004,spruce,71...80,production_forest,43.5,kha
2004,spruce,81...90,production_forest,28.0,kha
2004,spruce,91...100,production_forest,17.5,kha
2004,spruce,no_trees,production_forest,22.9,kha
2004,spruce,renewal_not_complete,production_forest,17.3,kha
2004,spruce,...10,protected_forest,0.3,kha
2004,spruce,101...110,protected_forest,1.8,kha
2004,spruce,11...20,protected_forest,0.5,kha
2004,spruce,111...120,protected_forest,1.6,kha
2004,spruce,121...130,protected_forest,0.0,kha
2004,spruce,131...140,protected_forest,0.0,kha
2004,spruce,141...,protected_forest,1.3,kha
2004,spruce,21...30,protected_forest,2.6,kha
2004,spruce,31...40,protected_forest,1.3,kha
2004,spruce,41...50,protected_forest,2.3,kha
2004,spruce,51...60,protected_forest,2.4,kha
2004,spruce,61...70,protected_forest,2.6,kha
2004,spruce,71...80,protected_forest,3.0,kha
2004,spruce,81...90,protected_forest,2.8,kha
2004,spruce,91...100,protected_forest,1.3,kha
2004,spruce,no_trees,protected_forest,0.5,kha
2004,spruce,renewal_not_complete,protected_forest,0.9,kha
2005,aspen,...10,production_forest,14.0,kha
2005,aspen,101...110,production_forest,0.0,kha
2005,aspen,11...20,production_forest,4.4,kha
2005,aspen,111...120,production_forest,0.0,kha
2005,aspen,121...130,production_forest,0.0,kha
2005,aspen,131...140,production_forest,0.0,kha
2005,aspen,141...,production_forest,0.0,kha
2005,aspen,21...30,production_forest,5.7,kha
2005,aspen,31...40,production_forest,12.4,kha
2005,aspen,41...50,production_forest,21.0,kha
2005,aspen,51...60,production_forest,24.8,kha
2005,aspen,61...70,production_forest,13.6,kha
2005,aspen,71...80,production_forest,6.8,kha
2005,aspen,81...90,production_forest,2.7,kha
2005,aspen,91...100,production_forest,0.2,kha
2005,aspen,no_trees,production_forest,2.8,kha
2005,aspen,renewal_not_complete,production_forest,10.2,kha
2005,aspen,...10,protected_forest,0.0,kha
2005,aspen,101...110,protected_forest,0.0,kha
2005,aspen,11...20,protected_forest,0.0,kha
2005,aspen,111...120,protected_forest,0.0,kha
2005,aspen,121...130,protected_forest,0.0,kha
2005,aspen,131...140,protected_forest,0.0,kha
2005,aspen,141...,protected_forest,0.0,kha
2005,aspen,21...30,protected_forest,0.0,kha
2005,aspen,31...40,protected_forest,0.0,kha
2005,aspen,41...50,protected_forest,0.8,kha
2005,aspen,51...60,protected_forest,1.7,kha
2005,aspen,61...70,protected_forest,1.8,kha
2005,aspen,71...80,protected_forest,1.0,kha
2005,aspen,81...90,protected_forest,0.0,kha
2005,aspen,91...100,protected_forest,0.0,kha
2005,aspen,no_trees,protected_forest,0.0,kha
2005,aspen,renewal_not_complete,protected_forest,0.2,kha
2005,birch,...10,production_forest,47.4,kha
2005,birch,101...110,production_forest,0.2,kha
2005,birch,11...20,production_forest,54.9,kha
2005,birch,111...120,production_forest,0.2,kha
2005,birch,121...130,production_forest,0.0,kha
2005,birch,131...140,production_forest,0.0,kha
2005,birch,141...,production_forest,0.0,kha
2005,birch,21...30,production_forest,50.1,kha
2005,birch,31...40,production_forest,89.2,kha
2005,birch,41...50,production_forest,129.4,kha
2005,birch,51...60,production_forest,113.7,kha
2005,birch,61...70,production_forest,56.4,kha
2005,birch,71...80,production_forest,39.9,kha
2005,birch,81...90,production_forest,11.8,kha
2005,birch,91...100,production_forest,2.8,kha
2005,birch,no_trees,production_forest,22.0,kha
2005,birch,renewal_not_complete,production_forest,29.1,kha
2005,birch,...10,protected_forest,1.3,kha
2005,birch,101...110,protected_forest,0.9,kha
2005,birch,11...20,protected_forest,3.5,kha
2005,birch,111...120,protected_forest,0.2,kha
2005,birch,121...130,protected_forest,0.0,kha
2005,birch,131...140,protected_forest,0.0,kha
2005,birch,141...,protected_forest,0.0,kha
2005,birch,21...30,protected_forest,3.0,kha
2005,birch,31...40,protected_forest,6.0,kha
2005,birch,41...50,protected_forest,8.1,kha
2005,birch,51...60,protected_forest,12.3,kha
2005,birch,61...70,protected_forest,9.4,kha
2005,birch,71...80,protected_forest,5.7,kha
2005,birch,81...90,protected_forest,2.5,kha
2005,birch,91...100,protected_forest,0.9,kha
2005,birch,no_trees,protected_forest,0.7,kha
2005,birch,renewal_not_complete,protected_forest,1.1,kha
2005,black_alder,...10,production_forest,2.6,kha
2005,black_alder,101...110,production_forest,0.0,kha
2005,black_alder,11...20,production_forest,2.8,kha
2005,black_alder,111...120,production_forest,0.2,kha
2005,black_alder,121...130,production_forest,0.2,kha
2005,black_alder,131...140,production_forest,0.0,kha
2005,black_alder,141...,production_forest,0.0,kha
2005,black_alder,21...30,production_forest,4.4,kha
2005,black_alder,31...40,production_forest,9.0,kha
2005,black_alder,41...50,production_forest,13.3,kha
2005,black_alder,51...60,production_forest,12.8,kha
2005,black_alder,61...70,production_forest,4.7,kha
2005,black_alder,71...80,production_forest,4.1,kha
2005,black_alder,81...90,production_forest,1.7,kha
2005,black_alder,91...100,production_forest,0.7,kha
2005,black_alder,no_trees,production_forest,0.9,kha
2005,black_alder,renewal_not_complete,production_forest,2.5,kha
2005,black_alder,...10,protected_forest,0.3,kha
2005,black_alder,101...110,protected_forest,0.0,kha
2005,black_alder,11...20,protected_forest,0.0,kha
2005,black_alder,111...120,protected_forest,0.0,kha
2005,black_alder,121...130,protected_forest,0.0,kha
2005,black_alder,131...140,protected_forest,0.0,kha
2005,black_alder,141...,protected_forest,0.0,kha
2005,black_alder,21...30,protected_forest,0.8,kha
2005,black_alder,31...40,protected_forest,1.5,kha
2005,black_alder,41...50,protected_forest,1.5,kha
2005,black_alder,51...60,protected_forest,1.0,kha
2005,black_alder,61...70,protected_forest,1.9,kha
2005,black_alder,71...80,protected_forest,0.5,kha
2005,black_alder,81...90,protected_forest,0.6,kha
2005,black_alder,91...100,protected_forest,0.0,kha
2005,black_alder,no_trees,protected_forest,0.0,kha
2005,black_alder,renewal_not_complete,protected_forest,0.2,kha
2005,grey_alder,...10,production_forest,23.2,kha
2005,grey_alder,101...110,production_forest,0.0,kha
2005,grey_alder,11...20,production_forest,29.8,kha
2005,grey_alder,111...120,production_forest,0.0,kha
2005,grey_alder,121...130,production_forest,0.0,kha
2005,grey_alder,131...140,production_forest,0.0,kha
2005,grey_alder,141...,production_forest,0.0,kha
2005,grey_alder,21...30,production_forest,45.3,kha
2005,grey_alder,31...40,production_forest,58.1,kha
2005,grey_alder,41...50,production_forest,29.1,kha
2005,grey_alder,51...60,production_forest,2.2,kha
2005,grey_alder,61...70,production_forest,0.7,kha
2005,grey_alder,71...80,production_forest,0.0,kha
2005,grey_alder,81...90,production_forest,0.0,kha
2005,grey_alder,91...100,production_forest,0.0,kha
2005,grey_alder,no_trees,production_forest,4.7,kha
2005,grey_alder,renewal_not_complete,production_forest,9.1,kha
2005,grey_alder,...10,protected_forest,0.0,kha
2005,grey_alder,101...110,protected_forest,0.0,kha
2005,grey_alder,11...20,protected_forest,0.2,kha
2005,grey_alder,111...120,protected_forest,0.0,kha
2005,grey_alder,121...130,protected_forest,0.0,kha
2005,grey_alder,131...140,protected_forest,0.0,kha
2005,grey_alder,141...,protected_forest,0.0,kha
2005,grey_alder,21...30,protected_forest,1.0,kha
2005,grey_alder,31...40,protected_forest,2.1,kha
2005,grey_alder,41...50,protected_forest,1.2,kha
2005,grey_alder,51...60,protected_forest,0.2,kha
2005,grey_alder,61...70,protected_forest,0.2,kha
2005,grey_alder,71...80,protected_forest,0.0,kha
2005,grey_alder,81...90,protected_forest,0.0,kha
2005,grey_alder,91...100,protected_forest,0.0,kha
2005,grey_alder,no_trees,protected_forest,0.0,kha
2005,grey_alder,renewal_not_complete,protected_forest,0.0,kha
2005,other,...10,production_forest,4.5,kha
2005,other,101...110,production_forest,0.4,kha
2005,other,11...20,production_forest,2.6,kha
2005,other,111...120,production_forest,0.0,kha
2005,other,121...130,production_forest,0.3,kha
2005,other,131...140,production_forest,0.0,kha
2005,other,141...,production_forest,0.0,kha
2005,other,21...30,production_forest,2.6,kha
2005,other,31...40,production_forest,4.5,kha
2005,other,41...50,production_forest,5.0,kha
2005,other,51...60,production_forest,3.8,kha
2005,other,61...70,production_forest,1.9,kha
2005,other,71...80,production_forest,3.0,kha
2005,other,81...90,production_forest,1.7,kha
2005,other,91...100,production_forest,1.1,kha
2005,other,no_trees,production_forest,0.2,kha
2005,other,renewal_not_complete,production_forest,0.9,kha
2005,other,...10,protected_forest,0.0,kha
2005,other,101...110,protected_forest,0.2,kha
2005,other,11...20,protected_forest,0.0,kha
2005,other,111...120,protected_forest,0.0,kha
2005,other,121...130,protected_forest,0.0,kha
2005,other,131...140,protected_forest,0.0,kha
2005,other,141...,protected_forest,0.4,kha
2005,other,21...30,protected_forest,0.3,kha
2005,other,31...40,protected_forest,0.0,kha
2005,other,41...50,protected_forest,0.6,kha
2005,other,51...60,protected_forest,0.7,kha
2005,other,61...70,protected_forest,0.7,kha
2005,other,71...80,protected_forest,0.4,kha
2005,other,81...90,protected_forest,0.4,kha
2005,other,91...100,protected_forest,0.2,kha
2005,other,no_trees,protected_forest,0.0,kha
2005,other,renewal_not_complete,protected_forest,0.0,kha
2005,pine,...10,production_forest,10.6,kha
2005,pine,101...110,production_forest,24.2,kha
2005,pine,11...20,production_forest,18.2,kha
2005,pine,111...120,production_forest,12.4,kha
2005,pine,121...130,production_forest,7.9,kha
2005,pine,131...140,production_forest,3.5,kha
2005,pine,141...,production_forest,6.2,kha
2005,pine,21...30,production_forest,33.0,kha
2005,pine,31...40,production_forest,53.6,kha
2005,pine,41...50,production_forest,74.1,kha
2005,pine,51...60,production_forest,73.1,kha
2005,pine,61...70,production_forest,84.7,kha
2005,pine,71...80,production_forest,82.7,kha
2005,pine,81...90,production_forest,51.6,kha
2005,pine,91...100,production_forest,42.0,kha
2005,pine,no_trees,production_forest,12.8,kha
2005,pine,renewal_not_complete,production_forest,22.6,kha
2005,pine,...10,protected_forest,0.2,kha
2005,pine,101...110,protected_forest,5.9,kha
2005,pine,11...20,protected_forest,1.2,kha
2005,pine,111...120,protected_forest,6.5,kha
2005,pine,121...130,protected_forest,4.9,kha
2005,pine,131...140,protected_forest,3.6,kha
2005,pine,141...,protected_forest,8.8,kha
2005,pine,21...30,protected_forest,6.4,kha
2005,pine,31...40,protected_forest,7.8,kha
2005,pine,41...50,protected_forest,12.1,kha
2005,pine,51...60,protected_forest,10.5,kha
2005,pine,61...70,protected_forest,12.2,kha
2005,pine,71...80,protected_forest,13.1,kha
2005,pine,81...90,protected_forest,9.5,kha
2005,pine,91...100,protected_forest,11.8,kha
2005,pine,no_trees,protected_forest,0.7,kha
2005,pine,renewal_not_complete,protected_forest,1.5,kha
2005,spruce,...10,production_forest,6.7,kha
2005,spruce,101...110,production_forest,7.8,kha
2005,spruce,11...20,production_forest,22.1,kha
2005,spruce,111...120,production_forest,3.4,kha
2005,spruce,121...130,production_forest,1.3,kha
2005,spruce,131...140,production_forest,0.2,kha
2005,spruce,141...,production_forest,0.4,kha
2005,spruce,21...30,production_forest,39.1,kha
2005,spruce,31...40,production_forest,39.5,kha
2005,spruce,41...50,production_forest,34.3,kha
2005,spruce,51...60,production_forest,51.2,kha
2005,spruce,61...70,production_forest,47.4,kha
2005,spruce,71...80,production_forest,41.2,kha
2005,spruce,81...90,production_forest,26.4,kha
2005,spruce,91...100,production_forest,14.8,kha
2005,spruce,no_trees,production_forest,24.6,kha
2005,spruce,renewal_not_complete,production_forest,15.5,kha
2005,spruce,...10,protected_forest,0.7,kha
2005,spruce,101...110,protected_forest,1.8,kha
2005,spruce,11...20,protected_forest,0.4,kha
2005,spruce,111...120,protected_forest,0.9,kha
2005,spruce,121...130,protected_forest,0.5,kha
2005,spruce,131...140,protected_forest,0.0,kha
2005,spruce,141...,protected_forest,1.4,kha
2005,spruce,21...30,protected_forest,2.4,kha
2005,spruce,31...40,protected_forest,1.7,kha
2005,spruce,41...50,protected_forest,2.0,kha
2005,spruce,51...60,protected_forest,2.7,kha
2005,spruce,61...70,protected_forest,2.4,kha
2005,spruce,71...80,protected_forest,3.5,kha
2005,spruce,81...90,protected_forest,2.6,kha
2005,spruce,91...100,protected_forest,2.1,kha
2005,spruce,no_trees,protected_forest,0.9,kha
2005,spruce,renewal_not_complete,protected_forest,0.6,kha
2006,aspen,...10,production_forest,17.3,kha
2006,aspen,101...110,production_forest,0.0,kha
2006,aspen,11...20,production_forest,4.5,kha
2006,aspen,111...120,production_forest,0.0,kha
2006,aspen,121...130,production_forest,0.0,kha
2006,aspen,131...140,production_forest,0.0,kha
2006,aspen,141...,production_forest,0.0,kha
2006,aspen,21...30,production_forest,5.2,kha
2006,aspen,31...40,production_forest,11.0,kha
2006,aspen,41...50,production_forest,20.0,kha
2006,aspen,51...60,production_forest,23.9,kha
2006,aspen,61...70,production_forest,14.9,kha
2006,aspen,71...80,production_forest,6.6,kha
2006,aspen,81...90,production_forest,2.4,kha
2006,aspen,91...100,production_forest,0.5,kha
2006,aspen,no_trees,production_forest,3.3,kha
2006,aspen,renewal_not_complete,production_forest,9.5,kha
2006,aspen,...10,protected_forest,0.0,kha
2006,aspen,101...110,protected_forest,0.0,kha
2006,aspen,11...20,protected_forest,0.0,kha
2006,aspen,111...120,protected_forest,0.0,kha
2006,aspen,121...130,protected_forest,0.0,kha
2006,aspen,131...140,protected_forest,0.0,kha
2006,aspen,141...,protected_forest,0.0,kha
2006,aspen,21...30,protected_forest,0.0,kha
2006,aspen,31...40,protected_forest,0.0,kha
2006,aspen,41...50,protected_forest,0.6,kha
2006,aspen,51...60,protected_forest,2.0,kha
2006,aspen,61...70,protected_forest,1.9,kha
2006,aspen,71...80,protected_forest,0.8,kha
2006,aspen,81...90,protected_forest,0.0,kha
2006,aspen,91...100,protected_forest,0.0,kha
2006,aspen,no_trees,protected_forest,0.0,kha
2006,aspen,renewal_not_complete,protected_forest,0.2,kha
2006,birch,...10,production_forest,51.2,kha
2006,birch,101...110,production_forest,1.0,kha
2006,birch,11...20,production_forest,55.2,kha
2006,birch,111...120,production_forest,0.2,kha
2006,birch,121...130,production_forest,0.0,kha
2006,birch,131...140,production_forest,0.0,kha
2006,birch,141...,production_forest,0.0,kha
2006,birch,21...30,production_forest,51.7,kha
2006,birch,31...40,production_forest,81.6,kha
2006,birch,41...50,production_forest,122.8,kha
2006,birch,51...60,production_forest,113.0,kha
2006,birch,61...70,production_forest,49.7,kha
2006,birch,71...80,production_forest,42.3,kha
2006,birch,81...90,production_forest,11.6,kha
2006,birch,91...100,production_forest,2.9,kha
2006,birch,no_trees,production_forest,19.2,kha
2006,birch,renewal_not_complete,production_forest,27.5,kha
2006,birch,...10,protected_forest,1.0,kha
2006,birch,101...110,protected_forest,1.1,kha
2006,birch,11...20,protected_forest,3.2,kha
2006,birch,111...120,protected_forest,0.3,kha
2006,birch,121...130,protected_forest,0.0,kha
2006,birch,131...140,protected_forest,0.0,kha
2006,birch,141...,protected_forest,0.0,kha
2006,birch,21...30,protected_forest,3.1,kha
2006,birch,31...40,protected_forest,5.1,kha
2006,birch,41...50,protected_forest,7.6,kha
2006,birch,51...60,protected_forest,12.7,kha
2006,birch,61...70,protected_forest,10.1,kha
2006,birch,71...80,protected_forest,7.1,kha
2006,birch,81...90,protected_forest,2.9,kha
2006,birch,91...100,protected_forest,1.8,kha
2006,birch,no_trees,protected_forest,0.8,kha
2006,birch,renewal_not_complete,protected_forest,0.9,kha
2006,black_alder,...10,production_forest,3.8,kha
2006,black_alder,101...110,production_forest,0.2,kha
2006,black_alder,11...20,production_forest,3.4,kha
2006,black_alder,111...120,production_forest,0.2,kha
2006,black_alder,121...130,production_forest,0.2,kha
2006,black_alder,131...140,production_forest,0.0,kha
2006,black_alder,141...,production_forest,0.0,kha
2006,black_alder,21...30,production_forest,4.0,kha
2006,black_alder,31...40,production_forest,8.3,kha
2006,black_alder,41...50,production_forest,12.2,kha
2006,black_alder,51...60,production_forest,11.5,kha
2006,black_alder,61...70,production_forest,5.2,kha
2006,black_alder,71...80,production_forest,3.6,kha
2006,black_alder,81...90,production_forest,1.2,kha
2006,black_alder,91...100,production_forest,0.3,kha
2006,black_alder,no_trees,production_forest,1.0,kha
2006,black_alder,renewal_not_complete,production_forest,2.2,kha
2006,black_alder,...10,protected_forest,0.2,kha
2006,black_alder,101...110,protected_forest,0.0,kha
2006,black_alder,11...20,protected_forest,0.0,kha
2006,black_alder,111...120,protected_forest,0.0,kha
2006,black_alder,121...130,protected_forest,0.0,kha
2006,black_alder,131...140,protected_forest,0.0,kha
2006,black_alder,141...,protected_forest,0.0,kha
2006,black_alder,21...30,protected_forest,0.8,kha
2006,black_alder,31...40,protected_forest,1.9,kha
2006,black_alder,41...50,protected_forest,1.7,kha
2006,black_alder,51...60,protected_forest,1.0,kha
2006,black_alder,61...70,protected_forest,1.8,kha
2006,black_alder,71...80,protected_forest,0.7,kha
2006,black_alder,81...90,protected_forest,0.5,kha
2006,black_alder,91...100,protected_forest,0.0,kha
2006,black_alder,no_trees,protected_forest,0.0,kha
2006,black_alder,renewal_not_complete,protected_forest,0.3,kha
2006,grey_alder,...10,production_forest,24.6,kha
2006,grey_alder,101...110,production_forest,0.0,kha
2006,grey_alder,11...20,production_forest,29.8,kha
2006,grey_alder,111...120,production_forest,0.0,kha
2006,grey_alder,121...130,production_forest,0.0,kha
2006,grey_alder,131...140,production_forest,0.0,kha
2006,grey_alder,141...,production_forest,0.0,kha
2006,grey_alder,21...30,production_forest,45.5,kha
2006,grey_alder,31...40,production_forest,58.2,kha
2006,grey_alder,41...50,production_forest,30.7,kha
2006,grey_alder,51...60,production_forest,2.3,kha
2006,grey_alder,61...70,production_forest,0.7,kha
2006,grey_alder,71...80,production_forest,0.0,kha
2006,grey_alder,81...90,production_forest,0.0,kha
2006,grey_alder,91...100,production_forest,0.0,kha
2006,grey_alder,no_trees,production_forest,5.1,kha
2006,grey_alder,renewal_not_complete,production_forest,6.8,kha
2006,grey_alder,...10,protected_forest,0.0,kha
2006,grey_alder,101...110,protected_forest,0.0,kha
2006,grey_alder,11...20,protected_forest,0.4,kha
2006,grey_alder,111...120,protected_forest,0.0,kha
2006,grey_alder,121...130,protected_forest,0.0,kha
2006,grey_alder,131...140,protected_forest,0.0,kha
2006,grey_alder,141...,protected_forest,0.0,kha
2006,grey_alder,21...30,protected_forest,0.8,kha
