YEAR,OWNER,TYPE,DOMINANT_SPECIES,QUALITY_CLASS,AREA,UNIT,RELATIVE_ERROR_PERCENT
2005,all,production,other,2,11.312749514,kha,0.156908668
2005,all,production,other,3,5.809937528,kha,0.219489922
2005,all,production,other,4,3.370518012,kha,0.262954497
2005,all,production,other,5,0.427334831,kha,0.706706061
2005,all,production,other,5A-5B,,kha,0.0
2005,all,production,other,all,31.451138458,kha,0.10351551
2005,all,production,pine,1,99.556494708,kha,0.063417209
2005,all,production,pine,1A,19.256797188,kha,0.113113172
2005,all,production,pine,2,193.676392962,kha,0.050206842
2005,all,production,pine,3,139.408950475,kha,0.056992461
2005,all,production,pine,4,62.629509093,kha,0.076988183
2005,all,production,pine,5,37.606063395,kha,0.098348317
2005,all,production,pine,5A-5B,25.731560879,kha,0.128066381
2005,all,production,pine,all,577.865768699,kha,0.03571423
2005,all,production,spruce,1,141.939135909,kha,0.047189607
2005,all,production,spruce,1A,60.570268009,kha,0.067950919
2005,all,production,spruce,2,92.697792037,kha,0.05651638
2005,all,production,spruce,3,33.832119935,kha,0.092226397
2005,all,production,spruce,4,6.29346689,kha,0.209797746
2005,all,production,spruce,5,0.427334831,kha,0.706792974
2005,all,production,spruce,5A-5B,0.213667415,kha,0.999851852
2005,all,production,spruce,all,335.973785027,kha,0.035820295
2005,all,protected,aspen,1,2.239939617,kha,0.317818282
2005,all,protected,aspen,1A,0.922316766,kha,0.469048086
2005,all,protected,aspen,2,1.709339324,kha,0.43243615
2005,all,protected,aspen,3,0.213667415,kha,0.999864139
2005,all,protected,aspen,4,,kha,0.0
2005,all,protected,aspen,5,,kha,0.0
2005,all,protected,aspen,5A-5B,,kha,0.0
2005,all,protected,aspen,all,5.085263122,kha,0.254200281
2005,all,protected,birch,1,7.774758981,kha,0.212053474
2005,all,protected,birch,1A,1.923006739,kha,0.429758485
2005,all,protected,birch,2,17.479233858,kha,0.180311586
2005,all,protected,birch,3,14.711151124,kha,0.174428768
2005,all,protected,birch,4,6.546555943,kha,0.231049124
2005,all,protected,birch,5,4.059680894,kha,0.341188066
2005,all,protected,birch,5A-5B,1.282004493,kha,0.470951068
2005,all,protected,birch,all,53.776392032,kha,0.125776673
2005,all,protected,black alder,1,1.068337077,kha,0.52922319
2005,all,protected,black alder,1A,,kha,0.0
2005,all,protected,black alder,2,4.021391693,kha,0.306266162
2005,all,protected,black alder,3,1.923006739,kha,0.408570726
2005,all,protected,black alder,4,0.949623461,kha,0.560695433
2005,all,protected,black alder,5,0.213667415,kha,1.000539669
2005,all,protected,black alder,5A-5B,,kha,0.0
2005,all,protected,black alder,all,8.176026387,kha,0.269799675
2005,all,protected,grey alder,1,2.564008986,kha,0.311368784
2005,all,protected,grey alder,1A,,kha,0.0
2005,all,protected,grey alder,2,2.015588831,kha,0.354399493
2005,all,protected,grey alder,3,0.427334831,kha,1.000244949
2005,all,protected,grey alder,4,,kha,0.0
2005,all,protected,grey alder,5,,kha,0.0
2005,all,protected,grey alder,5A-5B,,kha,0.0
2005,all,protected,grey alder,all,5.006932647,kha,0.226241709
2005,all,protected,pine,1,6.500831116,kha,0.22589732
2005,all,protected,pine,1A,0.641002246,kha,0.57688072
2005,all,protected,pine,2,23.832207123,kha,0.135855923
2005,all,protected,pine,3,26.798701419,kha,0.145613283
2005,all,protected,pine,4,19.788145317,kha,0.132955452
2005,all,protected,pine,5,16.655054536,kha,0.156287947
2005,all,protected,pine,5A-5B,20.17913532,kha,0.13970494
2005,all,protected,pine,all,114.395077078,kha,0.08641708
2005,all,protected,spruce,1,6.363549802,kha,0.227124576
2005,all,protected,spruce,1A,2.041720355,kha,0.33765334
2005,all,protected,spruce,2,8.683443765,kha,0.222055937
2005,all,protected,spruce,3,4.999988456,kha,0.276904426
2005,all,protected,spruce,4,1.923006739,kha,0.367818607
2005,all,protected,spruce,5,0.599230267,kha,0.735170462
2005,all,protected,spruce,5A-5B,0.186403453,kha,0.999556932
2005,all,protected,spruce,all,24.797342839,kha,0.155109329
2005,other,production,aspen,1,32.73209598,kha,0.09138361
2005,other,production,aspen,1A,7.777835792,kha,0.202788807
2005,other,production,aspen,2,26.683470582,kha,0.108820835
2005,other,production,aspen,3,4.865313884,kha,0.224197913
2005,other,production,aspen,4,,kha,0.0
2005,other,production,aspen,5,,kha,0.0
2005,other,production,aspen,5A-5B,,kha,0.0
2005,other,production,aspen,all,72.058716238,kha,0.071158018
2005,other,production,birch,1,84.479245834,kha,0.055803682
2005,other,production,birch,1A,15.33510271,kha,0.127182132
2005,other,production,birch,2,164.130462748,kha,0.048865595
2005,other,production,birch,3,101.9224981,kha,0.067061975
2005,other,production,birch,4,29.95480418,kha,0.110126294
2005,other,production,birch,5,9.190433809,kha,0.173991884
2005,other,production,birch,5A-5B,1.709339324,kha,0.353742417
2005,other,production,birch,all,406.721886705,kha,0.036876491
2005,other,production,black alder,1,3.959107642,kha,0.234711169
2005,other,production,black alder,1A,,kha,0.0
2005,other,production,black alder,2,23.921285068,kha,0.110052112
2005,other,production,black alder,3,9.590483311,kha,0.162285283
2005,other,production,black alder,4,1.068337077,kha,0.446810747
2005,other,production,black alder,5,,kha,0.0
2005,other,production,black alder,5A-5B,,kha,0.0
2005,other,production,black alder,all,38.539213099,kha,0.095032406
2005,other,production,grey alder,1,75.944877825,kha,0.067609097
2005,other,production,grey alder,1A,8.794914056,kha,0.16688134
2005,other,production,grey alder,2,76.85775049,kha,0.06398073
2005,other,production,grey alder,3,11.461227001,kha,0.161222071
2005,other,production,grey alder,4,0.854669662,kha,0.433379706
2005,other,production,grey alder,5,0.213667415,kha,1.00044144
2005,other,production,grey alder,5A-5B,,kha,0.0
2005,other,production,grey alder,all,174.127106449,kha,0.048716194
2005,other,production,other,1,6.881714651,kha,0.192747495
2005,other,production,other,1A,2.580546844,kha,0.281393946
2005,other,production,other,2,10.571921851,kha,0.164687088
2005,other,production,other,3,5.596270113,kha,0.224815417
2005,other,production,other,4,3.370518012,kha,0.262954497
2005,other,production,other,5,0.427334831,kha,0.706706061
2005,other,production,other,5A-5B,,kha,0.0
2005,other,production,other,all,29.428306302,kha,0.108731071
2005,other,production,pine,1,51.982419045,kha,0.078927173
2005,other,production,pine,1A,11.795018237,kha,0.133062097
2005,other,production,pine,2,101.263440956,kha,0.067375916
2005,other,production,pine,3,82.829071018,kha,0.072269328
2005,other,production,pine,4,36.681503121,kha,0.09881214
2005,other,production,pine,5,20.814496747,kha,0.125219428
2005,other,production,pine,5A-5B,9.401366282,kha,0.179909268
2005,other,production,pine,all,314.767315406,kha,0.046666858
2005,other,production,spruce,1,82.04132199,kha,0.05725276
2005,other,production,spruce,1A,29.375487717,kha,0.092628066
2005,other,production,spruce,2,65.210996073,kha,0.068255383
2005,other,production,spruce,3,23.506706182,kha,0.111113417
2005,other,production,spruce,4,4.004618801,kha,0.282346471
2005,other,production,spruce,5,0.213667415,kha,0.999950141
2005,other,production,spruce,5A-5B,0.213667415,kha,0.999851852
2005,other,production,spruce,all,204.566465594,kha,0.043909783
2005,other,protected,aspen,1,0.641002246,kha,0.576468858
2005,other,protected,aspen,1A,0.213667415,kha,1.000244949
2005,other,protected,aspen,2,1.495671908,kha,0.473275757
2005,other,protected,aspen,3,0.213667415,kha,0.999864139
2005,other,protected,aspen,4,,kha,0.0
2005,other,protected,aspen,5,,kha,0.0
2005,other,protected,aspen,5A-5B,,kha,0.0
2005,other,protected,aspen,all,2.564008986,kha,0.390192436
2005,other,protected,birch,1,3.418678648,kha,0.344889504
2005,other,protected,birch,1A,,kha,0.0
2005,other,protected,birch,2,6.154860837,kha,0.29569211
2005,other,protected,birch,3,7.378640959,kha,0.250270437
2005,other,protected,birch,4,2.564008986,kha,0.311467401
2005,other,protected,birch,5,0.854669662,kha,0.50014596
2005,other,protected,birch,5A-5B,0.641002246,kha,0.744673464
2005,other,protected,birch,all,21.011861339,kha,0.185456753
2005,other,protected,black alder,1,0.213667415,kha,0.999950143
2005,other,protected,black alder,1A,,kha,0.0
2005,other,protected,black alder,2,2.136674155,kha,0.373986481
2005,other,protected,black alder,3,1.282004493,kha,0.527219702
2005,other,protected,black alder,4,0.213667415,kha,1.000539669
2005,other,protected,black alder,5,0.213667415,kha,1.000539669
2005,other,protected,black alder,5A-5B,,kha,0.0
2005,other,protected,black alder,all,4.059680894,kha,0.390448614
2005,other,protected,grey alder,1,2.564008986,kha,0.311368784
2005,other,protected,grey alder,1A,,kha,0.0
2005,other,protected,grey alder,2,1.709339324,kha,0.395162442
2005,other,protected,grey alder,3,0.427334831,kha,1.000244949
2005,other,protected,grey alder,4,,kha,0.0
2005,other,protected,grey alder,5,,kha,0.0
2005,other,protected,grey alder,5A-5B,,kha,0.0
2005,other,protected,grey alder,all,4.700683141,kha,0.235894724
2005,other,protected,pine,1,0.641002246,kha,0.577114918
2005,other,protected,pine,1A,0.213667415,kha,0.999618382
2005,other,protected,pine,2,4.472016273,kha,0.288252948
2005,other,protected,pine,3,5.306237963,kha,0.251197924
2005,other,protected,pine,4,4.523894721,kha,0.247318876
2005,other,protected,pine,5,4.487015725,kha,0.294621342
2005,other,protected,pine,5A-5B,4.914350556,kha,0.257831583
2005,other,protected,pine,all,24.5581849,kha,0.165254437
2005,other,protected,spruce,1,2.280130458,kha,0.329761474
2005,other,protected,spruce,1A,0.854669662,kha,0.499510033
2005,other,protected,spruce,2,4.586734308,kha,0.278388554
2005,other,protected,spruce,3,1.282004493,kha,0.423990431
2005,other,protected,spruce,4,0.427334831,kha,0.706723445
2005,other,protected,spruce,5,0.213667415,kha,0.999950141
2005,other,protected,spruce,5A-5B,,kha,0.0
2005,other,protected,spruce,all,9.644541167,kha,0.217626163
2006,State Forest Management Centre,production,aspen,1,19.688003004,kha,0.129449242
2006,State Forest Management Centre,production,aspen,1A,8.343893276,kha,0.185311465
2006,State Forest Management Centre,production,aspen,2,3.858206051,kha,0.234902858
2006,State Forest Management Centre,production,aspen,3,0.419411252,kha,0.706709567
2006,State Forest Management Centre,production,aspen,4,0.127165492,kha,0.999586493
2006,State Forest Management Centre,production,aspen,5,,kha,0.0
2006,State Forest Management Centre,production,aspen,5A-5B,,kha,0.0
2006,State Forest Management Centre,production,aspen,all,32.436679075,kha,0.102716055
2006,State Forest Management Centre,production,birch,1,60.151060067,kha,0.087569401
2006,State Forest Management Centre,production,birch,1A,12.490863974,kha,0.155869625
2006,State Forest Management Centre,production,birch,2,73.226499445,kha,0.075419146
2006,State Forest Management Centre,production,birch,3,26.483010526,kha,0.107714869
2006,State Forest Management Centre,production,birch,4,7.654255354,kha,0.183855664
2006,State Forest Management Centre,production,birch,5,1.344569563,kha,0.497661456
2006,State Forest Management Centre,production,birch,5A-5B,1.258233757,kha,0.407853203
2006,State Forest Management Centre,production,birch,all,182.608492687,kha,0.059024277
2006,State Forest Management Centre,production,black alder,1,4.111194918,kha,0.241492683
2006,State Forest Management Centre,production,black alder,1A,0.419411252,kha,0.706794867
2006,State Forest Management Centre,production,black alder,2,8.822105986,kha,0.186558875
2006,State Forest Management Centre,production,black alder,3,3.305002609,kha,0.269407392
2006,State Forest Management Centre,production,black alder,4,0.60904805,kha,0.577373372
2006,State Forest Management Centre,production,black alder,5,,kha,0.0
2006,State Forest Management Centre,production,black alder,5A-5B,,kha,0.0
2006,State Forest Management Centre,production,black alder,all,17.266762816,kha,0.145031148
2006,State Forest Management Centre,production,grey alder,1,7.206722577,kha,0.176306157
2006,State Forest Management Centre,production,grey alder,1A,1.677645009,kha,0.363961454
2006,State Forest Management Centre,production,grey alder,2,4.353866269,kha,0.2345545
2006,State Forest Management Centre,production,grey alder,3,0.524264065,kha,0.599600203
2006,State Forest Management Centre,production,grey alder,4,,kha,0.0
2006,State Forest Management Centre,production,grey alder,5,,kha,0.0
2006,State Forest Management Centre,production,grey alder,5A-5B,,kha,0.0
2006,State Forest Management Centre,production,grey alder,all,13.762497921,kha,0.141838301
2006,State Forest Management Centre,production,other,1,0.629116878,kha,0.576550115
2006,State Forest Management Centre,production,other,1A,0.209705626,kha,0.999875941
2006,State Forest Management Centre,production,other,2,0.643041332,kha,0.523059854
2006,State Forest Management Centre,production,other,3,0.209705626,kha,0.999345222
2006,State Forest Management Centre,production,other,4,,kha,0.0
2006,State Forest Management Centre,production,other,5,,kha,0.0
2006,State Forest Management Centre,production,other,5A-5B,,kha,0.0
2006,State Forest Management Centre,production,other,all,1.691569463,kha,0.340422559
2006,State Forest Management Centre,production,pine,1,52.574060266,kha,0.095242082
2006,State Forest Management Centre,production,pine,1A,8.925386007,kha,0.178420997
2006,State Forest Management Centre,production,pine,2,95.577491284,kha,0.077266537
2006,State Forest Management Centre,production,pine,3,57.831212549,kha,0.094221119
2006,State Forest Management Centre,production,pine,4,26.418169546,kha,0.119207425
2006,State Forest Management Centre,production,pine,5,15.870374992,kha,0.147193042
2006,State Forest Management Centre,production,pine,5A-5B,17.495341948,kha,0.175248452
2006,State Forest Management Centre,production,pine,all,274.692036592,kha,0.057873938
2006,State Forest Management Centre,production,spruce,1,57.589317109,kha,0.084517886
2006,State Forest Management Centre,production,spruce,1A,29.213776219,kha,0.105854984
2006,State Forest Management Centre,production,spruce,2,28.564087219,kha,0.1043492
2006,State Forest Management Centre,production,spruce,3,8.96351049,kha,0.177380729
2006,State Forest Management Centre,production,spruce,4,2.450074712,kha,0.31866432
2006,State Forest Management Centre,production,spruce,5,,kha,0.0
2006,State Forest Management Centre,production,spruce,5A-5B,,kha,0.0
2006,State Forest Management Centre,production,spruce,all,126.780765749,kha,0.069010161
2006,State Forest Management Centre,protected,aspen,1,1.569290112,kha,0.381582609
2006,State Forest Management Centre,protected,aspen,1A,0.419411252,kha,0.706419475
2006,State Forest Management Centre,protected,aspen,2,0.209705626,kha,0.999779468
2006,State Forest Management Centre,protected,aspen,3,,kha,0.0
2006,State Forest Management Centre,protected,aspen,4,,kha,0.0
2006,State Forest Management Centre,protected,aspen,5,,kha,0.0
2006,State Forest Management Centre,protected,aspen,5A-5B,,kha,0.0
2006,State Forest Management Centre,protected,aspen,all,2.19840699,kha,0.345388888
2006,State Forest Management Centre,protected,birch,1,4.90442742,kha,0.28079594
2006,State Forest Management Centre,protected,birch,1A,1.887350635,kha,0.430161485
2006,State Forest Management Centre,protected,birch,2,11.114398185,kha,0.225969865
2006,State Forest Management Centre,protected,birch,3,7.615963107,kha,0.216369661
2006,State Forest Management Centre,protected,birch,4,3.069880661,kha,0.363400745
2006,State Forest Management Centre,protected,birch,5,3.355290018,kha,0.412075722
2006,State Forest Management Centre,protected,birch,5A-5B,0.629116878,kha,0.623745754
2006,State Forest Management Centre,protected,birch,all,32.576426905,kha,0.160617366
2006,State Forest Management Centre,protected,black alder,1,0.838822505,kha,0.611756079
2006,State Forest Management Centre,protected,black alder,1A,,kha,0.0
2006,State Forest Management Centre,protected,black alder,2,1.640065761,kha,0.49997125
2006,State Forest Management Centre,protected,black alder,3,0.629116878,kha,0.577469532
2006,State Forest Management Centre,protected,black alder,4,0.722310059,kha,0.519157696
2006,State Forest Management Centre,protected,black alder,5,,kha,0.0
2006,State Forest Management Centre,protected,black alder,5A-5B,,kha,0.0
2006,State Forest Management Centre,protected,black alder,all,3.830315203,kha,0.339291
2006,State Forest Management Centre,protected,grey alder,1,,kha,0.0
2006,State Forest Management Centre,protected,grey alder,1A,,kha,0.0
2006,State Forest Management Centre,protected,grey alder,2,0.300571074,kha,0.76094755
2006,State Forest Management Centre,protected,grey alder,3,,kha,0.0
2006,State Forest Management Centre,protected,grey alder,4,,kha,0.0
2006,State Forest Management Centre,protected,grey alder,5,,kha,0.0
2006,State Forest Management Centre,protected,grey alder,5A-5B,,kha,0.0
2006,State Forest Management Centre,protected,grey alder,all,0.300571074,kha,0.76094755
2006,State Forest Management Centre,protected,pine,1,5.760466756,kha,0.266994746
2006,State Forest Management Centre,protected,pine,1A,0.419411252,kha,0.706939853
2006,State Forest Management Centre,protected,pine,2,18.162163898,kha,0.164458992
2006,State Forest Management Centre,protected,pine,3,21.781284565,kha,0.166728283
2006,State Forest Management Centre,protected,pine,4,14.768602603,kha,0.161953384
2006,State Forest Management Centre,protected,pine,5,11.894167586,kha,0.168321347
2006,State Forest Management Centre,protected,pine,5A-5B,15.245494167,kha,0.148383766
2006,State Forest Management Centre,protected,pine,all,88.031590827,kha,0.099621569
2006,State Forest Management Centre,protected,spruce,1,3.56222753,kha,0.293074908
2006,State Forest Management Centre,protected,spruce,1A,1.584451829,kha,0.383898858
2006,State Forest Management Centre,protected,spruce,2,3.952405818,kha,0.318594595
2006,State Forest Management Centre,protected,spruce,3,3.229634407,kha,0.373149675
2006,State Forest Management Centre,protected,spruce,4,1.467939383,kha,0.439602675
2006,State Forest Management Centre,protected,spruce,5,0.378413802,kha,0.999538244
2006,State Forest Management Centre,protected,spruce,5A-5B,0.182947188,kha,0.99997241
2006,State Forest Management Centre,protected,spruce,all,14.358019958,kha,0.196873021
2006,all,production,aspen,1,53.735598759,kha,0.073230864
2006,all,production,aspen,1A,17.521680975,kha,0.14052625
2006,all,production,aspen,2,29.844004537,kha,0.099611611
2006,all,production,aspen,3,5.194513212,kha,0.216451703
2006,all,production,aspen,4,0.127165492,kha,0.999586493
2006,all,production,aspen,5,,kha,0.0
2006,all,production,aspen,5A-5B,,kha,0.0
2006,all,production,aspen,all,106.422962974,kha,0.056211034
2006,all,production,birch,1,146.42206731,kha,0.048241971
2006,all,production,birch,1A,28.653002404,kha,0.104582787
2006,all,production,birch,2,230.929030826,kha,0.040484947
2006,all,production,birch,3,124.639587424,kha,0.055545436
2006,all,production,birch,4,40.010197763,kha,0.093443891
2006,all,production,birch,5,9.735478841,kha,0.172619647
2006,all,production,birch,5A-5B,2.935878766,kha,0.271882525
2006,all,production,birch,all,583.325243334,kha,0.028645162
2006,all,production,black alder,1,8.467095332,kha,0.165280937
2006,all,production,black alder,1A,0.458668145,kha,0.651843922
2006,all,production,black alder,2,31.888382745,kha,0.097371969
2006,all,production,black alder,3,11.80265205,kha,0.148943874
2006,all,production,black alder,4,1.447870555,kha,0.377405131
2006,all,production,black alder,5,,kha,0.0
2006,all,production,black alder,5A-5B,,kha,0.0
2006,all,production,black alder,all,54.064668827,kha,0.082869308
2006,all,production,grey alder,1,84.56192736,kha,0.065659123
2006,all,production,grey alder,1A,11.954436983,kha,0.141873372
2006,all,production,grey alder,2,82.261058201,kha,0.062359163
2006,all,production,grey alder,3,12.226739738,kha,0.154883689
2006,all,production,grey alder,4,0.629116878,kha,0.623591095
2006,all,production,grey alder,5,0.209705626,kha,0.999779468
2006,all,production,grey alder,5A-5B,,kha,0.0
2006,all,production,grey alder,all,191.842984786,kha,0.04778909
2006,all,production,other,1,7.564962698,kha,0.178645308
2006,all,production,other,1A,3.2931123,kha,0.265432817
2006,all,production,other,2,12.569797172,kha,0.153590381
2006,all,production,other,3,7.799266795,kha,0.196426879
2006,all,production,other,4,3.30802237,kha,0.269856011
2006,all,production,other,5,0.419411252,kha,0.706760747
2006,all,production,other,5A-5B,,kha,0.0
2006,all,production,other,all,34.954572587,kha,0.100795373
2006,all,production,pine,1,109.347622489,kha,0.061925854
2006,all,production,pine,1A,20.867492299,kha,0.112944372
2006,all,production,pine,2,199.815237752,kha,0.051184195
2006,all,production,pine,3,140.63496794,kha,0.059143349
2006,all,production,pine,4,63.029081051,kha,0.079552947
2006,all,production,pine,5,36.509288158,kha,0.105575964
2006,all,production,pine,5A-5B,28.190328881,kha,0.12838072
2006,all,production,pine,all,598.39401857,kha,0.036387364
2006,all,production,spruce,1,137.72989493,kha,0.048503772
2006,all,production,spruce,1A,60.092342492,kha,0.068517207
2006,all,production,spruce,2,92.033151644,kha,0.056868133
2006,all,production,spruce,3,32.250670185,kha,0.096659784
2006,all,production,spruce,4,7.159161341,kha,0.207477431
2006,all,production,spruce,5,0.419411252,kha,0.707442806
2006,all,production,spruce,5A-5B,0.209705626,kha,1.224131512
2006,all,production,spruce,all,329.894337471,kha,0.036406331
2006,all,protected,aspen,1,2.617818243,kha,0.290076212
2006,all,protected,aspen,1A,0.629116878,kha,0.57694035
2006,all,protected,aspen,2,1.887350635,kha,0.400567989
2006,all,protected,aspen,3,0.209705626,kha,1.000273796
2006,all,protected,aspen,4,,kha,0.0
2006,all,protected,aspen,5,,kha,0.0
2006,all,protected,aspen,5A-5B,,kha,0.0
2006,all,protected,aspen,all,5.343991383,kha,0.248152833
2006,all,protected,birch,1,8.259717438,kha,0.206760665
2006,all,protected,birch,1A,1.887350635,kha,0.430161485
2006,all,protected,birch,2,17.712471153,kha,0.17384458
2006,all,protected,birch,3,16.954846667,kha,0.177634194
2006,all,protected,birch,4,5.796053801,kha,0.253156214
2006,all,protected,birch,5,3.984406897,kha,0.358819088
2006,all,protected,birch,5A-5B,1.258233757,kha,0.485640744
2006,all,protected,birch,all,55.853080348,kha,0.124130852
2006,all,protected,black alder,1,1.258233757,kha,0.471055985
2006,all,protected,black alder,1A,,kha,0.0
2006,all,protected,black alder,2,3.946827648,kha,0.306695162
2006,all,protected,black alder,3,2.306761888,kha,0.380875514
2006,all,protected,black alder,4,0.932015685,kha,0.5602499
2006,all,protected,black alder,5,0.209705626,kha,1.000261742
2006,all,protected,black alder,5A-5B,,kha,0.0
2006,all,protected,black alder,all,8.653544604,kha,0.260645544
2006,all,protected,grey alder,1,3.074892626,kha,0.276631604
2006,all,protected,grey alder,1A,,kha,0.0
2006,all,protected,grey alder,2,1.558804831,kha,0.408124886
2006,all,protected,grey alder,3,,kha,0.0
2006,all,protected,grey alder,4,,kha,0.0
2006,all,protected,grey alder,5,,kha,0.0
2006,all,protected,grey alder,5A-5B,,kha,0.0
2006,all,protected,grey alder,all,4.633697456,kha,0.224894695
2006,all,protected,pine,1,6.389583635,kha,0.247215847
2006,all,protected,pine,1A,0.629116878,kha,0.577010008
2006,all,protected,pine,2,22.565982047,kha,0.147785504
2006,all,protected,pine,3,26.989135055,kha,0.151601387
2006,all,protected,pine,4,18.579499065,kha,0.140766272
2006,all,protected,pine,5,16.507691361,kha,0.154850688
2006,all,protected,pine,5A-5B,20.874056085,kha,0.130006546
2006,all,protected,pine,all,112.535064124,kha,0.08807785
2006,all,protected,spruce,1,6.009785775,kha,0.218188266
2006,all,protected,spruce,1A,2.423274333,kha,0.304674355
2006,all,protected,spruce,2,8.663799209,kha,0.222120317
2006,all,protected,spruce,3,4.907279416,kha,0.289986428
2006,all,protected,spruce,4,1.887350635,kha,0.376003844
2006,all,protected,spruce,5,0.588119429,kha,0.735231312
2006,all,protected,spruce,5A-5B,0.182947188,kha,0.99997241
2006,all,protected,spruce,all,24.662555985,kha,0.151367327
2006,other,production,aspen,1,34.047595754,kha,0.08904416
2006,other,production,aspen,1A,9.177787699,kha,0.203061818
2006,other,production,aspen,2,25.985798486,kha,0.108703614
2006,other,production,aspen,3,4.77510196,kha,0.227367395
2006,other,production,aspen,4,,kha,0.0
2006,other,production,aspen,5,,kha,0.0
2006,other,production,aspen,5A-5B,,kha,0.0
2006,other,production,aspen,all,73.986283899,kha,0.069260113
2006,other,production,birch,1,86.271007243,kha,0.054745174
2006,other,production,birch,1A,16.16213843,kha,0.132351462
2006,other,production,birch,2,157.702531381,kha,0.050769547
2006,other,production,birch,3,98.156576898,kha,0.066455508
2006,other,production,birch,4,32.355942409,kha,0.106170786
2006,other,production,birch,5,8.390909278,kha,0.173269394
2006,other,production,birch,5A-5B,1.677645009,kha,0.364623404
2006,other,production,birch,all,400.716750647,kha,0.036799944
2006,other,production,black alder,1,4.355900413,kha,0.230712324
2006,other,production,black alder,1A,0.039256893,kha,0.999441738
2006,other,production,black alder,2,23.066276759,kha,0.109218655
2006,other,production,black alder,3,8.497649441,kha,0.17422855
2006,other,production,black alder,4,0.838822505,kha,0.499492412
2006,other,production,black alder,5,,kha,0.0
2006,other,production,black alder,5A-5B,,kha,0.0
2006,other,production,black alder,all,36.797906012,kha,0.097616997
2006,other,production,grey alder,1,77.355204783,kha,0.06915351
2006,other,production,grey alder,1A,10.276791973,kha,0.153207999
2006,other,production,grey alder,2,77.907191932,kha,0.062710792
2006,other,production,grey alder,3,11.702475673,kha,0.159963825
2006,other,production,grey alder,4,0.629116878,kha,0.623591095
2006,other,production,grey alder,5,0.209705626,kha,0.999779468
2006,other,production,grey alder,5A-5B,,kha,0.0
2006,other,production,grey alder,all,178.080486866,kha,0.049781855
2006,other,production,other,1,6.93584582,kha,0.188023252
2006,other,production,other,1A,3.083406674,kha,0.2753013
2006,other,production,other,2,11.92675584,kha,0.159452827
2006,other,production,other,3,7.589561168,kha,0.200078933
2006,other,production,other,4,3.30802237,kha,0.269856011
2006,other,production,other,5,0.419411252,kha,0.706760747
2006,other,production,other,5A-5B,,kha,0.0
2006,other,production,other,all,33.263003125,kha,0.104448645
2006,other,production,pine,1,56.773562223,kha,0.075974436
2006,other,production,pine,1A,11.942106292,kha,0.144908264
2006,other,production,pine,2,104.237746468,kha,0.06653566
2006,other,production,pine,3,82.803755391,kha,0.07612289
2006,other,production,pine,4,36.610911505,kha,0.102020626
2006,other,production,pine,5,20.638913166,kha,0.138620483
2006,other,production,pine,5A-5B,10.694986933,kha,0.174466092
2006,other,production,pine,all,323.701981978,kha,0.047979612
2006,other,production,spruce,1,80.140577821,kha,0.058791462
2006,other,production,spruce,1A,30.878566273,kha,0.090524118
2006,other,production,spruce,2,63.469064425,kha,0.069548811
2006,other,production,spruce,3,23.287159695,kha,0.114491925
2006,other,production,spruce,4,4.709086629,kha,0.264506862
2006,other,production,spruce,5,0.419411252,kha,0.707442806
2006,other,production,spruce,5A-5B,0.209705626,kha,1.224131512
2006,other,production,spruce,all,203.113571722,kha,0.044632193
2006,other,protected,aspen,1,1.048528131,kha,0.447025611
2006,other,protected,aspen,1A,0.209705626,kha,1.000261742
2006,other,protected,aspen,2,1.677645009,kha,0.433025547
2006,other,protected,aspen,3,0.209705626,kha,1.000273796
2006,other,protected,aspen,4,,kha,0.0
2006,other,protected,aspen,5,,kha,0.0
2006,other,protected,aspen,5A-5B,,kha,0.0
2006,other,protected,aspen,all,3.145584392,kha,0.346440924
2006,other,protected,birch,1,3.355290018,kha,0.355880265
2006,other,protected,birch,1A,,kha,0.0
2006,other,protected,birch,2,6.598072968,kha,0.278854929
2006,other,protected,birch,3,9.338883561,kha,0.26833611
2006,other,protected,birch,4,2.72617314,kha,0.297623558
2006,other,protected,birch,5,0.629116878,kha,0.577566959
2006,other,protected,birch,5A-5B,0.629116878,kha,0.744887456
2006,other,protected,birch,all,23.276653443,kha,0.193455033
2006,other,protected,black alder,1,0.419411252,kha,0.707476895
2006,other,protected,black alder,1A,,kha,0.0
2006,other,protected,black alder,2,2.306761888,kha,0.352539969
2006,other,protected,black alder,3,1.677645009,kha,0.468295508
2006,other,protected,black alder,4,0.209705626,kha,1.000261742
2006,other,protected,black alder,5,0.209705626,kha,1.000261742
2006,other,protected,black alder,5A-5B,,kha,0.0
2006,other,protected,black alder,all,4.823229401,kha,0.351152079
2006,other,protected,grey alder,1,3.074892626,kha,0.276631604
2006,other,protected,grey alder,1A,,kha,0.0
2006,other,protected,grey alder,2,1.258233757,kha,0.47155484
2006,other,protected,grey alder,3,,kha,0.0
2006,other,protected,grey alder,4,,kha,0.0
2006,other,protected,grey alder,5,,kha,0.0
2006,other,protected,grey alder,5A-5B,,kha,0.0
2006,other,protected,grey alder,all,4.333126382,kha,0.234488229
2006,other,protected,pine,1,0.629116878,kha,0.577016971
2006,other,protected,pine,1A,0.209705626,kha,0.999646807
2006,other,protected,pine,2,4.403818149,kha,0.290588064
2006,other,protected,pine,3,5.20785049,kha,0.237830042
2006,other,protected,pine,4,3.810896462,kha,0.26063776
2006,other,protected,pine,5,4.613523775,kha,0.285450254
