YEAR,OWNER,TYPE,DOMINANT_SPECIES,QUALITY_CLASS,AREA,UNIT,RELATIVE_ERROR_PERCENT
2010,other,protected,aspen,2,1.037014922,kha,0.458056602
2010,other,protected,aspen,3,,kha,0.0
2010,other,protected,aspen,4,,kha,0.0
2010,other,protected,aspen,5,,kha,0.0
2010,other,protected,aspen,5A-5B,,kha,0.0
2010,other,protected,aspen,all,2.488835813,kha,0.335720678
2010,other,protected,birch,1,3.479973195,kha,0.322407901
2010,other,protected,birch,1A,0.207402984,kha,1.00036564
2010,other,protected,birch,2,4.33584235,kha,0.303857236
2010,other,protected,birch,3,7.466507438,kha,0.328822333
2010,other,protected,birch,4,2.418360279,kha,0.32891125
2010,other,protected,birch,5,0.829611938,kha,0.625051051
2010,other,protected,birch,5A-5B,0.414805969,kha,0.999984222
2010,other,protected,birch,all,19.152504152,kha,0.216195101
2010,other,protected,black alder,1,0.414805969,kha,0.790670089
2010,other,protected,black alder,1A,,kha,0.0
2010,other,protected,black alder,2,0.622208953,kha,0.645669755
2010,other,protected,black alder,3,1.244417906,kha,0.600806366
2010,other,protected,black alder,4,0.622208953,kha,0.745345487
2010,other,protected,black alder,5,,kha,0.0
2010,other,protected,black alder,5A-5B,,kha,0.0
2010,other,protected,black alder,all,2.903641782,kha,0.45876475
2010,other,protected,grey alder,1,2.004114298,kha,0.380225751
2010,other,protected,grey alder,1A,,kha,0.0
2010,other,protected,grey alder,2,0.579919485,kha,0.613958193
2010,other,protected,grey alder,3,,kha,0.0
2010,other,protected,grey alder,4,,kha,0.0
2010,other,protected,grey alder,5,,kha,0.0
2010,other,protected,grey alder,5A-5B,,kha,0.0
2010,other,protected,grey alder,all,2.584033783,kha,0.325227015
2010,other,protected,pine,1,1.451820891,kha,0.489184151
2010,other,protected,pine,1A,0.414805969,kha,0.707143478
2010,other,protected,pine,2,6.150016995,kha,0.24193319
2010,other,protected,pine,3,5.097426109,kha,0.281250289
2010,other,protected,pine,4,4.737913775,kha,0.277499902
2010,other,protected,pine,5,4.562865657,kha,0.257776115
2010,other,protected,pine,5A-5B,5.981564291,kha,0.265752127
2010,other,protected,pine,all,28.396413686,kha,0.160282935
2010,other,protected,spruce,1,1.86662686,kha,0.342392464
2010,other,protected,spruce,1A,0.983567173,kha,0.507052928
2010,other,protected,spruce,2,3.31844775,kha,0.356229867
2010,other,protected,spruce,3,0.664498422,kha,0.829383605
2010,other,protected,spruce,4,,kha,0.0
2010,other,protected,spruce,5,,kha,0.0
2010,other,protected,spruce,5A-5B,,kha,0.0
2010,other,protected,spruce,all,6.833140204,kha,0.251962743
2011,State Forest Management Centre,production,aspen,1,12.63519948,kha,0.158403974
2011,State Forest Management Centre,production,aspen,1A,12.633746834,kha,0.158097393
2011,State Forest Management Centre,production,aspen,2,3.581187875,kha,0.292255634
2011,State Forest Management Centre,production,aspen,3,0.125840663,kha,1.321558327
2011,State Forest Management Centre,production,aspen,4,,kha,0.0
2011,State Forest Management Centre,production,aspen,5,,kha,0.0
2011,State Forest Management Centre,production,aspen,5A-5B,,kha,0.0
2011,State Forest Management Centre,production,aspen,all,28.975974851,kha,0.113725362
2011,State Forest Management Centre,production,birch,1,65.204783805,kha,0.09013345
2011,State Forest Management Centre,production,birch,1A,18.580008706,kha,0.146201131
2011,State Forest Management Centre,production,birch,2,53.974313934,kha,0.084386843
2011,State Forest Management Centre,production,birch,3,15.208437675,kha,0.149396815
2011,State Forest Management Centre,production,birch,4,7.470751782,kha,0.339535395
2011,State Forest Management Centre,production,birch,5,2.282729711,kha,0.411228223
2011,State Forest Management Centre,production,birch,5A-5B,,kha,0.0
2011,State Forest Management Centre,production,birch,all,162.721025612,kha,0.067010243
2011,State Forest Management Centre,production,black alder,1,6.682421452,kha,0.21808573
2011,State Forest Management Centre,production,black alder,1A,1.660167063,kha,0.413857532
2011,State Forest Management Centre,production,black alder,2,6.414719513,kha,0.227746964
2011,State Forest Management Centre,production,black alder,3,0.830083531,kha,0.529045976
2011,State Forest Management Centre,production,black alder,4,0.187661134,kha,1.116816826
2011,State Forest Management Centre,production,black alder,5,0.207520883,kha,1.000166714
2011,State Forest Management Centre,production,black alder,5A-5B,,kha,0.0
2011,State Forest Management Centre,production,black alder,all,15.982573576,kha,0.165776505
2011,State Forest Management Centre,production,grey alder,1,8.04025134,kha,0.190670684
2011,State Forest Management Centre,production,grey alder,1A,2.174507571,kha,0.33072487
2011,State Forest Management Centre,production,grey alder,2,2.837702808,kha,0.304237201
2011,State Forest Management Centre,production,grey alder,3,0.207520883,kha,1.224569339
2011,State Forest Management Centre,production,grey alder,4,,kha,0.0
2011,State Forest Management Centre,production,grey alder,5,,kha,0.0
2011,State Forest Management Centre,production,grey alder,5A-5B,,kha,0.0
2011,State Forest Management Centre,production,grey alder,all,13.259982602,kha,0.153976445
2011,State Forest Management Centre,production,other,1,0.415041766,kha,0.707342535
2011,State Forest Management Centre,production,other,1A,0.622562648,kha,0.745579651
2011,State Forest Management Centre,production,other,2,0.366730904,kha,0.650524467
2011,State Forest Management Centre,production,other,3,0.207520883,kha,0.999594091
2011,State Forest Management Centre,production,other,4,,kha,0.0
2011,State Forest Management Centre,production,other,5,,kha,0.0
2011,State Forest Management Centre,production,other,5A-5B,,kha,0.0
2011,State Forest Management Centre,production,other,all,1.611856201,kha,0.433341006
2011,State Forest Management Centre,production,pine,1,73.328334028,kha,0.090438023
2011,State Forest Management Centre,production,pine,1A,18.994303396,kha,0.142901414
2011,State Forest Management Centre,production,pine,2,74.706895253,kha,0.085724642
2011,State Forest Management Centre,production,pine,3,45.514725145,kha,0.105339781
2011,State Forest Management Centre,production,pine,4,20.554507649,kha,0.137522438
2011,State Forest Management Centre,production,pine,5,13.9431621,kha,0.172687268
2011,State Forest Management Centre,production,pine,5A-5B,12.036211204,kha,0.215869168
2011,State Forest Management Centre,production,pine,all,259.078138775,kha,0.062028501
2011,State Forest Management Centre,production,spruce,1,59.539380696,kha,0.092907288
2011,State Forest Management Centre,production,spruce,1A,43.366240693,kha,0.100844646
2011,State Forest Management Centre,production,spruce,2,24.370629916,kha,0.114156183
2011,State Forest Management Centre,production,spruce,3,6.017732064,kha,0.198902094
2011,State Forest Management Centre,production,spruce,4,1.179424185,kha,0.441411136
2011,State Forest Management Centre,production,spruce,5,,kha,0.0
2011,State Forest Management Centre,production,spruce,5A-5B,,kha,0.0
2011,State Forest Management Centre,production,spruce,all,134.473407555,kha,0.071677919
2011,State Forest Management Centre,protected,aspen,1,1.456091026,kha,0.517622213
2011,State Forest Management Centre,protected,aspen,1A,3.320334125,kha,0.327165776
2011,State Forest Management Centre,protected,aspen,2,0.830083531,kha,0.624527036
2011,State Forest Management Centre,protected,aspen,3,0.207520883,kha,0.999785002
2011,State Forest Management Centre,protected,aspen,4,,kha,0.0
2011,State Forest Management Centre,protected,aspen,5,,kha,0.0
2011,State Forest Management Centre,protected,aspen,5A-5B,,kha,0.0
2011,State Forest Management Centre,protected,aspen,all,5.814029566,kha,0.263182545
2011,State Forest Management Centre,protected,birch,1,9.230425107,kha,0.230995836
2011,State Forest Management Centre,protected,birch,1A,3.735375891,kha,0.283762183
2011,State Forest Management Centre,protected,birch,2,14.58531472,kha,0.248135916
2011,State Forest Management Centre,protected,birch,3,6.591527305,kha,0.258274067
2011,State Forest Management Centre,protected,birch,4,4.565459422,kha,0.318437051
2011,State Forest Management Centre,protected,birch,5,1.245125297,kha,0.485666568
2011,State Forest Management Centre,protected,birch,5A-5B,1.037604414,kha,0.529609424
2011,State Forest Management Centre,protected,birch,all,40.990832156,kha,0.163160465
2011,State Forest Management Centre,protected,black alder,1,1.45264618,kha,0.543086666
2011,State Forest Management Centre,protected,black alder,1A,0.415041766,kha,0.789814308
2011,State Forest Management Centre,protected,black alder,2,2.141781527,kha,0.375694447
2011,State Forest Management Centre,protected,black alder,3,1.54486846,kha,0.59687928
2011,State Forest Management Centre,protected,black alder,4,0.207520883,kha,0.999594091
2011,State Forest Management Centre,protected,black alder,5,,kha,0.0
2011,State Forest Management Centre,protected,black alder,5A-5B,,kha,0.0
2011,State Forest Management Centre,protected,black alder,all,5.761858816,kha,0.290571205
2011,State Forest Management Centre,protected,grey alder,1,0.356541629,kha,0.772159454
2011,State Forest Management Centre,protected,grey alder,1A,,kha,0.0
2011,State Forest Management Centre,protected,grey alder,2,0.504960564,kha,0.607763719
2011,State Forest Management Centre,protected,grey alder,3,,kha,0.0
2011,State Forest Management Centre,protected,grey alder,4,,kha,0.0
2011,State Forest Management Centre,protected,grey alder,5,,kha,0.0
2011,State Forest Management Centre,protected,grey alder,5A-5B,,kha,0.0
2011,State Forest Management Centre,protected,grey alder,all,0.861502193,kha,0.478049114
2011,State Forest Management Centre,protected,pine,1,8.910116625,kha,0.208508534
2011,State Forest Management Centre,protected,pine,1A,2.277645449,kha,0.376500577
2011,State Forest Management Centre,protected,pine,2,15.92755979,kha,0.188382149
2011,State Forest Management Centre,protected,pine,3,18.126866106,kha,0.186333837
2011,State Forest Management Centre,protected,pine,4,13.377065884,kha,0.190775661
2011,State Forest Management Centre,protected,pine,5,10.861684511,kha,0.187691877
2011,State Forest Management Centre,protected,pine,5A-5B,14.139788136,kha,0.199594413
2011,State Forest Management Centre,protected,pine,all,83.620726501,kha,0.115480949
2011,State Forest Management Centre,protected,spruce,1,4.890582389,kha,0.27015963
2011,State Forest Management Centre,protected,spruce,1A,3.525115732,kha,0.257483683
2011,State Forest Management Centre,protected,spruce,2,4.092975876,kha,0.298067412
2011,State Forest Management Centre,protected,spruce,3,1.93461343,kha,0.42207979
2011,State Forest Management Centre,protected,spruce,4,0.415041766,kha,0.864563869
2011,State Forest Management Centre,protected,spruce,5,,kha,0.0
2011,State Forest Management Centre,protected,spruce,5A-5B,,kha,0.0
2011,State Forest Management Centre,protected,spruce,all,14.858329193,kha,0.199262035
2011,all,production,aspen,1,52.209307321,kha,0.080164602
2011,all,production,aspen,1A,31.195306933,kha,0.101765382
2011,all,production,aspen,2,19.648056433,kha,0.130575143
2011,all,production,aspen,3,3.21335711,kha,0.301265476
2011,all,production,aspen,4,0.728626572,kha,0.768435397
2011,all,production,aspen,5,,kha,0.0
2011,all,production,aspen,5A-5B,,kha,0.0
2011,all,production,aspen,all,106.994654369,kha,0.060705683
2011,all,production,birch,1,189.16929235,kha,0.045824897
2011,all,production,birch,1A,47.406796795,kha,0.093122167
2011,all,production,birch,2,221.281156766,kha,0.045091489
2011,all,production,birch,3,97.086964108,kha,0.061794571
2011,all,production,birch,4,35.391586704,kha,0.116582306
2011,all,production,birch,5,9.6348003,kha,0.221087829
2011,all,production,birch,5A-5B,2.490250594,kha,0.353530147
2011,all,production,birch,all,602.460847617,kha,0.031130181
2011,all,production,black alder,1,16.794727303,kha,0.132554247
2011,all,production,black alder,1A,3.112813242,kha,0.295247847
2011,all,production,black alder,2,30.332372846,kha,0.106254031
2011,all,production,black alder,3,7.957907054,kha,0.183313311
2011,all,production,black alder,4,1.069894663,kha,0.43642952
2011,all,production,black alder,5,0.207520883,kha,1.000166714
2011,all,production,black alder,5A-5B,,kha,0.0
2011,all,production,black alder,all,59.475235991,kha,0.086746305
2011,all,production,grey alder,1,83.916672032,kha,0.063084034
2011,all,production,grey alder,1A,17.308341488,kha,0.114894992
2011,all,production,grey alder,2,62.035877668,kha,0.073228853
2011,all,production,grey alder,3,7.700996201,kha,0.169580677
2011,all,production,grey alder,4,1.73665926,kha,0.41576219
2011,all,production,grey alder,5,,kha,0.0
2011,all,production,grey alder,5A-5B,,kha,0.0
2011,all,production,grey alder,all,172.69854665,kha,0.04918272
2011,all,production,other,1,10.973828796,kha,0.172971326
2011,all,production,other,1A,3.415731475,kha,0.29843188
2011,all,production,other,2,8.885276375,kha,0.162471943
2011,all,production,other,3,3.454081334,kha,0.270587049
2011,all,production,other,4,3.320334125,kha,0.316777598
2011,all,production,other,5,,kha,0.0
2011,all,production,other,5A-5B,,kha,0.0
2011,all,production,other,all,30.049252105,kha,0.111388159
2011,all,production,pine,1,144.211345733,kha,0.058266906
2011,all,production,pine,1A,41.883130448,kha,0.095405449
2011,all,production,pine,2,168.969977444,kha,0.054278282
2011,all,production,pine,3,117.753325514,kha,0.064546373
2011,all,production,pine,4,54.474148732,kha,0.088195381
2011,all,production,pine,5,28.851420818,kha,0.116066031
2011,all,production,pine,5A-5B,22.620938344,kha,0.149216134
2011,all,production,pine,all,578.764287033,kha,0.037641015
2011,all,production,spruce,1,145.198045275,kha,0.052409377
2011,all,production,spruce,1A,83.748663125,kha,0.068475784
2011,all,production,spruce,2,66.783996972,kha,0.069197546
2011,all,production,spruce,3,16.240563537,kha,0.13032036
2011,all,production,spruce,4,3.402678411,kha,0.289266432
2011,all,production,spruce,5,0.830083531,kha,0.612785787
2011,all,production,spruce,5A-5B,0.207520883,kha,1.225036802
2011,all,production,spruce,all,316.411551735,kha,0.041057725
2011,all,protected,aspen,1,2.286174558,kha,0.381648888
2011,all,protected,aspen,1A,4.109847324,kha,0.285685559
2011,all,protected,aspen,2,2.282729711,kha,0.382483058
2011,all,protected,aspen,3,0.207520883,kha,0.999785002
2011,all,protected,aspen,4,0.207520883,kha,1.000166716
2011,all,protected,aspen,5,,kha,0.0
2011,all,protected,aspen,5A-5B,,kha,0.0
2011,all,protected,aspen,all,9.093793358,kha,0.204382383
2011,all,protected,birch,1,12.29733473,kha,0.200136394
2011,all,protected,birch,1A,4.565459422,kha,0.295712895
2011,all,protected,birch,2,21.206351495,kha,0.184352811
2011,all,protected,birch,3,13.232195555,kha,0.167652736
2011,all,protected,birch,4,8.022798834,kha,0.229407302
2011,all,protected,birch,5,2.075208828,kha,0.432780631
2011,all,protected,birch,5A-5B,1.45264618,kha,0.473810174
2011,all,protected,birch,all,62.851995044,kha,0.118602257
2011,all,protected,black alder,1,1.660167063,kha,0.499139894
2011,all,protected,black alder,1A,0.415041766,kha,0.789814308
2011,all,protected,black alder,2,3.179385942,kha,0.323101494
2011,all,protected,black alder,3,2.374951991,kha,0.460142427
2011,all,protected,black alder,4,0.830083531,kha,0.790237069
2011,all,protected,black alder,5,,kha,0.0
2011,all,protected,black alder,5A-5B,,kha,0.0
2011,all,protected,black alder,all,8.459630292,kha,0.256438088
2011,all,protected,grey alder,1,1.601666926,kha,0.382034311
2011,all,protected,grey alder,1A,,kha,0.0
2011,all,protected,grey alder,2,1.085209705,kha,0.432944584
2011,all,protected,grey alder,3,0.415041766,kha,0.749012926
2011,all,protected,grey alder,4,,kha,0.0
2011,all,protected,grey alder,5,,kha,0.0
2011,all,protected,grey alder,5A-5B,,kha,0.0
2011,all,protected,grey alder,all,3.101918396,kha,0.287248889
2011,all,protected,pine,1,11.400367219,kha,0.190491991
2011,all,protected,pine,1A,3.315249863,kha,0.354714652
2011,all,protected,pine,2,21.873551885,kha,0.152937717
2011,all,protected,pine,3,22.458636262,kha,0.155606922
2011,all,protected,pine,4,18.532714697,kha,0.153685607
2011,all,protected,pine,5,16.431607262,kha,0.154900269
2011,all,protected,pine,5A-5B,20.157893738,kha,0.167836184
2011,all,protected,pine,all,114.170020926,kha,0.094333306
2011,all,protected,spruce,1,6.965791217,kha,0.228101819
2011,all,protected,spruce,1A,4.716762898,kha,0.223838662
2011,all,protected,spruce,2,7.620830884,kha,0.225573735
2011,all,protected,spruce,3,2.184447821,kha,0.386115535
2011,all,protected,spruce,4,0.415041766,kha,0.864563869
2011,all,protected,spruce,5,,kha,0.0
2011,all,protected,spruce,5A-5B,,kha,0.0
2011,all,protected,spruce,all,21.902874586,kha,0.160924468
2011,other,production,aspen,1,39.574107841,kha,0.09221219
2011,other,production,aspen,1A,18.561560099,kha,0.129373298
2011,other,production,aspen,2,16.066868558,kha,0.143876027
2011,other,production,aspen,3,3.087516447,kha,0.309114047
2011,other,production,aspen,4,0.728626572,kha,0.768435397
2011,other,production,aspen,5,,kha,0.0
2011,other,production,aspen,5A-5B,,kha,0.0
2011,other,production,aspen,all,78.018679517,kha,0.071961552
2011,other,production,birch,1,123.964508545,kha,0.053263846
2011,other,production,birch,1A,28.826788089,kha,0.112974476
2011,other,production,birch,2,167.306842833,kha,0.053283341
2011,other,production,birch,3,81.878526434,kha,0.06911751
2011,other,production,birch,4,27.920834923,kha,0.127398247
2011,other,production,birch,5,7.352070589,kha,0.249506811
2011,other,production,birch,5A-5B,2.490250594,kha,0.353530147
2011,other,production,birch,all,439.739822005,kha,0.037125955
2011,other,production,black alder,1,10.112305851,kha,0.164263456
2011,other,production,black alder,1A,1.45264618,kha,0.421845985
2011,other,production,black alder,2,23.917653333,kha,0.1154512
2011,other,production,black alder,3,7.127823523,kha,0.195741704
2011,other,production,black alder,4,0.882233529,kha,0.473666155
2011,other,production,black alder,5,,kha,0.0
2011,other,production,black alder,5A-5B,,kha,0.0
2011,other,production,black alder,all,43.492662415,kha,0.099152899
2011,other,production,grey alder,1,75.876420692,kha,0.065780693
2011,other,production,grey alder,1A,15.133833917,kha,0.12229048
2011,other,production,grey alder,2,59.198174861,kha,0.075313934
2011,other,production,grey alder,3,7.493475318,kha,0.173246925
2011,other,production,grey alder,4,1.73665926,kha,0.41576219
2011,other,production,grey alder,5,,kha,0.0
2011,other,production,grey alder,5A-5B,,kha,0.0
2011,other,production,grey alder,all,159.438564048,kha,0.051346442
2011,other,production,other,1,10.55878703,kha,0.177657907
2011,other,production,other,1A,2.793168826,kha,0.325119955
2011,other,production,other,2,8.518545471,kha,0.167178525
2011,other,production,other,3,3.246560451,kha,0.28084745
2011,other,production,other,4,3.320334125,kha,0.316777598
2011,other,production,other,5,,kha,0.0
2011,other,production,other,5A-5B,,kha,0.0
2011,other,production,other,all,28.437395904,kha,0.115684046
2011,other,production,pine,1,70.883011705,kha,0.075580926
2011,other,production,pine,1A,22.888827052,kha,0.116958303
2011,other,production,pine,2,94.263082191,kha,0.076285375
2011,other,production,pine,3,72.238600368,kha,0.079786459
2011,other,production,pine,4,33.919641082,kha,0.108961556
2011,other,production,pine,5,14.908258718,kha,0.151711904
2011,other,production,pine,5A-5B,10.584727141,kha,0.210031684
2011,other,production,pine,all,319.686148257,kha,0.050648413
2011,other,production,spruce,1,85.658664579,kha,0.062310996
2011,other,production,spruce,1A,40.382422432,kha,0.086143965
2011,other,production,spruce,2,42.413367056,kha,0.093382888
2011,other,production,spruce,3,10.222831473,kha,0.16723772
2011,other,production,spruce,4,2.223254226,kha,0.345256488
2011,other,production,spruce,5,0.830083531,kha,0.612785787
2011,other,production,spruce,5A-5B,0.207520883,kha,1.225036802
2011,other,production,spruce,all,181.93814418,kha,0.050259913
2011,other,protected,aspen,1,0.830083531,kha,0.530166492
2011,other,protected,aspen,1A,0.789513199,kha,0.466100909
2011,other,protected,aspen,2,1.45264618,kha,0.390856626
2011,other,protected,aspen,3,,kha,0.0
2011,other,protected,aspen,4,0.207520883,kha,1.000166716
2011,other,protected,aspen,5,,kha,0.0
2011,other,protected,aspen,5A-5B,,kha,0.0
2011,other,protected,aspen,all,3.279763793,kha,0.265430444
2011,other,protected,birch,1,3.066909623,kha,0.340541807
2011,other,protected,birch,1A,0.830083531,kha,0.800539215
2011,other,protected,birch,2,6.621036775,kha,0.239010195
2011,other,protected,birch,3,6.64066825,kha,0.227941357
2011,other,protected,birch,4,3.457339412,kha,0.327330982
2011,other,protected,birch,5,0.830083531,kha,0.624885054
2011,other,protected,birch,5A-5B,0.415041766,kha,0.999403143
2011,other,protected,birch,all,21.861162888,kha,0.155661514
2011,other,protected,black alder,1,0.207520883,kha,1.224725177
2011,other,protected,black alder,1A,,kha,0.0
2011,other,protected,black alder,2,1.037604414,kha,0.547817887
2011,other,protected,black alder,3,0.830083531,kha,0.706937694
2011,other,protected,black alder,4,0.622562648,kha,0.745067518
2011,other,protected,black alder,5,,kha,0.0
2011,other,protected,black alder,5A-5B,,kha,0.0
2011,other,protected,black alder,all,2.697771477,kha,0.448382763
2011,other,protected,grey alder,1,1.245125297,kha,0.43982939
2011,other,protected,grey alder,1A,,kha,0.0
2011,other,protected,grey alder,2,0.58024914,kha,0.613722002
2011,other,protected,grey alder,3,0.415041766,kha,0.749012926
2011,other,protected,grey alder,4,,kha,0.0
2011,other,protected,grey alder,5,,kha,0.0
2011,other,protected,grey alder,5A-5B,,kha,0.0
2011,other,protected,grey alder,all,2.240416203,kha,0.353698933
2011,other,protected,pine,1,2.490250594,kha,0.399741493
2011,other,protected,pine,1A,1.037604414,kha,0.5294968
2011,other,protected,pine,2,5.945992095,kha,0.257706025
2011,other,protected,pine,3,4.331770156,kha,0.311966671
2011,other,protected,pine,4,5.155648813,kha,0.268117477
2011,other,protected,pine,5,5.569922751,kha,0.243989884
2011,other,protected,pine,5A-5B,6.018105602,kha,0.277913753
2011,other,protected,pine,all,30.549294425,kha,0.156199081
2011,other,protected,spruce,1,2.075208828,kha,0.335009177
2011,other,protected,spruce,1A,1.191647165,kha,0.453824449
2011,other,protected,spruce,2,3.527855008,kha,0.343075002
2011,other,protected,spruce,3,0.249834391,kha,0.85577798
2011,other,protected,spruce,4,,kha,0.0
2011,other,protected,spruce,5,,kha,0.0
2011,other,protected,spruce,5A-5B,,kha,0.0
2011,other,protected,spruce,all,7.044545392,kha,0.249476676
2012,State Forest Management Centre,production,aspen,1,13.48296126,kha,0.151075153
2012,State Forest Management Centre,production,aspen,1A,12.543261693,kha,0.151650222
2012,State Forest Management Centre,production,aspen,2,2.852940722,kha,0.335352327
2012,State Forest Management Centre,production,aspen,3,0.334752602,kha,0.727173445
2012,State Forest Management Centre,production,aspen,4,0.208386829,kha,0.999381728
2012,State Forest Management Centre,production,aspen,5,,kha,0.0
2012,State Forest Management Centre,production,aspen,5A-5B,,kha,0.0
2012,State Forest Management Centre,production,aspen,all,29.422303107,kha,0.107903063
2012,State Forest Management Centre,production,birch,1,69.879709909,kha,0.089252551
2012,State Forest Management Centre,production,birch,1A,20.028620787,kha,0.130626696
2012,State Forest Management Centre,production,birch,2,51.783981155,kha,0.0862051
2012,State Forest Management Centre,production,birch,3,14.298066342,kha,0.146465012
2012,State Forest Management Centre,production,birch,4,4.58451024,kha,0.229627355
2012,State Forest Management Centre,production,birch,5,1.667094633,kha,0.483514004
2012,State Forest Management Centre,production,birch,5A-5B,,kha,0.0
2012,State Forest Management Centre,production,birch,all,162.241983066,kha,0.064555521
2012,State Forest Management Centre,production,black alder,1,7.335466448,kha,0.195113536
2012,State Forest Management Centre,production,black alder,1A,1.667094633,kha,0.404451628
2012,State Forest Management Centre,production,black alder,2,7.066647438,kha,0.210636109
2012,State Forest Management Centre,production,black alder,3,0.625160487,kha,0.600241849
2012,State Forest Management Centre,production,black alder,4,0.18844421,kha,1.116794663
2012,State Forest Management Centre,production,black alder,5,0.208386829,kha,1.000148666
2012,State Forest Management Centre,production,black alder,5A-5B,,kha,0.0
2012,State Forest Management Centre,production,black alder,all,17.091200044,kha,0.15089592
2012,State Forest Management Centre,production,grey alder,1,7.610932997,kha,0.189715768
2012,State Forest Management Centre,production,grey alder,1A,2.021289726,kha,0.329038028
2012,State Forest Management Centre,production,grey alder,2,3.057930846,kha,0.285009045
2012,State Forest Management Centre,production,grey alder,3,0.208386829,kha,1.22455323
2012,State Forest Management Centre,production,grey alder,4,,kha,0.0
2012,State Forest Management Centre,production,grey alder,5,,kha,0.0
2012,State Forest Management Centre,production,grey alder,5A-5B,,kha,0.0
2012,State Forest Management Centre,production,grey alder,all,12.898540398,kha,0.15150911
2012,State Forest Management Centre,production,other,1,0.416773658,kha,0.706910384
2012,State Forest Management Centre,production,other,1A,1.041934145,kha,0.529431166
2012,State Forest Management Centre,production,other,2,0.720705848,kha,0.529992776
2012,State Forest Management Centre,production,other,3,0.208386829,kha,0.999573519
2012,State Forest Management Centre,production,other,4,,kha,0.0
2012,State Forest Management Centre,production,other,5,,kha,0.0
2012,State Forest Management Centre,production,other,5A-5B,,kha,0.0
2012,State Forest Management Centre,production,other,all,2.387800481,kha,0.342087818
2012,State Forest Management Centre,production,pine,1,77.15736985,kha,0.088823882
2012,State Forest Management Centre,production,pine,1A,22.335004534,kha,0.13986972
2012,State Forest Management Centre,production,pine,2,72.615203814,kha,0.08748146
2012,State Forest Management Centre,production,pine,3,41.879105105,kha,0.097317686
2012,State Forest Management Centre,production,pine,4,20.196684765,kha,0.140955322
2012,State Forest Management Centre,production,pine,5,13.802980914,kha,0.167984578
2012,State Forest Management Centre,production,pine,5A-5B,12.503209745,kha,0.204248504
2012,State Forest Management Centre,production,pine,all,260.489558726,kha,0.062476314
2012,State Forest Management Centre,production,spruce,1,63.947041079,kha,0.085084264
2012,State Forest Management Centre,production,spruce,1A,43.413290618,kha,0.100516387
2012,State Forest Management Centre,production,spruce,2,22.532263506,kha,0.120524833
2012,State Forest Management Centre,production,spruce,3,5.147550613,kha,0.20616366
2012,State Forest Management Centre,production,spruce,4,0.975958875,kha,0.468414379
2012,State Forest Management Centre,production,spruce,5,,kha,0.0
2012,State Forest Management Centre,production,spruce,5A-5B,,kha,0.0
2012,State Forest Management Centre,production,spruce,all,136.016104691,kha,0.069370735
2012,State Forest Management Centre,protected,aspen,1,1.041934145,kha,0.547714027
2012,State Forest Management Centre,protected,aspen,1A,3.750962923,kha,0.322017558
2012,State Forest Management Centre,protected,aspen,2,0.833547316,kha,0.624878457
2012,State Forest Management Centre,protected,aspen,3,0.208386829,kha,1.000340312
2012,State Forest Management Centre,protected,aspen,4,,kha,0.0
2012,State Forest Management Centre,protected,aspen,5,,kha,0.0
2012,State Forest Management Centre,protected,aspen,5A-5B,,kha,0.0
2012,State Forest Management Centre,protected,aspen,all,5.834831214,kha,0.267888506
2012,State Forest Management Centre,protected,birch,1,10.41434017,kha,0.204827096
2012,State Forest Management Centre,protected,birch,1A,4.267303808,kha,0.318014912
2012,State Forest Management Centre,protected,birch,2,17.296648619,kha,0.193937347
2012,State Forest Management Centre,protected,birch,3,6.827419358,kha,0.228387503
2012,State Forest Management Centre,protected,birch,4,4.167736582,kha,0.329798441
2012,State Forest Management Centre,protected,birch,5,0.833547316,kha,0.612145644
2012,State Forest Management Centre,protected,birch,5A-5B,0.625160487,kha,0.576611266
2012,State Forest Management Centre,protected,birch,all,44.432156341,kha,0.136977454
2012,State Forest Management Centre,protected,black alder,1,2.446940663,kha,0.481437451
2012,State Forest Management Centre,protected,black alder,1A,0.208386829,kha,1.117309473
2012,State Forest Management Centre,protected,black alder,2,2.984266102,kha,0.362112771
2012,State Forest Management Centre,protected,black alder,3,2.384862227,kha,0.456496525
2012,State Forest Management Centre,protected,black alder,4,0.208386829,kha,0.999573519
2012,State Forest Management Centre,protected,black alder,5,,kha,0.0
2012,State Forest Management Centre,protected,black alder,5A-5B,,kha,0.0
2012,State Forest Management Centre,protected,black alder,all,8.23284265,kha,0.24633351
2012,State Forest Management Centre,protected,grey alder,1,0.56641624,kha,0.664415902
2012,State Forest Management Centre,protected,grey alder,1A,,kha,0.0
2012,State Forest Management Centre,protected,grey alder,2,0.298680842,kha,0.759733178
2012,State Forest Management Centre,protected,grey alder,3,,kha,0.0
2012,State Forest Management Centre,protected,grey alder,4,,kha,0.0
2012,State Forest Management Centre,protected,grey alder,5,,kha,0.0
2012,State Forest Management Centre,protected,grey alder,5A-5B,,kha,0.0
2012,State Forest Management Centre,protected,grey alder,all,0.865097082,kha,0.507640451
2012,State Forest Management Centre,protected,pine,1,11.15828115,kha,0.200883188
2012,State Forest Management Centre,protected,pine,1A,2.896681118,kha,0.324959377
2012,State Forest Management Centre,protected,pine,2,19.446242116,kha,0.17060943
2012,State Forest Management Centre,protected,pine,3,18.281880708,kha,0.176529223
2012,State Forest Management Centre,protected,pine,4,14.745639574,kha,0.171404218
2012,State Forest Management Centre,protected,pine,5,12.209092574,kha,0.174907754
