YEAR,DOMINANT_SPECIES,AGE_GROUP,TYPE,AREA,UNIT
2004,black alder,61...70,protected,1.8,kha
2004,black alder,71...80,protected,0.6,kha
2004,black alder,81...90,protected,0.4,kha
2004,black alder,91...100,protected,0.0,kha
2004,black alder,clearcut,protected,0.0,kha
2004,black alder,unknown,protected,0.2,kha
2004,grey alder,...10,production,20.4,kha
2004,grey alder,101...110,production,0.0,kha
2004,grey alder,11...20,production,30.8,kha
2004,grey alder,111...120,production,0.0,kha
2004,grey alder,121...130,production,0.0,kha
2004,grey alder,131...140,production,0.0,kha
2004,grey alder,141...,production,0.0,kha
2004,grey alder,21...30,production,46.6,kha
2004,grey alder,31...40,production,57.9,kha
2004,grey alder,41...50,production,26.5,kha
2004,grey alder,51...60,production,2.1,kha
2004,grey alder,61...70,production,0.4,kha
2004,grey alder,71...80,production,0.0,kha
2004,grey alder,81...90,production,0.0,kha
2004,grey alder,91...100,production,0.0,kha
2004,grey alder,clearcut,production,4.1,kha
2004,grey alder,unknown,production,8.8,kha
2004,grey alder,...10,protected,0.0,kha
2004,grey alder,101...110,protected,0.0,kha
2004,grey alder,11...20,protected,0.4,kha
2004,grey alder,111...120,protected,0.0,kha
2004,grey alder,121...130,protected,0.0,kha
2004,grey alder,131...140,protected,0.0,kha
2004,grey alder,141...,protected,0.0,kha
2004,grey alder,21...30,protected,1.0,kha
2004,grey alder,31...40,protected,1.8,kha
2004,grey alder,41...50,protected,1.3,kha
2004,grey alder,51...60,protected,0.0,kha
2004,grey alder,61...70,protected,0.2,kha
2004,grey alder,71...80,protected,0.0,kha
2004,grey alder,81...90,protected,0.0,kha
2004,grey alder,91...100,protected,0.0,kha
2004,grey alder,clearcut,protected,0.0,kha
2004,grey alder,unknown,protected,0.0,kha
2004,other,...10,production,3.7,kha
2004,other,101...110,production,0.4,kha
2004,other,11...20,production,3.1,kha
2004,other,111...120,production,0.0,kha
2004,other,121...130,production,0.3,kha
2004,other,131...140,production,0.0,kha
2004,other,141...,production,0.0,kha
2004,other,21...30,production,2.8,kha
2004,other,31...40,production,5.2,kha
2004,other,41...50,production,4.4,kha
2004,other,51...60,production,4.1,kha
2004,other,61...70,production,1.7,kha
2004,other,71...80,production,3.2,kha
2004,other,81...90,production,1.3,kha
2004,other,91...100,production,0.9,kha
2004,other,clearcut,production,0.2,kha
2004,other,unknown,production,0.6,kha
2004,other,...10,protected,0.0,kha
2004,other,101...110,protected,0.2,kha
2004,other,11...20,protected,0.0,kha
2004,other,111...120,protected,0.0,kha
2004,other,121...130,protected,0.0,kha
2004,other,131...140,protected,0.0,kha
2004,other,141...,protected,0.4,kha
2004,other,21...30,protected,0.2,kha
2004,other,31...40,protected,0.0,kha
2004,other,41...50,protected,0.7,kha
2004,other,51...60,protected,1.1,kha
2004,other,61...70,protected,1.1,kha
2004,other,71...80,protected,0.5,kha
2004,other,81...90,protected,0.4,kha
2004,other,91...100,protected,0.2,kha
2004,other,clearcut,protected,0.0,kha
2004,other,unknown,protected,0.0,kha
2004,pine,...10,production,8.6,kha
2004,pine,101...110,production,22.9,kha
2004,pine,11...20,production,20.4,kha
2004,pine,111...120,production,14.0,kha
2004,pine,121...130,production,5.9,kha
2004,pine,131...140,production,3.6,kha
2004,pine,141...,production,6.7,kha
2004,pine,21...30,production,32.0,kha
2004,pine,31...40,production,51.5,kha
2004,pine,41...50,production,79.1,kha
2004,pine,51...60,production,77.1,kha
2004,pine,61...70,production,82.8,kha
2004,pine,71...80,production,84.1,kha
2004,pine,81...90,production,53.4,kha
2004,pine,91...100,production,44.8,kha
2004,pine,clearcut,production,12.7,kha
2004,pine,unknown,production,24.7,kha
2004,pine,...10,protected,0.4,kha
2004,pine,101...110,protected,6.4,kha
2004,pine,11...20,protected,1.2,kha
2004,pine,111...120,protected,7.3,kha
2004,pine,121...130,protected,4.9,kha
2004,pine,131...140,protected,2.9,kha
2004,pine,141...,protected,7.8,kha
2004,pine,21...30,protected,6.3,kha
2004,pine,31...40,protected,7.0,kha
2004,pine,41...50,protected,11.4,kha
2004,pine,51...60,protected,9.1,kha
2004,pine,61...70,protected,13.3,kha
2004,pine,71...80,protected,13.8,kha
2004,pine,81...90,protected,10.0,kha
2004,pine,91...100,protected,10.8,kha
2004,pine,clearcut,protected,0.9,kha
2004,pine,unknown,protected,1.7,kha
2004,spruce,...10,production,6.7,kha
2004,spruce,101...110,production,6.7,kha
2004,spruce,11...20,production,23.0,kha
2004,spruce,111...120,production,3.7,kha
2004,spruce,121...130,production,0.6,kha
2004,spruce,131...140,production,0.2,kha
2004,spruce,141...,production,0.4,kha
2004,spruce,21...30,production,39.9,kha
2004,spruce,31...40,production,37.1,kha
2004,spruce,41...50,production,34.1,kha
2004,spruce,51...60,production,51.9,kha
2004,spruce,61...70,production,48.4,kha
2004,spruce,71...80,production,43.5,kha
2004,spruce,81...90,production,28.0,kha
2004,spruce,91...100,production,17.5,kha
2004,spruce,clearcut,production,22.9,kha
2004,spruce,unknown,production,17.3,kha
2004,spruce,...10,protected,0.3,kha
2004,spruce,101...110,protected,1.8,kha
2004,spruce,11...20,protected,0.5,kha
2004,spruce,111...120,protected,1.6,kha
2004,spruce,121...130,protected,0.0,kha
2004,spruce,131...140,protected,0.0,kha
2004,spruce,141...,protected,1.3,kha
2004,spruce,21...30,protected,2.6,kha
2004,spruce,31...40,protected,1.3,kha
2004,spruce,41...50,protected,2.3,kha
2004,spruce,51...60,protected,2.4,kha
2004,spruce,61...70,protected,2.6,kha
2004,spruce,71...80,protected,3.0,kha
2004,spruce,81...90,protected,2.8,kha
2004,spruce,91...100,protected,1.3,kha
2004,spruce,clearcut,protected,0.5,kha
2004,spruce,unknown,protected,0.9,kha
2005,all,...10,production,109.1,kha
2005,all,101...110,production,32.7,kha
2005,all,11...20,production,134.8,kha
2005,all,111...120,production,16.3,kha
2005,all,121...130,production,9.7,kha
2005,all,131...140,production,3.7,kha
2005,all,141...,production,6.6,kha
2005,all,21...30,production,180.2,kha
2005,all,31...40,production,266.3,kha
2005,all,41...50,production,306.3,kha
2005,all,51...60,production,281.7,kha
2005,all,61...70,production,209.5,kha
2005,all,71...80,production,177.7,kha
2005,all,81...90,production,95.8,kha
2005,all,91...100,production,61.6,kha
2005,all,clearcut,production,68.1,kha
2005,all,unknown,production,89.8,kha
2005,all,...10,protected,2.4,kha
2005,all,101...110,protected,8.8,kha
2005,all,11...20,protected,5.3,kha
2005,all,111...120,protected,7.5,kha
2005,all,121...130,protected,5.4,kha
2005,all,131...140,protected,3.6,kha
2005,all,141...,protected,10.6,kha
2005,all,21...30,protected,13.9,kha
2005,all,31...40,protected,19.2,kha
2005,all,41...50,protected,26.2,kha
2005,all,51...60,protected,29.1,kha
2005,all,61...70,protected,28.5,kha
2005,all,71...80,protected,24.0,kha
2005,all,81...90,protected,15.7,kha
2005,all,91...100,protected,15.0,kha
2005,all,clearcut,protected,2.2,kha
2005,all,unknown,protected,3.7,kha
2005,aspen,...10,production,14.0,kha
2005,aspen,101...110,production,0.0,kha
2005,aspen,11...20,production,4.4,kha
2005,aspen,111...120,production,0.0,kha
2005,aspen,121...130,production,0.0,kha
2005,aspen,131...140,production,0.0,kha
2005,aspen,141...,production,0.0,kha
2005,aspen,21...30,production,5.7,kha
2005,aspen,31...40,production,12.4,kha
2005,aspen,41...50,production,21.0,kha
2005,aspen,51...60,production,24.8,kha
2005,aspen,61...70,production,13.6,kha
2005,aspen,71...80,production,6.8,kha
2005,aspen,81...90,production,2.7,kha
2005,aspen,91...100,production,0.2,kha
2005,aspen,clearcut,production,2.8,kha
2005,aspen,unknown,production,10.2,kha
2005,aspen,...10,protected,0.0,kha
2005,aspen,101...110,protected,0.0,kha
2005,aspen,11...20,protected,0.0,kha
2005,aspen,111...120,protected,0.0,kha
2005,aspen,121...130,protected,0.0,kha
2005,aspen,131...140,protected,0.0,kha
2005,aspen,141...,protected,0.0,kha
2005,aspen,21...30,protected,0.0,kha
2005,aspen,31...40,protected,0.0,kha
2005,aspen,41...50,protected,0.8,kha
2005,aspen,51...60,protected,1.7,kha
2005,aspen,61...70,protected,1.8,kha
2005,aspen,71...80,protected,1.0,kha
2005,aspen,81...90,protected,0.0,kha
2005,aspen,91...100,protected,0.0,kha
2005,aspen,clearcut,protected,0.0,kha
2005,aspen,unknown,protected,0.2,kha
2005,birch,...10,production,47.4,kha
2005,birch,101...110,production,0.2,kha
2005,birch,11...20,production,54.9,kha
2005,birch,111...120,production,0.2,kha
2005,birch,121...130,production,0.0,kha
2005,birch,131...140,production,0.0,kha
2005,birch,141...,production,0.0,kha
2005,birch,21...30,production,50.1,kha
2005,birch,31...40,production,89.2,kha
2005,birch,41...50,production,129.4,kha
2005,birch,51...60,production,113.7,kha
2005,birch,61...70,production,56.4,kha
2005,birch,71...80,production,39.9,kha
2005,birch,81...90,production,11.8,kha
2005,birch,91...100,production,2.8,kha
2005,birch,clearcut,production,22.0,kha
2005,birch,unknown,production,29.1,kha
2005,birch,...10,protected,1.3,kha
2005,birch,101...110,protected,0.9,kha
2005,birch,11...20,protected,3.5,kha
2005,birch,111...120,protected,0.2,kha
2005,birch,121...130,protected,0.0,kha
2005,birch,131...140,protected,0.0,kha
2005,birch,141...,protected,0.0,kha
2005,birch,21...30,protected,3.0,kha
2005,birch,31...40,protected,6.0,kha
2005,birch,41...50,protected,8.1,kha
2005,birch,51...60,protected,12.3,kha
2005,birch,61...70,protected,9.4,kha
2005,birch,71...80,protected,5.7,kha
2005,birch,81...90,protected,2.5,kha
2005,birch,91...100,protected,0.9,kha
2005,birch,clearcut,protected,0.7,kha
2005,birch,unknown,protected,1.1,kha
2005,black alder,...10,production,2.6,kha
2005,black alder,101...110,production,0.0,kha
2005,black alder,11...20,production,2.8,kha
2005,black alder,111...120,production,0.2,kha
2005,black alder,121...130,production,0.2,kha
2005,black alder,131...140,production,0.0,kha
2005,black alder,141...,production,0.0,kha
2005,black alder,21...30,production,4.4,kha
2005,black alder,31...40,production,9.0,kha
2005,black alder,41...50,production,13.3,kha
2005,black alder,51...60,production,12.8,kha
2005,black alder,61...70,production,4.7,kha
2005,black alder,71...80,production,4.1,kha
2005,black alder,81...90,production,1.7,kha
2005,black alder,91...100,production,0.7,kha
2005,black alder,clearcut,production,0.9,kha
2005,black alder,unknown,production,2.5,kha
2005,black alder,...10,protected,0.3,kha
2005,black alder,101...110,protected,0.0,kha
2005,black alder,11...20,protected,0.0,kha
2005,black alder,111...120,protected,0.0,kha
2005,black alder,121...130,protected,0.0,kha
2005,black alder,131...140,protected,0.0,kha
2005,black alder,141...,protected,0.0,kha
2005,black alder,21...30,protected,0.8,kha
2005,black alder,31...40,protected,1.5,kha
2005,black alder,41...50,protected,1.5,kha
2005,black alder,51...60,protected,1.0,kha
2005,black alder,61...70,protected,1.9,kha
2005,black alder,71...80,protected,0.5,kha
2005,black alder,81...90,protected,0.6,kha
2005,black alder,91...100,protected,0.0,kha
2005,black alder,clearcut,protected,0.0,kha
2005,black alder,unknown,protected,0.2,kha
2005,grey alder,...10,production,23.2,kha
2005,grey alder,101...110,production,0.0,kha
2005,grey alder,11...20,production,29.8,kha
2005,grey alder,111...120,production,0.0,kha
2005,grey alder,121...130,production,0.0,kha
2005,grey alder,131...140,production,0.0,kha
2005,grey alder,141...,production,0.0,kha
2005,grey alder,21...30,production,45.3,kha
2005,grey alder,31...40,production,58.1,kha
2005,grey alder,41...50,production,29.1,kha
2005,grey alder,51...60,production,2.2,kha
2005,grey alder,61...70,production,0.7,kha
2005,grey alder,71...80,production,0.0,kha
2005,grey alder,81...90,production,0.0,kha
2005,grey alder,91...100,production,0.0,kha
2005,grey alder,clearcut,production,4.7,kha
2005,grey alder,unknown,production,9.1,kha
2005,grey alder,...10,protected,0.0,kha
2005,grey alder,101...110,protected,0.0,kha
2005,grey alder,11...20,protected,0.2,kha
2005,grey alder,111...120,protected,0.0,kha
2005,grey alder,121...130,protected,0.0,kha
2005,grey alder,131...140,protected,0.0,kha
2005,grey alder,141...,protected,0.0,kha
2005,grey alder,21...30,protected,1.0,kha
2005,grey alder,31...40,protected,2.1,kha
2005,grey alder,41...50,protected,1.2,kha
2005,grey alder,51...60,protected,0.2,kha
2005,grey alder,61...70,protected,0.2,kha
2005,grey alder,71...80,protected,0.0,kha
2005,grey alder,81...90,protected,0.0,kha
2005,grey alder,91...100,protected,0.0,kha
2005,grey alder,clearcut,protected,0.0,kha
2005,grey alder,unknown,protected,0.0,kha
2005,other,...10,production,4.5,kha
2005,other,101...110,production,0.4,kha
2005,other,11...20,production,2.6,kha
2005,other,111...120,production,0.0,kha
2005,other,121...130,production,0.3,kha
2005,other,131...140,production,0.0,kha
2005,other,141...,production,0.0,kha
2005,other,21...30,production,2.6,kha
2005,other,31...40,production,4.5,kha
2005,other,41...50,production,5.0,kha
2005,other,51...60,production,3.8,kha
2005,other,61...70,production,1.9,kha
2005,other,71...80,production,3.0,kha
2005,other,81...90,production,1.7,kha
2005,other,91...100,production,1.1,kha
2005,other,clearcut,production,0.2,kha
2005,other,unknown,production,0.9,kha
2005,other,...10,protected,0.0,kha
2005,other,101...110,protected,0.2,kha
2005,other,11...20,protected,0.0,kha
2005,other,111...120,protected,0.0,kha
2005,other,121...130,protected,0.0,kha
2005,other,131...140,protected,0.0,kha
2005,other,141...,protected,0.4,kha
2005,other,21...30,protected,0.3,kha
2005,other,31...40,protected,0.0,kha
2005,other,41...50,protected,0.6,kha
2005,other,51...60,protected,0.7,kha
2005,other,61...70,protected,0.7,kha
2005,other,71...80,protected,0.4,kha
2005,other,81...90,protected,0.4,kha
2005,other,91...100,protected,0.2,kha
2005,other,clearcut,protected,0.0,kha
2005,other,unknown,protected,0.0,kha
2005,pine,...10,production,10.6,kha
2005,pine,101...110,production,24.2,kha
2005,pine,11...20,production,18.2,kha
2005,pine,111...120,production,12.4,kha
2005,pine,121...130,production,7.9,kha
2005,pine,131...140,production,3.5,kha
2005,pine,141...,production,6.2,kha
2005,pine,21...30,production,33.0,kha
2005,pine,31...40,production,53.6,kha
2005,pine,41...50,production,74.1,kha
2005,pine,51...60,production,73.1,kha
2005,pine,61...70,production,84.7,kha
2005,pine,71...80,production,82.7,kha
2005,pine,81...90,production,51.6,kha
2005,pine,91...100,production,42.0,kha
2005,pine,clearcut,production,12.8,kha
2005,pine,unknown,production,22.6,kha
2005,pine,...10,protected,0.2,kha
2005,pine,101...110,protected,5.9,kha
2005,pine,11...20,protected,1.2,kha
2005,pine,111...120,protected,6.5,kha
2005,pine,121...130,protected,4.9,kha
2005,pine,131...140,protected,3.6,kha
2005,pine,141...,protected,8.8,kha
2005,pine,21...30,protected,6.4,kha
2005,pine,31...40,protected,7.8,kha
2005,pine,41...50,protected,12.1,kha
2005,pine,51...60,protected,10.5,kha
2005,pine,61...70,protected,12.2,kha
2005,pine,71...80,protected,13.1,kha
2005,pine,81...90,protected,9.5,kha
2005,pine,91...100,protected,11.8,kha
2005,pine,clearcut,protected,0.7,kha
2005,pine,unknown,protected,1.5,kha
2005,spruce,...10,production,6.7,kha
2005,spruce,101...110,production,7.8,kha
2005,spruce,11...20,production,22.1,kha
2005,spruce,111...120,production,3.4,kha
2005,spruce,121...130,production,1.3,kha
2005,spruce,131...140,production,0.2,kha
2005,spruce,141...,production,0.4,kha
2005,spruce,21...30,production,39.1,kha
2005,spruce,31...40,production,39.5,kha
2005,spruce,41...50,production,34.3,kha
2005,spruce,51...60,production,51.2,kha
2005,spruce,61...70,production,47.4,kha
2005,spruce,71...80,production,41.2,kha
2005,spruce,81...90,production,26.4,kha
2005,spruce,91...100,production,14.8,kha
2005,spruce,clearcut,production,24.6,kha
2005,spruce,unknown,production,15.5,kha
2005,spruce,...10,protected,0.7,kha
2005,spruce,101...110,protected,1.8,kha
2005,spruce,11...20,protected,0.4,kha
2005,spruce,111...120,protected,0.9,kha
2005,spruce,121...130,protected,0.5,kha
2005,spruce,131...140,protected,0.0,kha
2005,spruce,141...,protected,1.4,kha
2005,spruce,21...30,protected,2.4,kha
2005,spruce,31...40,protected,1.7,kha
2005,spruce,41...50,protected,2.0,kha
2005,spruce,51...60,protected,2.7,kha
2005,spruce,61...70,protected,2.4,kha
2005,spruce,71...80,protected,3.5,kha
2005,spruce,81...90,protected,2.6,kha
2005,spruce,91...100,protected,2.1,kha
2005,spruce,clearcut,protected,0.9,kha
2005,spruce,unknown,protected,0.6,kha
2006,all,...10,production,120.0,kha
2006,all,101...110,production,37.9,kha
2006,all,11...20,production,134.4,kha
2006,all,111...120,production,17.1,kha
2006,all,121...130,production,11.8,kha
2006,all,131...140,production,4.3,kha
2006,all,141...,production,7.3,kha
2006,all,21...30,production,176.2,kha
2006,all,31...40,production,255.7,kha
2006,all,41...50,production,300.6,kha
2006,all,51...60,production,282.8,kha
2006,all,61...70,production,207.7,kha
2006,all,71...80,production,180.5,kha
2006,all,81...90,production,97.1,kha
2006,all,91...100,production,65.5,kha
2006,all,clearcut,production,65.3,kha
2006,all,unknown,production,83.0,kha
2006,all,...10,protected,2.5,kha
2006,all,101...110,protected,8.5,kha
2006,all,11...20,protected,5.0,kha
2006,all,111...120,protected,5.9,kha
2006,all,121...130,protected,5.5,kha
2006,all,131...140,protected,4.3,kha
2006,all,141...,protected,10.8,kha
2006,all,21...30,protected,12.6,kha
2006,all,31...40,protected,18.3,kha
2006,all,41...50,protected,25.0,kha
2006,all,51...60,protected,31.9,kha
2006,all,61...70,protected,29.4,kha
2006,all,71...80,protected,23.6,kha
2006,all,81...90,protected,15.5,kha
2006,all,91...100,protected,16.3,kha
2006,all,clearcut,protected,2.2,kha
2006,all,unknown,protected,4.2,kha
2006,aspen,...10,production,17.3,kha
2006,aspen,101...110,production,0.0,kha
2006,aspen,11...20,production,4.5,kha
2006,aspen,111...120,production,0.0,kha
2006,aspen,121...130,production,0.0,kha
2006,aspen,131...140,production,0.0,kha
2006,aspen,141...,production,0.0,kha
2006,aspen,21...30,production,5.2,kha
2006,aspen,31...40,production,11.0,kha
2006,aspen,41...50,production,20.0,kha
2006,aspen,51...60,production,23.9,kha
2006,aspen,61...70,production,14.9,kha
2006,aspen,71...80,production,6.6,kha
2006,aspen,81...90,production,2.4,kha
2006,aspen,91...100,production,0.5,kha
2006,aspen,clearcut,production,3.3,kha
2006,aspen,unknown,production,9.5,kha
2006,aspen,...10,protected,0.0,kha
2006,aspen,101...110,protected,0.0,kha
2006,aspen,11...20,protected,0.0,kha
2006,aspen,111...120,protected,0.0,kha
2006,aspen,121...130,protected,0.0,kha
2006,aspen,131...140,protected,0.0,kha
2006,aspen,141...,protected,0.0,kha
2006,aspen,21...30,protected,0.0,kha
2006,aspen,31...40,protected,0.0,kha
2006,aspen,41...50,protected,0.6,kha
2006,aspen,51...60,protected,2.0,kha
2006,aspen,61...70,protected,1.9,kha
2006,aspen,71...80,protected,0.8,kha
2006,aspen,81...90,protected,0.0,kha
2006,aspen,91...100,protected,0.0,kha
2006,aspen,clearcut,protected,0.0,kha
2006,aspen,unknown,protected,0.2,kha
2006,birch,...10,production,51.2,kha
2006,birch,101...110,production,1.0,kha
2006,birch,11...20,production,55.2,kha
2006,birch,111...120,production,0.2,kha
2006,birch,121...130,production,0.0,kha
2006,birch,131...140,production,0.0,kha
2006,birch,141...,production,0.0,kha
2006,birch,21...30,production,51.7,kha
2006,birch,31...40,production,81.6,kha
2006,birch,41...50,production,122.8,kha
2006,birch,51...60,production,113.0,kha
2006,birch,61...70,production,49.7,kha
2006,birch,71...80,production,42.3,kha
2006,birch,81...90,production,11.6,kha
2006,birch,91...100,production,2.9,kha
2006,birch,clearcut,production,19.2,kha
2006,birch,unknown,production,27.5,kha
2006,birch,...10,protected,1.0,kha
2006,birch,101...110,protected,1.1,kha
2006,birch,11...20,protected,3.2,kha
2006,birch,111...120,protected,0.3,kha
2006,birch,121...130,protected,0.0,kha
2006,birch,131...140,protected,0.0,kha
2006,birch,141...,protected,0.0,kha
2006,birch,21...30,protected,3.1,kha
2006,birch,31...40,protected,5.1,kha
2006,birch,41...50,protected,7.6,kha
2006,birch,51...60,protected,12.7,kha
2006,birch,61...70,protected,10.1,kha
2006,birch,71...80,protected,7.1,kha
2006,birch,81...90,protected,2.9,kha
2006,birch,91...100,protected,1.8,kha
2006,birch,clearcut,protected,0.8,kha
2006,birch,unknown,protected,0.9,kha
2006,black alder,...10,production,3.8,kha
2006,black alder,101...110,production,0.2,kha
2006,black alder,11...20,production,3.4,kha
2006,black alder,111...120,production,0.2,kha
2006,black alder,121...130,production,0.2,kha
2006,black alder,131...140,production,0.0,kha
2006,black alder,141...,production,0.0,kha
2006,black alder,21...30,production,4.0,kha
2006,black alder,31...40,production,8.3,kha
2006,black alder,41...50,production,12.2,kha
2006,black alder,51...60,production,11.5,kha
2006,black alder,61...70,production,5.2,kha
2006,black alder,71...80,production,3.6,kha
2006,black alder,81...90,production,1.2,kha
2006,black alder,91...100,production,0.3,kha
2006,black alder,clearcut,production,1.0,kha
2006,black alder,unknown,production,2.2,kha
2006,black alder,...10,protected,0.2,kha
2006,black alder,101...110,protected,0.0,kha
2006,black alder,11...20,protected,0.0,kha
2006,black alder,111...120,protected,0.0,kha
2006,black alder,121...130,protected,0.0,kha
2006,black alder,131...140,protected,0.0,kha
2006,black alder,141...,protected,0.0,kha
2006,black alder,21...30,protected,0.8,kha
2006,black alder,31...40,protected,1.9,kha
2006,black alder,41...50,protected,1.7,kha
2006,black alder,51...60,protected,1.0,kha
2006,black alder,61...70,protected,1.8,kha
2006,black alder,71...80,protected,0.7,kha
2006,black alder,81...90,protected,0.5,kha
2006,black alder,91...100,protected,0.0,kha
2006,black alder,clearcut,protected,0.0,kha
2006,black alder,unknown,protected,0.3,kha
2006,grey alder,...10,production,24.6,kha
2006,grey alder,101...110,production,0.0,kha
2006,grey alder,11...20,production,29.8,kha
2006,grey alder,111...120,production,0.0,kha
2006,grey alder,121...130,production,0.0,kha
2006,grey alder,131...140,production,0.0,kha
2006,grey alder,141...,production,0.0,kha
2006,grey alder,21...30,production,45.5,kha
2006,grey alder,31...40,production,58.2,kha
2006,grey alder,41...50,production,30.7,kha
2006,grey alder,51...60,production,2.3,kha
2006,grey alder,61...70,production,0.7,kha
2006,grey alder,71...80,production,0.0,kha
2006,grey alder,81...90,production,0.0,kha
2006,grey alder,91...100,production,0.0,kha
2006,grey alder,clearcut,production,5.1,kha
2006,grey alder,unknown,production,6.8,kha
2006,grey alder,...10,protected,0.0,kha
2006,grey alder,101...110,protected,0.0,kha
2006,grey alder,11...20,protected,0.4,kha
2006,grey alder,111...120,protected,0.0,kha
2006,grey alder,121...130,protected,0.0,kha
2006,grey alder,131...140,protected,0.0,kha
2006,grey alder,141...,protected,0.0,kha
2006,grey alder,21...30,protected,0.8,kha
2006,grey alder,31...40,protected,2.1,kha
2006,grey alder,41...50,protected,0.9,kha
2006,grey alder,51...60,protected,0.3,kha
2006,grey alder,61...70,protected,0.2,kha
2006,grey alder,71...80,protected,0.0,kha
2006,grey alder,81...90,protected,0.0,kha
2006,grey alder,91...100,protected,0.0,kha
2006,grey alder,clearcut,protected,0.0,kha
2006,grey alder,unknown,protected,0.0,kha
2006,other,...10,production,4.6,kha
2006,other,101...110,production,0.2,kha
2006,other,11...20,production,3.2,kha
2006,other,111...120,production,0.0,kha
2006,other,121...130,production,0.3,kha
2006,other,131...140,production,0.0,kha
2006,other,141...,production,0.0,kha
2006,other,21...30,production,3.3,kha
2006,other,31...40,production,5.2,kha
2006,other,41...50,production,3.9,kha
2006,other,51...60,production,5.6,kha
2006,other,61...70,production,2.2,kha
2006,other,71...80,production,3.6,kha
2006,other,81...90,production,1.7,kha
2006,other,91...100,production,1.3,kha
2006,other,clearcut,production,0.3,kha
2006,other,unknown,production,1.1,kha
2006,other,...10,protected,0.0,kha
2006,other,101...110,protected,0.2,kha
2006,other,11...20,protected,0.0,kha
2006,other,111...120,protected,0.0,kha
2006,other,121...130,protected,0.0,kha
2006,other,131...140,protected,0.0,kha
2006,other,141...,protected,0.4,kha
2006,other,21...30,protected,0.2,kha
2006,other,31...40,protected,0.0,kha
2006,other,41...50,protected,0.8,kha
2006,other,51...60,protected,0.2,kha
2006,other,61...70,protected,0.6,kha
2006,other,71...80,protected,0.4,kha
2006,other,81...90,protected,0.2,kha
2006,other,91...100,protected,0.2,kha
2006,other,clearcut,protected,0.0,kha
2006,other,unknown,protected,0.0,kha
2006,pine,...10,production,11.0,kha
2006,pine,101...110,production,27.9,kha
2006,pine,11...20,production,18.1,kha
2006,pine,111...120,production,13.0,kha
2006,pine,121...130,production,9.3,kha
2006,pine,131...140,production,4.1,kha
2006,pine,141...,production,6.7,kha
2006,pine,21...30,production,30.0,kha
2006,pine,31...40,production,52.6,kha
2006,pine,41...50,production,77.7,kha
2006,pine,51...60,production,77.2,kha
2006,pine,61...70,production,91.9,kha
2006,pine,71...80,production,83.3,kha
2006,pine,81...90,production,52.8,kha
2006,pine,91...100,production,42.8,kha
2006,pine,clearcut,production,13.1,kha
2006,pine,unknown,production,20.4,kha
2006,pine,...10,protected,0.6,kha
2006,pine,101...110,protected,5.7,kha
2006,pine,11...20,protected,1.2,kha
2006,pine,111...120,protected,4.9,kha
2006,pine,121...130,protected,5.0,kha
2006,pine,131...140,protected,4.3,kha
2006,pine,141...,protected,9.0,kha
2006,pine,21...30,protected,5.6,kha
2006,pine,31...40,protected,7.7,kha
2006,pine,41...50,protected,11.3,kha
2006,pine,51...60,protected,12.6,kha
2006,pine,61...70,protected,11.5,kha
2006,pine,71...80,protected,11.4,kha
2006,pine,81...90,protected,9.3,kha
2006,pine,91...100,protected,12.4,kha
2006,pine,clearcut,protected,0.5,kha
2006,pine,unknown,protected,1.9,kha
2006,spruce,...10,production,7.6,kha
2006,spruce,101...110,production,8.5,kha
2006,spruce,11...20,production,20.1,kha
2006,spruce,111...120,production,3.6,kha
2006,spruce,121...130,production,2.0,kha
2006,spruce,131...140,production,0.2,kha
2006,spruce,141...,production,0.6,kha
2006,spruce,21...30,production,36.6,kha
2006,spruce,31...40,production,38.7,kha
2006,spruce,41...50,production,33.3,kha
2006,spruce,51...60,production,49.4,kha
2006,spruce,61...70,production,43.1,kha
2006,spruce,71...80,production,41.2,kha
2006,spruce,81...90,production,27.4,kha
2006,spruce,91...100,production,17.6,kha
2006,spruce,clearcut,production,23.4,kha
2006,spruce,unknown,production,15.5,kha
2006,spruce,...10,protected,0.6,kha
2006,spruce,101...110,protected,1.6,kha
2006,spruce,11...20,protected,0.3,kha
2006,spruce,111...120,protected,0.8,kha
2006,spruce,121...130,protected,0.5,kha
2006,spruce,131...140,protected,0.0,kha
2006,spruce,141...,protected,1.3,kha
2006,spruce,21...30,protected,1.8,kha
2006,spruce,31...40,protected,1.6,kha
2006,spruce,41...50,protected,2.2,kha
2006,spruce,51...60,protected,3.0,kha
2006,spruce,61...70,protected,3.1,kha
2006,spruce,71...80,protected,3.2,kha
2006,spruce,81...90,protected,2.6,kha
2006,spruce,91...100,protected,2.1,kha
2006,spruce,clearcut,protected,0.9,kha
2006,spruce,unknown,protected,1.0,kha
2007,all,...10,production,128.8,kha
2007,all,101...110,production,38.0,kha
2007,all,11...20,production,135.1,kha
2007,all,111...120,production,17.6,kha
2007,all,121...130,production,11.9,kha
2007,all,131...140,production,4.5,kha
2007,all,141...,production,8.2,kha
2007,all,21...30,production,166.0,kha
2007,all,31...40,production,241.2,kha
2007,all,41...50,production,293.9,kha
2007,all,51...60,production,284.4,kha
2007,all,61...70,production,211.3,kha
2007,all,71...80,production,184.8,kha
2007,all,81...90,production,98.0,kha
2007,all,91...100,production,70.5,kha
2007,all,clearcut,production,63.1,kha
2007,all,unknown,production,80.2,kha
2007,all,...10,protected,3.1,kha
