YEAR,DOMINANT_SPECIES,AGE_GROUP,TYPE,AREA,UNIT
2010,aspen,41...50,protected,1.1,kha
2010,aspen,51...60,protected,2.6,kha
2010,aspen,61...70,protected,2.1,kha
2010,aspen,71...80,protected,1.7,kha
2010,aspen,81...90,protected,0.4,kha
2010,aspen,91...100,protected,0.0,kha
2010,aspen,clearcut,protected,0.0,kha
2010,aspen,unknown,protected,0.4,kha
2010,birch,...10,production,60.8,kha
2010,birch,101...110,production,1.2,kha
2010,birch,11...20,production,51.6,kha
2010,birch,111...120,production,0.2,kha
2010,birch,121...130,production,0.2,kha
2010,birch,131...140,production,0.0,kha
2010,birch,141...,production,0.0,kha
2010,birch,21...30,production,55.2,kha
2010,birch,31...40,production,72.9,kha
2010,birch,41...50,production,119.0,kha
2010,birch,51...60,production,101.9,kha
2010,birch,61...70,production,63.4,kha
2010,birch,71...80,production,42.9,kha
2010,birch,81...90,production,12.8,kha
2010,birch,91...100,production,6.4,kha
2010,birch,clearcut,production,16.1,kha
2010,birch,unknown,production,18.0,kha
2010,birch,...10,protected,1.8,kha
2010,birch,101...110,protected,1.1,kha
2010,birch,11...20,protected,2.2,kha
2010,birch,111...120,protected,0.2,kha
2010,birch,121...130,protected,0.2,kha
2010,birch,131...140,protected,0.0,kha
2010,birch,141...,protected,0.0,kha
2010,birch,21...30,protected,2.2,kha
2010,birch,31...40,protected,2.5,kha
2010,birch,41...50,protected,10.6,kha
2010,birch,51...60,protected,9.0,kha
2010,birch,61...70,protected,10.7,kha
2010,birch,71...80,protected,11.5,kha
2010,birch,81...90,protected,3.0,kha
2010,birch,91...100,protected,2.4,kha
2010,birch,clearcut,protected,0.6,kha
2010,birch,unknown,protected,0.5,kha
2010,black alder,...10,production,6.7,kha
2010,black alder,101...110,production,0.3,kha
2010,black alder,11...20,production,2.5,kha
2010,black alder,111...120,production,0.2,kha
2010,black alder,121...130,production,0.2,kha
2010,black alder,131...140,production,0.0,kha
2010,black alder,141...,production,0.0,kha
2010,black alder,21...30,production,2.2,kha
2010,black alder,31...40,production,7.0,kha
2010,black alder,41...50,production,12.1,kha
2010,black alder,51...60,production,9.8,kha
2010,black alder,61...70,production,9.1,kha
2010,black alder,71...80,production,4.3,kha
2010,black alder,81...90,production,2.3,kha
2010,black alder,91...100,production,0.6,kha
2010,black alder,clearcut,production,2.4,kha
2010,black alder,unknown,production,3.9,kha
2010,black alder,...10,protected,0.0,kha
2010,black alder,101...110,protected,0.0,kha
2010,black alder,11...20,protected,0.5,kha
2010,black alder,111...120,protected,0.0,kha
2010,black alder,121...130,protected,0.0,kha
2010,black alder,131...140,protected,0.0,kha
2010,black alder,141...,protected,0.0,kha
2010,black alder,21...30,protected,0.4,kha
2010,black alder,31...40,protected,1.5,kha
2010,black alder,41...50,protected,2.0,kha
2010,black alder,51...60,protected,1.5,kha
2010,black alder,61...70,protected,0.9,kha
2010,black alder,71...80,protected,0.7,kha
2010,black alder,81...90,protected,0.6,kha
2010,black alder,91...100,protected,0.0,kha
2010,black alder,clearcut,protected,0.0,kha
2010,black alder,unknown,protected,0.2,kha
2010,grey alder,...10,production,27.7,kha
2010,grey alder,101...110,production,0.0,kha
2010,grey alder,11...20,production,28.0,kha
2010,grey alder,111...120,production,0.0,kha
2010,grey alder,121...130,production,0.0,kha
2010,grey alder,131...140,production,0.0,kha
2010,grey alder,141...,production,0.0,kha
2010,grey alder,21...30,production,34.2,kha
2010,grey alder,31...40,production,50.4,kha
2010,grey alder,41...50,production,26.1,kha
2010,grey alder,51...60,production,7.7,kha
2010,grey alder,61...70,production,0.9,kha
2010,grey alder,71...80,production,0.2,kha
2010,grey alder,81...90,production,0.0,kha
2010,grey alder,91...100,production,0.0,kha
2010,grey alder,clearcut,production,2.2,kha
2010,grey alder,unknown,production,6.5,kha
2010,grey alder,...10,protected,0.4,kha
2010,grey alder,101...110,protected,0.0,kha
2010,grey alder,11...20,protected,0.5,kha
2010,grey alder,111...120,protected,0.0,kha
2010,grey alder,121...130,protected,0.0,kha
2010,grey alder,131...140,protected,0.0,kha
2010,grey alder,141...,protected,0.0,kha
2010,grey alder,21...30,protected,0.4,kha
2010,grey alder,31...40,protected,0.4,kha
2010,grey alder,41...50,protected,1.5,kha
2010,grey alder,51...60,protected,0.2,kha
2010,grey alder,61...70,protected,0.0,kha
2010,grey alder,71...80,protected,0.0,kha
2010,grey alder,81...90,protected,0.0,kha
2010,grey alder,91...100,protected,0.0,kha
2010,grey alder,clearcut,protected,0.0,kha
2010,grey alder,unknown,protected,0.0,kha
2010,other,...10,production,2.7,kha
2010,other,101...110,production,1.7,kha
2010,other,11...20,production,5.3,kha
2010,other,111...120,production,0.2,kha
2010,other,121...130,production,0.0,kha
2010,other,131...140,production,0.0,kha
2010,other,141...,production,0.0,kha
2010,other,21...30,production,2.0,kha
2010,other,31...40,production,3.4,kha
2010,other,41...50,production,5.1,kha
2010,other,51...60,production,5.3,kha
2010,other,61...70,production,2.2,kha
2010,other,71...80,production,3.0,kha
2010,other,81...90,production,2.3,kha
2010,other,91...100,production,0.4,kha
2010,other,clearcut,production,0.1,kha
2010,other,unknown,production,1.2,kha
2010,other,...10,protected,0.2,kha
2010,other,101...110,protected,0.0,kha
2010,other,11...20,protected,0.0,kha
2010,other,111...120,protected,0.2,kha
2010,other,121...130,protected,0.0,kha
2010,other,131...140,protected,0.0,kha
2010,other,141...,protected,0.4,kha
2010,other,21...30,protected,0.0,kha
2010,other,31...40,protected,0.2,kha
2010,other,41...50,protected,0.2,kha
2010,other,51...60,protected,0.2,kha
2010,other,61...70,protected,0.0,kha
2010,other,71...80,protected,0.2,kha
2010,other,81...90,protected,0.2,kha
2010,other,91...100,protected,0.6,kha
2010,other,clearcut,protected,0.0,kha
2010,other,unknown,protected,0.0,kha
2010,pine,...10,production,10.8,kha
2010,pine,101...110,production,28.1,kha
2010,pine,11...20,production,22.8,kha
2010,pine,111...120,production,14.8,kha
2010,pine,121...130,production,12.4,kha
2010,pine,131...140,production,5.4,kha
2010,pine,141...,production,6.9,kha
2010,pine,21...30,production,29.6,kha
2010,pine,31...40,production,42.5,kha
2010,pine,41...50,production,68.9,kha
2010,pine,51...60,production,84.5,kha
2010,pine,61...70,production,95.4,kha
2010,pine,71...80,production,73.3,kha
2010,pine,81...90,production,58.2,kha
2010,pine,91...100,production,48.2,kha
2010,pine,clearcut,production,12.3,kha
2010,pine,unknown,production,18.7,kha
2010,pine,...10,protected,0.4,kha
2010,pine,101...110,protected,6.0,kha
2010,pine,11...20,protected,1.3,kha
2010,pine,111...120,protected,5.6,kha
2010,pine,121...130,protected,4.3,kha
2010,pine,131...140,protected,4.7,kha
2010,pine,141...,protected,7.8,kha
2010,pine,21...30,protected,3.4,kha
2010,pine,31...40,protected,6.7,kha
2010,pine,41...50,protected,8.2,kha
2010,pine,51...60,protected,14.5,kha
2010,pine,61...70,protected,13.9,kha
2010,pine,71...80,protected,10.3,kha
2010,pine,81...90,protected,8.5,kha
2010,pine,91...100,protected,14.0,kha
2010,pine,clearcut,protected,0.4,kha
2010,pine,unknown,protected,1.4,kha
2010,spruce,...10,production,8.0,kha
2010,spruce,101...110,production,6.1,kha
2010,spruce,11...20,production,16.6,kha
2010,spruce,111...120,production,2.7,kha
2010,spruce,121...130,production,2.5,kha
2010,spruce,131...140,production,0.0,kha
2010,spruce,141...,production,1.2,kha
2010,spruce,21...30,production,31.2,kha
2010,spruce,31...40,production,44.3,kha
2010,spruce,41...50,production,50.1,kha
2010,spruce,51...60,production,32.7,kha
2010,spruce,61...70,production,40.4,kha
2010,spruce,71...80,production,39.7,kha
2010,spruce,81...90,production,23.2,kha
2010,spruce,91...100,production,13.4,kha
2010,spruce,clearcut,production,23.4,kha
2010,spruce,unknown,production,20.6,kha
2010,spruce,...10,protected,0.2,kha
2010,spruce,101...110,protected,1.5,kha
2010,spruce,11...20,protected,1.2,kha
2010,spruce,111...120,protected,0.6,kha
2010,spruce,121...130,protected,0.5,kha
2010,spruce,131...140,protected,0.2,kha
2010,spruce,141...,protected,0.5,kha
2010,spruce,21...30,protected,0.9,kha
2010,spruce,31...40,protected,3.1,kha
2010,spruce,41...50,protected,2.5,kha
2010,spruce,51...60,protected,1.4,kha
2010,spruce,61...70,protected,1.8,kha
2010,spruce,71...80,protected,1.4,kha
2010,spruce,81...90,protected,1.3,kha
2010,spruce,91...100,protected,2.8,kha
2010,spruce,clearcut,protected,0.2,kha
2010,spruce,unknown,protected,0.3,kha
2011,all,...10,production,142.7,kha
2011,all,101...110,production,35.3,kha
2011,all,11...20,production,140.5,kha
2011,all,111...120,production,15.1,kha
2011,all,121...130,production,14.2,kha
2011,all,131...140,production,6.3,kha
2011,all,141...,production,8.6,kha
2011,all,21...30,production,154.4,kha
2011,all,31...40,production,220.5,kha
2011,all,41...50,production,295.3,kha
2011,all,51...60,production,258.3,kha
2011,all,61...70,production,238.1,kha
2011,all,71...80,production,170.3,kha
2011,all,81...90,production,100.8,kha
2011,all,91...100,production,66.3,kha
2011,all,clearcut,production,57.9,kha
2011,all,unknown,production,82.8,kha
2011,all,...10,protected,3.2,kha
2011,all,101...110,protected,8.8,kha
2011,all,11...20,protected,6.2,kha
2011,all,111...120,protected,6.7,kha
2011,all,121...130,protected,5.8,kha
2011,all,131...140,protected,4.5,kha
2011,all,141...,protected,8.6,kha
2011,all,21...30,protected,8.8,kha
2011,all,31...40,protected,14.2,kha
2011,all,41...50,protected,27.6,kha
2011,all,51...60,protected,32.5,kha
2011,all,61...70,protected,32.6,kha
2011,all,71...80,protected,29.3,kha
2011,all,81...90,protected,14.9,kha
2011,all,91...100,protected,19.5,kha
2011,all,clearcut,protected,1.4,kha
2011,all,unknown,protected,2.3,kha
2011,aspen,...10,production,22.1,kha
2011,aspen,101...110,production,0.4,kha
2011,aspen,11...20,production,10.0,kha
2011,aspen,111...120,production,0.0,kha
2011,aspen,121...130,production,0.0,kha
2011,aspen,131...140,production,0.0,kha
2011,aspen,141...,production,0.0,kha
2011,aspen,21...30,production,4.6,kha
2011,aspen,31...40,production,6.4,kha
2011,aspen,41...50,production,18.0,kha
2011,aspen,51...60,production,23.7,kha
2011,aspen,61...70,production,12.2,kha
2011,aspen,71...80,production,6.4,kha
2011,aspen,81...90,production,2.3,kha
2011,aspen,91...100,production,0.9,kha
2011,aspen,clearcut,production,1.7,kha
2011,aspen,unknown,production,11.3,kha
2011,aspen,...10,protected,0.2,kha
2011,aspen,101...110,protected,0.0,kha
2011,aspen,11...20,protected,0.1,kha
2011,aspen,111...120,protected,0.0,kha
2011,aspen,121...130,protected,0.0,kha
2011,aspen,131...140,protected,0.0,kha
2011,aspen,141...,protected,0.0,kha
2011,aspen,21...30,protected,0.2,kha
2011,aspen,31...40,protected,0.0,kha
2011,aspen,41...50,protected,1.6,kha
2011,aspen,51...60,protected,2.2,kha
2011,aspen,61...70,protected,2.5,kha
2011,aspen,71...80,protected,1.7,kha
2011,aspen,81...90,protected,0.6,kha
2011,aspen,91...100,protected,0.0,kha
2011,aspen,clearcut,protected,0.0,kha
2011,aspen,unknown,protected,0.4,kha
2011,birch,...10,production,62.8,kha
2011,birch,101...110,production,0.8,kha
2011,birch,11...20,production,51.1,kha
2011,birch,111...120,production,0.2,kha
2011,birch,121...130,production,0.2,kha
2011,birch,131...140,production,0.0,kha
2011,birch,141...,production,0.0,kha
2011,birch,21...30,production,54.6,kha
2011,birch,31...40,production,73.9,kha
2011,birch,41...50,production,119.1,kha
2011,birch,51...60,production,100.0,kha
2011,birch,61...70,production,75.9,kha
2011,birch,71...80,production,42.6,kha
2011,birch,81...90,production,14.0,kha
2011,birch,91...100,production,7.3,kha
2011,birch,clearcut,production,15.9,kha
2011,birch,unknown,production,18.0,kha
2011,birch,...10,protected,2.2,kha
2011,birch,101...110,protected,1.1,kha
2011,birch,11...20,protected,2.6,kha
2011,birch,111...120,protected,0.5,kha
2011,birch,121...130,protected,0.2,kha
2011,birch,131...140,protected,0.0,kha
2011,birch,141...,protected,0.0,kha
2011,birch,21...30,protected,2.2,kha
2011,birch,31...40,protected,3.5,kha
2011,birch,41...50,protected,11.9,kha
2011,birch,51...60,protected,11.3,kha
2011,birch,61...70,protected,11.5,kha
2011,birch,71...80,protected,11.3,kha
2011,birch,81...90,protected,2.7,kha
2011,birch,91...100,protected,1.7,kha
2011,birch,clearcut,protected,0.7,kha
2011,birch,unknown,protected,0.4,kha
2011,black alder,...10,production,6.1,kha
2011,black alder,101...110,production,0.1,kha
2011,black alder,11...20,production,2.5,kha
2011,black alder,111...120,production,0.2,kha
2011,black alder,121...130,production,0.2,kha
2011,black alder,131...140,production,0.0,kha
2011,black alder,141...,production,0.0,kha
2011,black alder,21...30,production,2.4,kha
2011,black alder,31...40,production,6.8,kha
2011,black alder,41...50,production,12.8,kha
2011,black alder,51...60,production,10.8,kha
2011,black alder,61...70,production,9.8,kha
2011,black alder,71...80,production,4.6,kha
2011,black alder,81...90,production,2.7,kha
2011,black alder,91...100,production,0.6,kha
2011,black alder,clearcut,production,1.8,kha
2011,black alder,unknown,production,4.4,kha
2011,black alder,...10,protected,0.0,kha
2011,black alder,101...110,protected,0.2,kha
2011,black alder,11...20,protected,0.5,kha
2011,black alder,111...120,protected,0.0,kha
2011,black alder,121...130,protected,0.0,kha
2011,black alder,131...140,protected,0.0,kha
2011,black alder,141...,protected,0.0,kha
2011,black alder,21...30,protected,0.4,kha
2011,black alder,31...40,protected,1.3,kha
2011,black alder,41...50,protected,2.2,kha
2011,black alder,51...60,protected,1.8,kha
2011,black alder,61...70,protected,0.8,kha
2011,black alder,71...80,protected,0.4,kha
2011,black alder,81...90,protected,0.8,kha
2011,black alder,91...100,protected,0.0,kha
2011,black alder,clearcut,protected,0.0,kha
2011,black alder,unknown,protected,0.2,kha
2011,grey alder,...10,production,28.0,kha
2011,grey alder,101...110,production,0.0,kha
2011,grey alder,11...20,production,30.2,kha
2011,grey alder,111...120,production,0.0,kha
2011,grey alder,121...130,production,0.0,kha
2011,grey alder,131...140,production,0.0,kha
2011,grey alder,141...,production,0.0,kha
2011,grey alder,21...30,production,32.2,kha
2011,grey alder,31...40,production,46.3,kha
2011,grey alder,41...50,production,25.8,kha
2011,grey alder,51...60,production,8.8,kha
2011,grey alder,61...70,production,1.1,kha
2011,grey alder,71...80,production,0.2,kha
2011,grey alder,81...90,production,0.0,kha
2011,grey alder,91...100,production,0.0,kha
2011,grey alder,clearcut,production,2.1,kha
2011,grey alder,unknown,production,6.3,kha
2011,grey alder,...10,protected,0.3,kha
2011,grey alder,101...110,protected,0.0,kha
2011,grey alder,11...20,protected,0.4,kha
2011,grey alder,111...120,protected,0.0,kha
2011,grey alder,121...130,protected,0.0,kha
2011,grey alder,131...140,protected,0.0,kha
2011,grey alder,141...,protected,0.0,kha
2011,grey alder,21...30,protected,0.5,kha
2011,grey alder,31...40,protected,0.2,kha
2011,grey alder,41...50,protected,1.1,kha
2011,grey alder,51...60,protected,0.6,kha
2011,grey alder,61...70,protected,0.0,kha
2011,grey alder,71...80,protected,0.0,kha
2011,grey alder,81...90,protected,0.0,kha
2011,grey alder,91...100,protected,0.0,kha
2011,grey alder,clearcut,protected,0.0,kha
2011,grey alder,unknown,protected,0.0,kha
2011,other,...10,production,2.6,kha
2011,other,101...110,production,1.7,kha
2011,other,11...20,production,4.9,kha
2011,other,111...120,production,0.2,kha
2011,other,121...130,production,0.0,kha
2011,other,131...140,production,0.0,kha
2011,other,141...,production,0.0,kha
2011,other,21...30,production,2.2,kha
2011,other,31...40,production,2.7,kha
2011,other,41...50,production,5.5,kha
2011,other,51...60,production,3.8,kha
2011,other,61...70,production,2.0,kha
2011,other,71...80,production,2.0,kha
2011,other,81...90,production,1.9,kha
2011,other,91...100,production,0.6,kha
2011,other,clearcut,production,0.0,kha
2011,other,unknown,production,1.2,kha
2011,other,...10,protected,0.3,kha
2011,other,101...110,protected,0.0,kha
2011,other,11...20,protected,0.0,kha
2011,other,111...120,protected,0.2,kha
2011,other,121...130,protected,0.0,kha
2011,other,131...140,protected,0.0,kha
2011,other,141...,protected,0.4,kha
2011,other,21...30,protected,0.2,kha
2011,other,31...40,protected,0.2,kha
2011,other,41...50,protected,0.6,kha
2011,other,51...60,protected,0.4,kha
2011,other,61...70,protected,0.0,kha
2011,other,71...80,protected,0.2,kha
2011,other,81...90,protected,0.4,kha
2011,other,91...100,protected,0.6,kha
2011,other,clearcut,protected,0.0,kha
2011,other,unknown,protected,0.0,kha
2011,pine,...10,production,12.5,kha
2011,pine,101...110,production,26.4,kha
2011,pine,11...20,production,22.0,kha
2011,pine,111...120,production,12.4,kha
2011,pine,121...130,production,12.0,kha
2011,pine,131...140,production,5.9,kha
2011,pine,141...,production,7.4,kha
2011,pine,21...30,production,26.7,kha
2011,pine,31...40,production,38.1,kha
2011,pine,41...50,production,61.5,kha
2011,pine,51...60,production,78.9,kha
2011,pine,61...70,production,95.8,kha
2011,pine,71...80,production,74.6,kha
2011,pine,81...90,production,58.5,kha
2011,pine,91...100,production,46.4,kha
2011,pine,clearcut,production,12.3,kha
2011,pine,unknown,production,19.2,kha
2011,pine,...10,protected,0.0,kha
2011,pine,101...110,protected,5.9,kha
2011,pine,11...20,protected,1.5,kha
2011,pine,111...120,protected,5.6,kha
2011,pine,121...130,protected,4.6,kha
2011,pine,131...140,protected,4.3,kha
2011,pine,141...,protected,7.7,kha
2011,pine,21...30,protected,4.3,kha
2011,pine,31...40,protected,5.4,kha
2011,pine,41...50,protected,7.5,kha
2011,pine,51...60,protected,14.6,kha
2011,pine,61...70,protected,16.3,kha
2011,pine,71...80,protected,13.4,kha
2011,pine,81...90,protected,8.4,kha
2011,pine,91...100,protected,14.3,kha
2011,pine,clearcut,protected,0.4,kha
2011,pine,unknown,protected,1.2,kha
2011,spruce,...10,production,8.7,kha
2011,spruce,101...110,production,5.9,kha
2011,spruce,11...20,production,19.9,kha
2011,spruce,111...120,production,2.1,kha
2011,spruce,121...130,production,1.8,kha
2011,spruce,131...140,production,0.4,kha
2011,spruce,141...,production,1.2,kha
2011,spruce,21...30,production,31.7,kha
2011,spruce,31...40,production,46.4,kha
2011,spruce,41...50,production,52.7,kha
2011,spruce,51...60,production,32.3,kha
2011,spruce,61...70,production,41.3,kha
2011,spruce,71...80,production,40.0,kha
2011,spruce,81...90,production,21.5,kha
2011,spruce,91...100,production,10.5,kha
2011,spruce,clearcut,production,24.0,kha
2011,spruce,unknown,production,22.5,kha
2011,spruce,...10,protected,0.2,kha
2011,spruce,101...110,protected,1.7,kha
2011,spruce,11...20,protected,1.1,kha
2011,spruce,111...120,protected,0.4,kha
2011,spruce,121...130,protected,0.9,kha
2011,spruce,131...140,protected,0.2,kha
2011,spruce,141...,protected,0.5,kha
2011,spruce,21...30,protected,1.1,kha
2011,spruce,31...40,protected,3.6,kha
2011,spruce,41...50,protected,2.4,kha
2011,spruce,51...60,protected,1.4,kha
2011,spruce,61...70,protected,1.4,kha
2011,spruce,71...80,protected,2.3,kha
2011,spruce,81...90,protected,1.9,kha
2011,spruce,91...100,protected,2.8,kha
2011,spruce,clearcut,protected,0.4,kha
2011,spruce,unknown,protected,0.0,kha
2012,all,...10,production,141.3,kha
2012,all,101...110,production,33.6,kha
2012,all,11...20,production,150.1,kha
2012,all,111...120,production,15.1,kha
2012,all,121...130,production,14.3,kha
2012,all,131...140,production,6.4,kha
2012,all,141...,production,7.5,kha
2012,all,21...30,production,156.3,kha
2012,all,31...40,production,223.6,kha
2012,all,41...50,production,287.0,kha
2012,all,51...60,production,249.4,kha
2012,all,61...70,production,245.6,kha
2012,all,71...80,production,169.6,kha
2012,all,81...90,production,100.2,kha
2012,all,91...100,production,62.7,kha
2012,all,clearcut,production,60.8,kha
2012,all,unknown,production,82.7,kha
2012,all,...10,protected,3.2,kha
2012,all,101...110,protected,9.1,kha
2012,all,11...20,protected,5.9,kha
2012,all,111...120,protected,7.6,kha
2012,all,121...130,protected,6.5,kha
2012,all,131...140,protected,4.7,kha
2012,all,141...,protected,10.2,kha
2012,all,21...30,protected,10.0,kha
2012,all,31...40,protected,17.4,kha
2012,all,41...50,protected,30.2,kha
2012,all,51...60,protected,31.2,kha
2012,all,61...70,protected,37.7,kha
2012,all,71...80,protected,29.8,kha
2012,all,81...90,protected,17.2,kha
2012,all,91...100,protected,18.2,kha
2012,all,clearcut,protected,1.8,kha
2012,all,unknown,protected,2.4,kha
2012,aspen,...10,production,22.4,kha
2012,aspen,101...110,production,0.4,kha
2012,aspen,11...20,production,10.9,kha
2012,aspen,111...120,production,0.0,kha
2012,aspen,121...130,production,0.0,kha
2012,aspen,131...140,production,0.0,kha
2012,aspen,141...,production,0.0,kha
2012,aspen,21...30,production,5.5,kha
2012,aspen,31...40,production,4.8,kha
2012,aspen,41...50,production,17.4,kha
2012,aspen,51...60,production,21.4,kha
2012,aspen,61...70,production,13.1,kha
2012,aspen,71...80,production,7.2,kha
2012,aspen,81...90,production,2.3,kha
2012,aspen,91...100,production,0.9,kha
2012,aspen,clearcut,production,1.9,kha
2012,aspen,unknown,production,12.0,kha
2012,aspen,...10,protected,0.2,kha
2012,aspen,101...110,protected,0.0,kha
2012,aspen,11...20,protected,0.0,kha
2012,aspen,111...120,protected,0.0,kha
2012,aspen,121...130,protected,0.0,kha
2012,aspen,131...140,protected,0.0,kha
2012,aspen,141...,protected,0.0,kha
2012,aspen,21...30,protected,0.2,kha
2012,aspen,31...40,protected,0.0,kha
2012,aspen,41...50,protected,1.5,kha
2012,aspen,51...60,protected,2.3,kha
2012,aspen,61...70,protected,2.7,kha
2012,aspen,71...80,protected,1.4,kha
2012,aspen,81...90,protected,0.4,kha
2012,aspen,91...100,protected,0.0,kha
2012,aspen,clearcut,protected,0.0,kha
2012,aspen,unknown,protected,0.5,kha
2012,birch,...10,production,57.5,kha
2012,birch,101...110,production,0.6,kha
2012,birch,11...20,production,56.3,kha
2012,birch,111...120,production,0.2,kha
2012,birch,121...130,production,0.2,kha
2012,birch,131...140,production,0.0,kha
2012,birch,141...,production,0.0,kha
2012,birch,21...30,production,56.0,kha
2012,birch,31...40,production,75.9,kha
2012,birch,41...50,production,114.6,kha
2012,birch,51...60,production,95.4,kha
2012,birch,61...70,production,80.5,kha
2012,birch,71...80,production,43.0,kha
2012,birch,81...90,production,13.1,kha
2012,birch,91...100,production,6.5,kha
2012,birch,clearcut,production,18.2,kha
2012,birch,unknown,production,17.7,kha
2012,birch,...10,protected,2.0,kha
2012,birch,101...110,protected,1.1,kha
2012,birch,11...20,protected,2.4,kha
2012,birch,111...120,protected,0.5,kha
2012,birch,121...130,protected,0.2,kha
2012,birch,131...140,protected,0.0,kha
2012,birch,141...,protected,0.0,kha
2012,birch,21...30,protected,2.9,kha
2012,birch,31...40,protected,4.8,kha
2012,birch,41...50,protected,11.6,kha
2012,birch,51...60,protected,10.1,kha
2012,birch,61...70,protected,13.5,kha
2012,birch,71...80,protected,10.7,kha
2012,birch,81...90,protected,3.0,kha
2012,birch,91...100,protected,1.7,kha
2012,birch,clearcut,protected,1.0,kha
2012,birch,unknown,protected,0.6,kha
2012,black alder,...10,production,7.0,kha
2012,black alder,101...110,production,0.1,kha
2012,black alder,11...20,production,2.6,kha
2012,black alder,111...120,production,0.2,kha
2012,black alder,121...130,production,0.2,kha
2012,black alder,131...140,production,0.0,kha
2012,black alder,141...,production,0.0,kha
2012,black alder,21...30,production,2.7,kha
2012,black alder,31...40,production,7.8,kha
2012,black alder,41...50,production,12.3,kha
2012,black alder,51...60,production,11.8,kha
2012,black alder,61...70,production,8.3,kha
2012,black alder,71...80,production,3.7,kha
2012,black alder,81...90,production,2.9,kha
2012,black alder,91...100,production,0.6,kha
2012,black alder,clearcut,production,2.7,kha
2012,black alder,unknown,production,4.8,kha
2012,black alder,...10,protected,0.0,kha
2012,black alder,101...110,protected,0.2,kha
2012,black alder,11...20,protected,0.4,kha
2012,black alder,111...120,protected,0.0,kha
2012,black alder,121...130,protected,0.0,kha
2012,black alder,131...140,protected,0.0,kha
2012,black alder,141...,protected,0.0,kha
2012,black alder,21...30,protected,0.4,kha
2012,black alder,31...40,protected,1.8,kha
2012,black alder,41...50,protected,2.7,kha
2012,black alder,51...60,protected,2.3,kha
2012,black alder,61...70,protected,1.0,kha
2012,black alder,71...80,protected,0.4,kha
2012,black alder,81...90,protected,1.1,kha
2012,black alder,91...100,protected,0.2,kha
2012,black alder,clearcut,protected,0.0,kha
2012,black alder,unknown,protected,0.2,kha
2012,grey alder,...10,production,29.8,kha
2012,grey alder,101...110,production,0.0,kha
2012,grey alder,11...20,production,31.5,kha
2012,grey alder,111...120,production,0.0,kha
2012,grey alder,121...130,production,0.0,kha
2012,grey alder,131...140,production,0.0,kha
2012,grey alder,141...,production,0.0,kha
2012,grey alder,21...30,production,34.1,kha
2012,grey alder,31...40,production,48.4,kha
2012,grey alder,41...50,production,26.7,kha
2012,grey alder,51...60,production,10.5,kha
2012,grey alder,61...70,production,1.3,kha
2012,grey alder,71...80,production,0.0,kha
2012,grey alder,81...90,production,0.0,kha
2012,grey alder,91...100,production,0.0,kha
2012,grey alder,clearcut,production,3.1,kha
2012,grey alder,unknown,production,7.6,kha
2012,grey alder,...10,protected,0.6,kha
2012,grey alder,101...110,protected,0.0,kha
2012,grey alder,11...20,protected,0.6,kha
2012,grey alder,111...120,protected,0.0,kha
2012,grey alder,121...130,protected,0.0,kha
2012,grey alder,131...140,protected,0.0,kha
2012,grey alder,141...,protected,0.0,kha
2012,grey alder,21...30,protected,0.4,kha
2012,grey alder,31...40,protected,0.4,kha
2012,grey alder,41...50,protected,0.8,kha
2012,grey alder,51...60,protected,0.7,kha
2012,grey alder,61...70,protected,0.0,kha
2012,grey alder,71...80,protected,0.0,kha
2012,grey alder,81...90,protected,0.0,kha
2012,grey alder,91...100,protected,0.0,kha
2012,grey alder,clearcut,protected,0.0,kha
2012,grey alder,unknown,protected,0.0,kha
2012,other,...10,production,2.9,kha
2012,other,101...110,production,1.3,kha
2012,other,11...20,production,4.9,kha
2012,other,111...120,production,0.2,kha
2012,other,121...130,production,0.4,kha
2012,other,131...140,production,0.0,kha
2012,other,141...,production,0.0,kha
2012,other,21...30,production,3.0,kha
2012,other,31...40,production,2.5,kha
2012,other,41...50,production,5.9,kha
2012,other,51...60,production,3.2,kha
2012,other,61...70,production,2.7,kha
2012,other,71...80,production,1.9,kha
2012,other,81...90,production,2.1,kha
2012,other,91...100,production,0.6,kha
2012,other,clearcut,production,0.6,kha
2012,other,unknown,production,1.4,kha
2012,other,...10,protected,0.0,kha
2012,other,101...110,protected,0.0,kha
2012,other,11...20,protected,0.2,kha
2012,other,111...120,protected,0.2,kha
2012,other,121...130,protected,0.0,kha
2012,other,131...140,protected,0.0,kha
2012,other,141...,protected,0.6,kha
2012,other,21...30,protected,0.3,kha
2012,other,31...40,protected,0.0,kha
2012,other,41...50,protected,0.6,kha
2012,other,51...60,protected,0.4,kha
2012,other,61...70,protected,0.0,kha
2012,other,71...80,protected,0.2,kha
2012,other,81...90,protected,0.4,kha
2012,other,91...100,protected,0.7,kha
2012,other,clearcut,protected,0.0,kha
2012,other,unknown,protected,0.0,kha
2012,pine,...10,production,13.2,kha
2012,pine,101...110,production,25.6,kha
2012,pine,11...20,production,21.3,kha
2012,pine,111...120,production,12.6,kha
2012,pine,121...130,production,11.6,kha
2012,pine,131...140,production,6.0,kha
2012,pine,141...,production,6.5,kha
2012,pine,21...30,production,27.4,kha
2012,pine,31...40,production,36.8,kha
2012,pine,41...50,production,57.5,kha
2012,pine,51...60,production,76.2,kha
2012,pine,61...70,production,96.1,kha
2012,pine,71...80,production,76.3,kha
2012,pine,81...90,production,58.0,kha
2012,pine,91...100,production,43.7,kha
