Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Majandatav metsamaa;2011;Mänd;Suht.viga           (± %);0,037641015
Kokku;5A-5B;Majandatav metsamaa;2011;Mänd;Suht.viga           (± %);0,149216134
Kokku;5;Majandatav metsamaa;2011;Mänd;Suht.viga           (± %);0,116066031
Kokku;4;Majandatav metsamaa;2011;Mänd;Suht.viga           (± %);0,088195381
Kokku;3;Majandatav metsamaa;2011;Mänd;Suht.viga           (± %);0,064546373
Kokku;2;Majandatav metsamaa;2011;Mänd;Suht.viga           (± %);0,054278282
Kokku;1;Majandatav metsamaa;2011;Mänd;Suht.viga           (± %);0,058266906
Kokku;1A;Majandatav metsamaa;2011;Mänd;Suht.viga           (± %);0,095405449
Kokku;Kokku;Majandatav metsamaa;2011;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2011;Mänd; Osakaal (%) ;0,039084890
Kokku;5;Majandatav metsamaa;2011;Mänd; Osakaal (%) ;0,049850036
Kokku;4;Majandatav metsamaa;2011;Mänd; Osakaal (%) ;0,094121476
Kokku;3;Majandatav metsamaa;2011;Mänd; Osakaal (%) ;0,203456447
Kokku;2;Majandatav metsamaa;2011;Mänd; Osakaal (%) ;0,291949557
Kokku;1;Majandatav metsamaa;2011;Mänd; Osakaal (%) ;0,249171120
Kokku;1A;Majandatav metsamaa;2011;Mänd; Osakaal (%) ;0,072366474
Kokku;Kokku;Majandatav metsamaa;2011;Mänd;    Pindala      (tuh ha);578,764287033
Kokku;5A-5B;Majandatav metsamaa;2011;Mänd;    Pindala      (tuh ha);22,620938344
Kokku;5;Majandatav metsamaa;2011;Mänd;    Pindala      (tuh ha);28,851420818
Kokku;4;Majandatav metsamaa;2011;Mänd;    Pindala      (tuh ha);54,474148732
Kokku;3;Majandatav metsamaa;2011;Mänd;    Pindala      (tuh ha);117,753325514
Kokku;2;Majandatav metsamaa;2011;Mänd;    Pindala      (tuh ha);168,969977444
Kokku;1;Majandatav metsamaa;2011;Mänd;    Pindala      (tuh ha);144,211345733
Kokku;1A;Majandatav metsamaa;2011;Mänd;    Pindala      (tuh ha);41,883130448
Kokku;Kokku;Majandatav metsamaa;2011;Kuusk;Suht.viga           (± %);0,041057725
Kokku;5A-5B;Majandatav metsamaa;2011;Kuusk;Suht.viga           (± %);1,225036802
Kokku;5;Majandatav metsamaa;2011;Kuusk;Suht.viga           (± %);0,612785787
Kokku;4;Majandatav metsamaa;2011;Kuusk;Suht.viga           (± %);0,289266432
Kokku;3;Majandatav metsamaa;2011;Kuusk;Suht.viga           (± %);0,130320360
Kokku;2;Majandatav metsamaa;2011;Kuusk;Suht.viga           (± %);0,069197546
Kokku;1;Majandatav metsamaa;2011;Kuusk;Suht.viga           (± %);0,052409377
Kokku;1A;Majandatav metsamaa;2011;Kuusk;Suht.viga           (± %);0,068475784
Kokku;Kokku;Majandatav metsamaa;2011;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2011;Kuusk; Osakaal (%) ;0,000655857
Kokku;5;Majandatav metsamaa;2011;Kuusk; Osakaal (%) ;0,002623430
Kokku;4;Majandatav metsamaa;2011;Kuusk; Osakaal (%) ;0,010753964
Kokku;3;Majandatav metsamaa;2011;Kuusk; Osakaal (%) ;0,051327341
Kokku;2;Majandatav metsamaa;2011;Kuusk; Osakaal (%) ;0,211066874
Kokku;1;Majandatav metsamaa;2011;Kuusk; Osakaal (%) ;0,458889837
Kokku;1A;Majandatav metsamaa;2011;Kuusk; Osakaal (%) ;0,264682698
Kokku;Kokku;Majandatav metsamaa;2011;Kuusk;    Pindala      (tuh ha);316,411551735
Kokku;5A-5B;Majandatav metsamaa;2011;Kuusk;    Pindala      (tuh ha);0,207520883
Kokku;5;Majandatav metsamaa;2011;Kuusk;    Pindala      (tuh ha);0,830083531
Kokku;4;Majandatav metsamaa;2011;Kuusk;    Pindala      (tuh ha);3,402678411
Kokku;3;Majandatav metsamaa;2011;Kuusk;    Pindala      (tuh ha);16,240563537
Kokku;2;Majandatav metsamaa;2011;Kuusk;    Pindala      (tuh ha);66,783996972
Kokku;1;Majandatav metsamaa;2011;Kuusk;    Pindala      (tuh ha);145,198045275
Kokku;1A;Majandatav metsamaa;2011;Kuusk;    Pindala      (tuh ha);83,748663125
Kokku;Kokku;Majandatav metsamaa;2011;Kask;Suht.viga           (± %);0,031130181
Kokku;5A-5B;Majandatav metsamaa;2011;Kask;Suht.viga           (± %);0,353530147
