Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Majandatav metsamaa;2020;Mänd;Suht.viga           (± %);0,029757690
Kokku;5A-5B;Majandatav metsamaa;2020;Mänd;Suht.viga           (± %);0,133666000
Kokku;5;Majandatav metsamaa;2020;Mänd;Suht.viga           (± %);0,094295261
Kokku;4;Majandatav metsamaa;2020;Mänd;Suht.viga           (± %);0,072901663
Kokku;3;Majandatav metsamaa;2020;Mänd;Suht.viga           (± %);0,052003730
Kokku;2;Majandatav metsamaa;2020;Mänd;Suht.viga           (± %);0,043592584
Kokku;1;Majandatav metsamaa;2020;Mänd;Suht.viga           (± %);0,046858504
Kokku;1A;Majandatav metsamaa;2020;Mänd;Suht.viga           (± %);0,075932700
Kokku;Kokku;Majandatav metsamaa;2020;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2020;Mänd; Osakaal (%) ;0,038579358
Kokku;5;Majandatav metsamaa;2020;Mänd; Osakaal (%) ;0,053509059
Kokku;4;Majandatav metsamaa;2020;Mänd; Osakaal (%) ;0,099114820
Kokku;3;Majandatav metsamaa;2020;Mänd; Osakaal (%) ;0,187450488
Kokku;2;Majandatav metsamaa;2020;Mänd; Osakaal (%) ;0,270051951
Kokku;1;Majandatav metsamaa;2020;Mänd; Osakaal (%) ;0,264842796
Kokku;1A;Majandatav metsamaa;2020;Mänd; Osakaal (%) ;0,086451528
Kokku;Kokku;Majandatav metsamaa;2020;Mänd;    Pindala      (tuh ha);514,976700811
Kokku;5A-5B;Majandatav metsamaa;2020;Mänd;    Pindala      (tuh ha);19,867470575
Kokku;5;Majandatav metsamaa;2020;Mänd;    Pindala      (tuh ha);27,555918749
Kokku;4;Majandatav metsamaa;2020;Mänd;    Pindala      (tuh ha);51,041823224
Kokku;3;Majandatav metsamaa;2020;Mänd;    Pindala      (tuh ha);96,532633850
Kokku;2;Majandatav metsamaa;2020;Mänd;    Pindala      (tuh ha);139,070462848
Kokku;1;Majandatav metsamaa;2020;Mänd;    Pindala      (tuh ha);136,387869137
Kokku;1A;Majandatav metsamaa;2020;Mänd;    Pindala      (tuh ha);44,520522428
Kokku;Kokku;Majandatav metsamaa;2020;Kuusk;Suht.viga           (± %);0,030242190
Kokku;5A-5B;Majandatav metsamaa;2020;Kuusk;Suht.viga           (± %);0,500208818
Kokku;5;Majandatav metsamaa;2020;Kuusk;Suht.viga           (± %);0,468353225
Kokku;4;Majandatav metsamaa;2020;Kuusk;Suht.viga           (± %);0,193282447
Kokku;3;Majandatav metsamaa;2020;Kuusk;Suht.viga           (± %);0,114757746
Kokku;2;Majandatav metsamaa;2020;Kuusk;Suht.viga           (± %);0,063088435
Kokku;1;Majandatav metsamaa;2020;Kuusk;Suht.viga           (± %);0,041844882
Kokku;1A;Majandatav metsamaa;2020;Kuusk;Suht.viga           (± %);0,043433529
Kokku;Kokku;Majandatav metsamaa;2020;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2020;Kuusk; Osakaal (%) ;0,001960907
Kokku;5;Majandatav metsamaa;2020;Kuusk; Osakaal (%) ;0,002760368
