Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Mittemajandatavad metsad;2018;Mänd;Suht.viga           (± %);0,066697610
Kokku;5A-5B;Mittemajandatavad metsad;2018;Mänd;Suht.viga           (± %);0,139215241
Kokku;5;Mittemajandatavad metsad;2018;Mänd;Suht.viga           (± %);0,130172040
Kokku;4;Mittemajandatavad metsad;2018;Mänd;Suht.viga           (± %);0,123153445
Kokku;3;Mittemajandatavad metsad;2018;Mänd;Suht.viga           (± %);0,100644130
Kokku;2;Mittemajandatavad metsad;2018;Mänd;Suht.viga           (± %);0,112789321
Kokku;1;Mittemajandatavad metsad;2018;Mänd;Suht.viga           (± %);0,134455461
Kokku;1A;Mittemajandatavad metsad;2018;Mänd;Suht.viga           (± %);0,199352190
Kokku;Kokku;Mittemajandatavad metsad;2018;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2018;Mänd; Osakaal (%) ;0,164873318
Kokku;5;Mittemajandatavad metsad;2018;Mänd; Osakaal (%) ;0,106528749
Kokku;4;Mittemajandatavad metsad;2018;Mänd; Osakaal (%) ;0,172029050
Kokku;3;Mittemajandatavad metsad;2018;Mänd; Osakaal (%) ;0,206714390
Kokku;2;Mittemajandatavad metsad;2018;Mänd; Osakaal (%) ;0,199989467
Kokku;1;Mittemajandatavad metsad;2018;Mänd; Osakaal (%) ;0,119549619
Kokku;1A;Mittemajandatavad metsad;2018;Mänd; Osakaal (%) ;0,030315408
Kokku;Kokku;Mittemajandatavad metsad;2018;Mänd;    Pindala      (tuh ha);144,750057482
Kokku;5A-5B;Mittemajandatavad metsad;2018;Mänd;    Pindala      (tuh ha);23,865422268
Kokku;5;Mittemajandatavad metsad;2018;Mänd;    Pindala      (tuh ha);15,420042491
Kokku;4;Mittemajandatavad metsad;2018;Mänd;    Pindala      (tuh ha);24,901214855
Kokku;3;Mittemajandatavad metsad;2018;Mänd;    Pindala      (tuh ha);29,921919767
Kokku;2;Mittemajandatavad metsad;2018;Mänd;    Pindala      (tuh ha);28,948486871
Kokku;1;Mittemajandatavad metsad;2018;Mänd;    Pindala      (tuh ha);17,304814153
Kokku;1A;Mittemajandatavad metsad;2018;Mänd;    Pindala      (tuh ha);4,388157079
Kokku;Kokku;Mittemajandatavad metsad;2018;Kuusk;Suht.viga           (± %);0,096082877
Kokku;5A-5B;Mittemajandatavad metsad;2018;Kuusk;Suht.viga           (± %);
Kokku;5;Mittemajandatavad metsad;2018;Kuusk;Suht.viga           (± %);1,000010930
Kokku;4;Mittemajandatavad metsad;2018;Kuusk;Suht.viga           (± %);0,408040269
Kokku;3;Mittemajandatavad metsad;2018;Kuusk;Suht.viga           (± %);0,231686578
Kokku;2;Mittemajandatavad metsad;2018;Kuusk;Suht.viga           (± %);0,165860073
Kokku;1;Mittemajandatavad metsad;2018;Kuusk;Suht.viga           (± %);0,128050410
Kokku;1A;Mittemajandatavad metsad;2018;Kuusk;Suht.viga           (± %);0,145008149
Kokku;Kokku;Mittemajandatavad metsad;2018;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2018;Kuusk; Osakaal (%) ;
Kokku;5;Mittemajandatavad metsad;2018;Kuusk; Osakaal (%) ;0,003506439
Kokku;4;Mittemajandatavad metsad;2018;Kuusk; Osakaal (%) ;0,021038635
Kokku;3;Mittemajandatavad metsad;2018;Kuusk; Osakaal (%) ;0,078643471
Kokku;2;Mittemajandatavad metsad;2018;Kuusk; Osakaal (%) ;0,199630351
Kokku;1;Mittemajandatavad metsad;2018;Kuusk; Osakaal (%) ;0,362900681
Kokku;1A;Mittemajandatavad metsad;2018;Kuusk; Osakaal (%) ;0,334280423
Kokku;Kokku;Mittemajandatavad metsad;2018;Kuusk;    Pindala      (tuh ha);44,549937951
Kokku;5A-5B;Mittemajandatavad metsad;2018;Kuusk;    Pindala      (tuh ha);
Kokku;5;Mittemajandatavad metsad;2018;Kuusk;    Pindala      (tuh ha);0,156211650
Kokku;4;Mittemajandatavad metsad;2018;Kuusk;    Pindala      (tuh ha);0,937269899
Kokku;3;Mittemajandatavad metsad;2018;Kuusk;    Pindala      (tuh ha);3,503561747
Kokku;2;Mittemajandatavad metsad;2018;Kuusk;    Pindala      (tuh ha);8,893519758
Kokku;1;Mittemajandatavad metsad;2018;Kuusk;    Pindala      (tuh ha);16,167202812
Kokku;1A;Mittemajandatavad metsad;2018;Kuusk;    Pindala      (tuh ha);14,892172084
Kokku;Kokku;Mittemajandatavad metsad;2018;Kask;Suht.viga           (± %);0,084889198
Kokku;5A-5B;Mittemajandatavad metsad;2018;Kask;Suht.viga           (± %);0,400664022
Kokku;5;Mittemajandatavad metsad;2018;Kask;Suht.viga           (± %);0,272827226
Kokku;4;Mittemajandatavad metsad;2018;Kask;Suht.viga           (± %);0,189583434
Kokku;3;Mittemajandatavad metsad;2018;Kask;Suht.viga           (± %);0,155533030
Kokku;2;Mittemajandatavad metsad;2018;Kask;Suht.viga           (± %);0,139136886
Kokku;1;Mittemajandatavad metsad;2018;Kask;Suht.viga           (± %);0,129264427
Kokku;1A;Mittemajandatavad metsad;2018;Kask;Suht.viga           (± %);0,192724751
Kokku;Kokku;Mittemajandatavad metsad;2018;Kask; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2018;Kask; Osakaal (%) ;0,019235241
Kokku;5;Mittemajandatavad metsad;2018;Kask; Osakaal (%) ;0,047019478
Kokku;4;Mittemajandatavad metsad;2018;Kask; Osakaal (%) ;0,114236173
Kokku;3;Mittemajandatavad metsad;2018;Kask; Osakaal (%) ;0,150226591
Kokku;2;Mittemajandatavad metsad;2018;Kask; Osakaal (%) ;0,302669082
Kokku;1;Mittemajandatavad metsad;2018;Kask; Osakaal (%) ;0,239463362
Kokku;1A;Mittemajandatavad metsad;2018;Kask; Osakaal (%) ;0,127150072
Kokku;Kokku;Mittemajandatavad metsad;2018;Kask;    Pindala      (tuh ha);73,090056326
Kokku;5A-5B;Mittemajandatavad metsad;2018;Kask;    Pindala      (tuh ha);1,405904849
Kokku;5;Mittemajandatavad metsad;2018;Kask;    Pindala      (tuh ha);3,436656298
Kokku;4;Mittemajandatavad metsad;2018;Kask;    Pindala      (tuh ha);8,349528308
Kokku;3;Mittemajandatavad metsad;2018;Kask;    Pindala      (tuh ha);10,980070008
Kokku;2;Mittemajandatavad metsad;2018;Kask;    Pindala      (tuh ha);22,122100255
Kokku;1;Mittemajandatavad metsad;2018;Kask;    Pindala      (tuh ha);17,502390648
Kokku;1A;Mittemajandatavad metsad;2018;Kask;    Pindala      (tuh ha);9,293405961
Kokku;Kokku;Mittemajandatavad metsad;2018;Haab;Suht.viga           (± %);0,132120552
Kokku;5A-5B;Mittemajandatavad metsad;2018;Haab;Suht.viga           (± %);
Kokku;5;Mittemajandatavad metsad;2018;Haab;Suht.viga           (± %);1,000010930
Kokku;4;Mittemajandatavad metsad;2018;Haab;Suht.viga           (± %);
Kokku;3;Mittemajandatavad metsad;2018;Haab;Suht.viga           (± %);0,500021859
Kokku;2;Mittemajandatavad metsad;2018;Haab;Suht.viga           (± %);0,396064348
Kokku;1;Mittemajandatavad metsad;2018;Haab;Suht.viga           (± %);0,179626808
Kokku;1A;Mittemajandatavad metsad;2018;Haab;Suht.viga           (± %);0,187303299
Kokku;Kokku;Mittemajandatavad metsad;2018;Haab; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2018;Haab; Osakaal (%) ;
Kokku;5;Mittemajandatavad metsad;2018;Haab; Osakaal (%) ;0,010140692
Kokku;4;Mittemajandatavad metsad;2018;Haab; Osakaal (%) ;
Kokku;3;Mittemajandatavad metsad;2018;Haab; Osakaal (%) ;0,020281384
Kokku;2;Mittemajandatavad metsad;2018;Haab; Osakaal (%) ;0,111547612
Kokku;1;Mittemajandatavad metsad;2018;Haab; Osakaal (%) ;0,451490986
Kokku;1A;Mittemajandatavad metsad;2018;Haab; Osakaal (%) ;0,406539327
Kokku;Kokku;Mittemajandatavad metsad;2018;Haab;    Pindala      (tuh ha);15,404436947
Kokku;5A-5B;Mittemajandatavad metsad;2018;Haab;    Pindala      (tuh ha);
Kokku;5;Mittemajandatavad metsad;2018;Haab;    Pindala      (tuh ha);0,156211650
Kokku;4;Mittemajandatavad metsad;2018;Haab;    Pindala      (tuh ha);
Kokku;3;Mittemajandatavad metsad;2018;Haab;    Pindala      (tuh ha);0,312423300
Kokku;2;Mittemajandatavad metsad;2018;Haab;    Pindala      (tuh ha);1,718328149
Kokku;1;Mittemajandatavad metsad;2018;Haab;    Pindala      (tuh ha);6,954964425
Kokku;1A;Mittemajandatavad metsad;2018;Haab;    Pindala      (tuh ha);6,262509423
Kokku;Kokku;Mittemajandatavad metsad;2018;Sanglepp;Suht.viga           (± %);0,174035601
Kokku;5A-5B;Mittemajandatavad metsad;2018;Sanglepp;Suht.viga           (± %);
Kokku;5;Mittemajandatavad metsad;2018;Sanglepp;Suht.viga           (± %);
Kokku;4;Mittemajandatavad metsad;2018;Sanglepp;Suht.viga           (± %);0,790583240
Kokku;3;Mittemajandatavad metsad;2018;Sanglepp;Suht.viga           (± %);0,335897374
Kokku;2;Mittemajandatavad metsad;2018;Sanglepp;Suht.viga           (± %);0,231008352
Kokku;1;Mittemajandatavad metsad;2018;Sanglepp;Suht.viga           (± %);0,234948772
Kokku;1A;Mittemajandatavad metsad;2018;Sanglepp;Suht.viga           (± %);0,745366639
Kokku;Kokku;Mittemajandatavad metsad;2018;Sanglepp; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2018;Sanglepp; Osakaal (%) ;
Kokku;5;Mittemajandatavad metsad;2018;Sanglepp; Osakaal (%) ;
Kokku;4;Mittemajandatavad metsad;2018;Sanglepp; Osakaal (%) ;0,047662909
Kokku;3;Mittemajandatavad metsad;2018;Sanglepp; Osakaal (%) ;0,128844758
Kokku;2;Mittemajandatavad metsad;2018;Sanglepp; Osakaal (%) ;0,518418735
