Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Mittemajandatavad metsad;2012;Mänd;Suht.viga           (± %);0,087883210
Kokku;5A-5B;Mittemajandatavad metsad;2012;Mänd;Suht.viga           (± %);0,159190644
Kokku;5;Mittemajandatavad metsad;2012;Mänd;Suht.viga           (± %);0,151100601
Kokku;4;Mittemajandatavad metsad;2012;Mänd;Suht.viga           (± %);0,141500293
Kokku;3;Mittemajandatavad metsad;2012;Mänd;Suht.viga           (± %);0,156234876
Kokku;2;Mittemajandatavad metsad;2012;Mänd;Suht.viga           (± %);0,147173836
Kokku;1;Mittemajandatavad metsad;2012;Mänd;Suht.viga           (± %);0,180977692
Kokku;1A;Mittemajandatavad metsad;2012;Mänd;Suht.viga           (± %);0,314708235
Kokku;Kokku;Mittemajandatavad metsad;2012;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2012;Mänd; Osakaal (%) ;0,177777304
Kokku;5;Mittemajandatavad metsad;2012;Mänd; Osakaal (%) ;0,139011609
Kokku;4;Mittemajandatavad metsad;2012;Mänd; Osakaal (%) ;0,161771376
Kokku;3;Mittemajandatavad metsad;2012;Mänd; Osakaal (%) ;0,175882876
Kokku;2;Mittemajandatavad metsad;2012;Mänd; Osakaal (%) ;0,201393720
Kokku;1;Mittemajandatavad metsad;2012;Mänd; Osakaal (%) ;0,111897065
Kokku;1A;Mittemajandatavad metsad;2012;Mänd; Osakaal (%) ;0,032266050
Kokku;Kokku;Mittemajandatavad metsad;2012;Mänd;    Pindala      (tuh ha);122,066857062
Kokku;5A-5B;Mittemajandatavad metsad;2012;Mänd;    Pindala      (tuh ha);21,700716704
Kokku;5;Mittemajandatavad metsad;2012;Mänd;    Pindala      (tuh ha);16,968710266
Kokku;4;Mittemajandatavad metsad;2012;Mänd;    Pindala      (tuh ha);19,746923472
Kokku;3;Mittemajandatavad metsad;2012;Mänd;    Pindala      (tuh ha);21,469469839
Kokku;2;Mittemajandatavad metsad;2012;Mänd;    Pindala      (tuh ha);24,583498420
Kokku;1;Mittemajandatavad metsad;2012;Mänd;    Pindala      (tuh ha);13,658923099
Kokku;1A;Mittemajandatavad metsad;2012;Mänd;    Pindala      (tuh ha);3,938615263
Kokku;Kokku;Mittemajandatavad metsad;2012;Kuusk;Suht.viga           (± %);0,143512115
Kokku;5A-5B;Mittemajandatavad metsad;2012;Kuusk;Suht.viga           (± %);
Kokku;5;Mittemajandatavad metsad;2012;Kuusk;Suht.viga           (± %);
Kokku;4;Mittemajandatavad metsad;2012;Kuusk;Suht.viga           (± %);0,706639170
Kokku;3;Mittemajandatavad metsad;2012;Kuusk;Suht.viga           (± %);0,310311629
Kokku;2;Mittemajandatavad metsad;2012;Kuusk;Suht.viga           (± %);0,217804589
Kokku;1;Mittemajandatavad metsad;2012;Kuusk;Suht.viga           (± %);0,199067819
Kokku;1A;Mittemajandatavad metsad;2012;Kuusk;Suht.viga           (± %);0,231527579
Kokku;Kokku;Mittemajandatavad metsad;2012;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2012;Kuusk; Osakaal (%) ;
Kokku;5;Mittemajandatavad metsad;2012;Kuusk; Osakaal (%) ;
Kokku;4;Mittemajandatavad metsad;2012;Kuusk; Osakaal (%) ;0,015892213
Kokku;3;Mittemajandatavad metsad;2012;Kuusk; Osakaal (%) ;0,112113998
Kokku;2;Mittemajandatavad metsad;2012;Kuusk; Osakaal (%) ;0,275914239
Kokku;1;Mittemajandatavad metsad;2012;Kuusk; Osakaal (%) ;0,352277910
Kokku;1A;Mittemajandatavad metsad;2012;Kuusk; Osakaal (%) ;0,243801640
Kokku;Kokku;Mittemajandatavad metsad;2012;Kuusk;    Pindala      (tuh ha);26,225023988
Kokku;5A-5B;Mittemajandatavad metsad;2012;Kuusk;    Pindala      (tuh ha);
Kokku;5;Mittemajandatavad metsad;2012;Kuusk;    Pindala      (tuh ha);
Kokku;4;Mittemajandatavad metsad;2012;Kuusk;    Pindala      (tuh ha);0,416773658
Kokku;3;Mittemajandatavad metsad;2012;Kuusk;    Pindala      (tuh ha);2,940192288
Kokku;2;Mittemajandatavad metsad;2012;Kuusk;    Pindala      (tuh ha);7,235857543
Kokku;1;Mittemajandatavad metsad;2012;Kuusk;    Pindala      (tuh ha);9,238496648
Kokku;1A;Mittemajandatavad metsad;2012;Kuusk;    Pindala      (tuh ha);6,393703851
Kokku;Kokku;Mittemajandatavad metsad;2012;Kask;Suht.viga           (± %);0,104337050
Kokku;5A-5B;Mittemajandatavad metsad;2012;Kask;Suht.viga           (± %);0,528488951
Kokku;5;Mittemajandatavad metsad;2012;Kask;Suht.viga           (± %);0,528779042
Kokku;4;Mittemajandatavad metsad;2012;Kask;Suht.viga           (± %);0,238334205
Kokku;3;Mittemajandatavad metsad;2012;Kask;Suht.viga           (± %);0,155312328
Kokku;2;Mittemajandatavad metsad;2012;Kask;Suht.viga           (± %);0,150742177
Kokku;1;Mittemajandatavad metsad;2012;Kask;Suht.viga           (± %);0,183506179
Kokku;1A;Mittemajandatavad metsad;2012;Kask;Suht.viga           (± %);0,302969014
Kokku;Kokku;Mittemajandatavad metsad;2012;Kask; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2012;Kask; Osakaal (%) ;0,016151749
Kokku;5;Mittemajandatavad metsad;2012;Kask; Osakaal (%) ;0,016151749
Kokku;4;Mittemajandatavad metsad;2012;Kask; Osakaal (%) ;0,115194919
Kokku;3;Mittemajandatavad metsad;2012;Kask; Osakaal (%) ;0,202747089
Kokku;2;Mittemajandatavad metsad;2012;Kask; Osakaal (%) ;0,374423383
