Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Mittemajandatavad metsad;2009;Mänd;Suht.viga           (± %);0,086719264
Kokku;5A-5B;Mittemajandatavad metsad;2009;Mänd;Suht.viga           (± %);0,147111624
Kokku;5;Mittemajandatavad metsad;2009;Mänd;Suht.viga           (± %);0,144832798
Kokku;4;Mittemajandatavad metsad;2009;Mänd;Suht.viga           (± %);0,150903031
Kokku;3;Mittemajandatavad metsad;2009;Mänd;Suht.viga           (± %);0,135732892
Kokku;2;Mittemajandatavad metsad;2009;Mänd;Suht.viga           (± %);0,140899154
Kokku;1;Mittemajandatavad metsad;2009;Mänd;Suht.viga           (± %);0,206043324
Kokku;1A;Mittemajandatavad metsad;2009;Mänd;Suht.viga           (± %);0,456607095
Kokku;Kokku;Mittemajandatavad metsad;2009;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2009;Mänd; Osakaal (%) ;0,169193514
Kokku;5;Mittemajandatavad metsad;2009;Mänd; Osakaal (%) ;0,155969041
Kokku;4;Mittemajandatavad metsad;2009;Mänd; Osakaal (%) ;0,150724617
Kokku;3;Mittemajandatavad metsad;2009;Mänd; Osakaal (%) ;0,224049086
Kokku;2;Mittemajandatavad metsad;2009;Mänd; Osakaal (%) ;0,206223467
Kokku;1;Mittemajandatavad metsad;2009;Mänd; Osakaal (%) ;0,080498543
Kokku;1A;Mittemajandatavad metsad;2009;Mänd; Osakaal (%) ;0,013341732
Kokku;Kokku;Mittemajandatavad metsad;2009;Mänd;    Pindala      (tuh ha);113,470816965
Kokku;5A-5B;Mittemajandatavad metsad;2009;Mänd;    Pindala      (tuh ha);19,198526261
Kokku;5;Mittemajandatavad metsad;2009;Mänd;    Pindala      (tuh ha);17,697934541
Kokku;4;Mittemajandatavad metsad;2009;Mänd;    Pindala      (tuh ha);17,102845424
Kokku;3;Mittemajandatavad metsad;2009;Mänd;    Pindala      (tuh ha);25,423032855
Kokku;2;Mittemajandatavad metsad;2009;Mänd;    Pindala      (tuh ha);23,400345237
Kokku;1;Mittemajandatavad metsad;2009;Mänd;    Pindala      (tuh ha);9,134235413
Kokku;1A;Mittemajandatavad metsad;2009;Mänd;    Pindala      (tuh ha);1,513897234
Kokku;Kokku;Mittemajandatavad metsad;2009;Kuusk;Suht.viga           (± %);0,160730358
