Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Mittemajandatavad metsad;2024;Mänd;Suht.viga           (± %);0,056330592
Kokku;5A-5B;Mittemajandatavad metsad;2024;Mänd;Suht.viga           (± %);0,107659083
Kokku;5;Mittemajandatavad metsad;2024;Mänd;Suht.viga           (± %);0,097418198
Kokku;4;Mittemajandatavad metsad;2024;Mänd;Suht.viga           (± %);0,097949203
Kokku;3;Mittemajandatavad metsad;2024;Mänd;Suht.viga           (± %);0,091197783
Kokku;2;Mittemajandatavad metsad;2024;Mänd;Suht.viga           (± %);0,092982629
Kokku;1;Mittemajandatavad metsad;2024;Mänd;Suht.viga           (± %);0,100858660
Kokku;1A;Mittemajandatavad metsad;2024;Mänd;Suht.viga           (± %);0,199841046
Kokku;Kokku;Mittemajandatavad metsad;2024;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2024;Mänd; Osakaal (%) ;0,157662109
Kokku;5;Mittemajandatavad metsad;2024;Mänd; Osakaal (%) ;0,124085616
Kokku;4;Mittemajandatavad metsad;2024;Mänd; Osakaal (%) ;0,167217538
Kokku;3;Mittemajandatavad metsad;2024;Mänd; Osakaal (%) ;0,174290923
Kokku;2;Mittemajandatavad metsad;2024;Mänd; Osakaal (%) ;0,211103253
Kokku;1;Mittemajandatavad metsad;2024;Mänd; Osakaal (%) ;0,133274402
Kokku;1A;Mittemajandatavad metsad;2024;Mänd; Osakaal (%) ;0,032366160
Kokku;Kokku;Mittemajandatavad metsad;2024;Mänd;    Pindala      (tuh ha);212,243394066
Kokku;5A-5B;Mittemajandatavad metsad;2024;Mänd;    Pindala      (tuh ha);33,462741133
Kokku;5;Mittemajandatavad metsad;2024;Mänd;    Pindala      (tuh ha);26,336352351
Kokku;4;Mittemajandatavad metsad;2024;Mänd;    Pindala      (tuh ha);35,490817725
Kokku;3;Mittemajandatavad metsad;2024;Mänd;    Pindala      (tuh ha);36,992097065
Kokku;2;Mittemajandatavad metsad;2024;Mänd;    Pindala      (tuh ha);44,805270833
Kokku;1;Mittemajandatavad metsad;2024;Mänd;    Pindala      (tuh ha);28,286611408
Kokku;1A;Mittemajandatavad metsad;2024;Mänd;    Pindala      (tuh ha);6,869503553
Kokku;Kokku;Mittemajandatavad metsad;2024;Kuusk;Suht.viga           (± %);0,074084429
Kokku;5A-5B;Mittemajandatavad metsad;2024;Kuusk;Suht.viga           (± %);
Kokku;5;Mittemajandatavad metsad;2024;Kuusk;Suht.viga           (± %);0,500104354
Kokku;4;Mittemajandatavad metsad;2024;Kuusk;Suht.viga           (± %);0,230612959
Kokku;3;Mittemajandatavad metsad;2024;Kuusk;Suht.viga           (± %);0,173943991
Kokku;2;Mittemajandatavad metsad;2024;Kuusk;Suht.viga           (± %);0,122714716
Kokku;1;Mittemajandatavad metsad;2024;Kuusk;Suht.viga           (± %);0,096765769
Kokku;1A;Mittemajandatavad metsad;2024;Kuusk;Suht.viga           (± %);0,119012615
Kokku;Kokku;Mittemajandatavad metsad;2024;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2024;Kuusk; Osakaal (%) ;
Kokku;5;Mittemajandatavad metsad;2024;Kuusk; Osakaal (%) ;0,009167233
Kokku;4;Mittemajandatavad metsad;2024;Kuusk; Osakaal (%) ;0,048127971
Kokku;3;Mittemajandatavad metsad;2024;Kuusk; Osakaal (%) ;0,073449701
Kokku;2;Mittemajandatavad metsad;2024;Kuusk; Osakaal (%) ;0,224738144
Kokku;1;Mittemajandatavad metsad;2024;Kuusk; Osakaal (%) ;0,324605058
Kokku;1A;Mittemajandatavad metsad;2024;Kuusk; Osakaal (%) ;0,319911894
Kokku;Kokku;Mittemajandatavad metsad;2024;Kuusk;    Pindala      (tuh ha);68,072666862
Kokku;5A-5B;Mittemajandatavad metsad;2024;Kuusk;    Pindala      (tuh ha);
Kokku;5;Mittemajandatavad metsad;2024;Kuusk;    Pindala      (tuh ha);0,624037968
Kokku;4;Mittemajandatavad metsad;2024;Kuusk;    Pindala      (tuh ha);3,276199330
Kokku;3;Mittemajandatavad metsad;2024;Kuusk;    Pindala      (tuh ha);4,999917004
Kokku;2;Mittemajandatavad metsad;2024;Kuusk;    Pindala      (tuh ha);15,298524790
Kokku;1;Mittemajandatavad metsad;2024;Kuusk;    Pindala      (tuh ha);22,096732005
Kokku;1A;Mittemajandatavad metsad;2024;Kuusk;    Pindala      (tuh ha);21,777255767
Kokku;Kokku;Mittemajandatavad metsad;2024;Kask;Suht.viga           (± %);0,066136198
Kokku;5A-5B;Mittemajandatavad metsad;2024;Kask;Suht.viga           (± %);0,471424803
Kokku;5;Mittemajandatavad metsad;2024;Kask;Suht.viga           (± %);0,220215618
Kokku;4;Mittemajandatavad metsad;2024;Kask;Suht.viga           (± %);0,173217041
Kokku;3;Mittemajandatavad metsad;2024;Kask;Suht.viga           (± %);0,114535591
Kokku;2;Mittemajandatavad metsad;2024;Kask;Suht.viga           (± %);0,108723945
Kokku;1;Mittemajandatavad metsad;2024;Kask;Suht.viga           (± %);0,096188405
Kokku;1A;Mittemajandatavad metsad;2024;Kask;Suht.viga           (± %);0,132849286
Kokku;Kokku;Mittemajandatavad metsad;2024;Kask; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2024;Kask; Osakaal (%) ;0,008935152
Kokku;5;Mittemajandatavad metsad;2024;Kask; Osakaal (%) ;0,041697375
Kokku;4;Mittemajandatavad metsad;2024;Kask; Osakaal (%) ;0,102551269
Kokku;3;Mittemajandatavad metsad;2024;Kask; Osakaal (%) ;0,194262858
Kokku;2;Mittemajandatavad metsad;2024;Kask; Osakaal (%) ;0,259899292
Kokku;1;Mittemajandatavad metsad;2024;Kask; Osakaal (%) ;0,253728378
Kokku;1A;Mittemajandatavad metsad;2024;Kask; Osakaal (%) ;0,138925676
Kokku;Kokku;Mittemajandatavad metsad;2024;Kask;    Pindala      (tuh ha);104,761169456
Kokku;5A-5B;Mittemajandatavad metsad;2024;Kask;    Pindala      (tuh ha);0,936056951
Kokku;5;Mittemajandatavad metsad;2024;Kask;    Pindala      (tuh ha);4,368265773
Kokku;4;Mittemajandatavad metsad;2024;Kask;    Pindala      (tuh ha);10,743390847
Kokku;3;Mittemajandatavad metsad;2024;Kask;    Pindala      (tuh ha);20,351204204
Kokku;2;Mittemajandatavad metsad;2024;Kask;    Pindala      (tuh ha);27,227353761
Kokku;1;Mittemajandatavad metsad;2024;Kask;    Pindala      (tuh ha);26,580881628
Kokku;1A;Mittemajandatavad metsad;2024;Kask;    Pindala      (tuh ha);14,554016292
Kokku;Kokku;Mittemajandatavad metsad;2024;Haab;Suht.viga           (± %);0,113016088
