Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;19,1
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;16,2
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;14,3
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;16,8
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;18,8
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;16,9
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;19,7
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;19,5
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;17,1
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;15,9
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;16,2
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;13,3
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;13,3
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;14,8
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;16,5
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;15,4
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;16,8
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;17,1
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;15,1
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;13,8
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;13,7
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;13,2
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;12,3
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;12,4
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;11,9
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;24,3
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;31,2
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;28,2
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27,5
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;28,7
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;30,8
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;29,0
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;30,0
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;28,0
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27,2
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;23,9
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;24,5
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;23,4
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;23,7
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;21,1
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;21,3
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;20,3
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;22,3
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;24,7
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;26,0
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;24,6
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;24,2
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;22,5
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;19,8
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;19,4
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;21,0
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;37,6
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;46,5
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;46,0
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;45,1
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;46,4
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;46,5
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;44,7
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;44,4
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;45,1
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;42,8
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;41,5
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;41,1
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;42,3
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;40,3
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;40,1
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;42,4
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;39,0
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;37,2
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;38,7
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;40,0
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;36,9
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;37,6
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;36,2
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;33,0
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;29,8
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;29,5
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;54,3
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;53,3
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;57,1
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;57,1
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;54,6
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;51,0
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;49,8
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;46,2
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;42,5
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;43,4
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;42,0
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;42,2
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;42,7
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;46,2
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;46,3
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;45,8
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;45,3
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;45,5
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;42,1
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;39,1
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;38,8
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;36,4
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;33,6
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;32,5
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;30,2
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;29,8
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;46,7
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;49,0
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;49,0
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;51,8
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;54,3
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;54,3
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;53,9
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;52,4
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;48,3
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;42,9
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;38,9
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;34,1
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;33,7
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;32,1
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;32,3
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;34,8
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;37,3
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;39,2
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;39,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;38,8
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;40,1
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;41,7
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;38,2
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;39,8
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;40,0
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;51...60;41,1
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;32,0
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;33,6
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;37,6
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;36,9
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;35,0
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;36,4
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;36,3
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;35,5
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;35,9
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;41,0
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;45,8
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;52,6
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;55,1
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;56,4
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;57,2
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;61,0
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;61,4
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;60,6
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;62,6
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;61,9
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;60,4
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;57,1
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;57,6
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;55,4
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kuusk;41...50;56,3
