Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,5
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,5
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,9
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,0
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,6
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,5
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,2
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,2
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;1,6
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;1,7
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;1,6
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;1,4
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;5,7
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;4,5
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;4,1
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;4,1
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;4,1
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;3,7
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;3,4
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;4,0
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;3,6
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;3,4
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;3,6
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;3,2
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;2,2
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;2,1
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;1,9
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;2,1
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;2,2
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;2,6
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;2,7
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;2,3
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;1,8
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;1,7
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;1,4
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;2,3
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;2,7
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;2,3
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;5,7
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;4,5
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;3,7
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;3,3
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;3,3
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,8
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,6
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,8
