Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Majandatav metsamaa;2006;Mänd;Suht.viga           (± %);0,036387364
Kokku;5A-5B;Majandatav metsamaa;2006;Mänd;Suht.viga           (± %);0,128380720
Kokku;5;Majandatav metsamaa;2006;Mänd;Suht.viga           (± %);0,105575964
Kokku;4;Majandatav metsamaa;2006;Mänd;Suht.viga           (± %);0,079552947
Kokku;3;Majandatav metsamaa;2006;Mänd;Suht.viga           (± %);0,059143349
Kokku;2;Majandatav metsamaa;2006;Mänd;Suht.viga           (± %);0,051184195
Kokku;1;Majandatav metsamaa;2006;Mänd;Suht.viga           (± %);0,061925854
Kokku;1A;Majandatav metsamaa;2006;Mänd;Suht.viga           (± %);0,112944372
Kokku;Kokku;Majandatav metsamaa;2006;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2006;Mänd; Osakaal (%) ;0,047109978
Kokku;5;Majandatav metsamaa;2006;Mänd; Osakaal (%) ;0,061012121
Kokku;4;Majandatav metsamaa;2006;Mänd; Osakaal (%) ;0,105330400
Kokku;3;Majandatav metsamaa;2006;Mänd; Osakaal (%) ;0,235020678
Kokku;2;Majandatav metsamaa;2006;Mänd; Osakaal (%) ;0,333919176
Kokku;1;Majandatav metsamaa;2006;Mänd; Osakaal (%) ;0,182735153
Kokku;1A;Majandatav metsamaa;2006;Mänd; Osakaal (%) ;0,034872495
Kokku;Kokku;Majandatav metsamaa;2006;Mänd;    Pindala      (tuh ha);598,394018570
Kokku;5A-5B;Majandatav metsamaa;2006;Mänd;    Pindala      (tuh ha);28,190328881
Kokku;5;Majandatav metsamaa;2006;Mänd;    Pindala      (tuh ha);36,509288158
Kokku;4;Majandatav metsamaa;2006;Mänd;    Pindala      (tuh ha);63,029081051
Kokku;3;Majandatav metsamaa;2006;Mänd;    Pindala      (tuh ha);140,634967940
Kokku;2;Majandatav metsamaa;2006;Mänd;    Pindala      (tuh ha);199,815237752
Kokku;1;Majandatav metsamaa;2006;Mänd;    Pindala      (tuh ha);109,347622489
Kokku;1A;Majandatav metsamaa;2006;Mänd;    Pindala      (tuh ha);20,867492299
Kokku;Kokku;Majandatav metsamaa;2006;Kuusk;Suht.viga           (± %);0,036406331
Kokku;5A-5B;Majandatav metsamaa;2006;Kuusk;Suht.viga           (± %);1,224131512
Kokku;5;Majandatav metsamaa;2006;Kuusk;Suht.viga           (± %);0,707442806
Kokku;4;Majandatav metsamaa;2006;Kuusk;Suht.viga           (± %);0,207477431
Kokku;3;Majandatav metsamaa;2006;Kuusk;Suht.viga           (± %);0,096659784
