Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Majandatav metsamaa;2009;Mänd;Suht.viga           (± %);0,035648519
Kokku;5A-5B;Majandatav metsamaa;2009;Mänd;Suht.viga           (± %);0,138172922
Kokku;5;Majandatav metsamaa;2009;Mänd;Suht.viga           (± %);0,106403477
Kokku;4;Majandatav metsamaa;2009;Mänd;Suht.viga           (± %);0,083598778
Kokku;3;Majandatav metsamaa;2009;Mänd;Suht.viga           (± %);0,061027101
Kokku;2;Majandatav metsamaa;2009;Mänd;Suht.viga           (± %);0,052363128
Kokku;1;Majandatav metsamaa;2009;Mänd;Suht.viga           (± %);0,056519626
Kokku;1A;Majandatav metsamaa;2009;Mänd;Suht.viga           (± %);0,095833346
Kokku;Kokku;Majandatav metsamaa;2009;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2009;Mänd; Osakaal (%) ;0,041916767
Kokku;5;Majandatav metsamaa;2009;Mänd; Osakaal (%) ;0,053211855
Kokku;4;Majandatav metsamaa;2009;Mänd; Osakaal (%) ;0,101245304
Kokku;3;Majandatav metsamaa;2009;Mänd; Osakaal (%) ;0,220283252
Kokku;2;Majandatav metsamaa;2009;Mänd; Osakaal (%) ;0,304413935
Kokku;1;Majandatav metsamaa;2009;Mänd; Osakaal (%) ;0,221564335
Kokku;1A;Majandatav metsamaa;2009;Mänd; Osakaal (%) ;0,057364551
Kokku;Kokku;Majandatav metsamaa;2009;Mänd;    Pindala      (tuh ha);605,123013133
Kokku;5A-5B;Majandatav metsamaa;2009;Mänd;    Pindala      (tuh ha);25,364800441
Kokku;5;Majandatav metsamaa;2009;Mänd;    Pindala      (tuh ha);32,199718283
Kokku;4;Majandatav metsamaa;2009;Mänd;    Pindala      (tuh ha);61,265863261
Kokku;3;Majandatav metsamaa;2009;Mänd;    Pindala      (tuh ha);133,298465353
Kokku;2;Majandatav metsamaa;2009;Mänd;    Pindala      (tuh ha);184,207877783
Kokku;1;Majandatav metsamaa;2009;Mänd;    Pindala      (tuh ha);134,073677867
Kokku;1A;Majandatav metsamaa;2009;Mänd;    Pindala      (tuh ha);34,712610145
Kokku;Kokku;Majandatav metsamaa;2009;Kuusk;Suht.viga           (± %);0,040639174
Kokku;5A-5B;Majandatav metsamaa;2009;Kuusk;Suht.viga           (± %);1,224408800
Kokku;5;Majandatav metsamaa;2009;Kuusk;Suht.viga           (± %);0,707040206
Kokku;4;Majandatav metsamaa;2009;Kuusk;Suht.viga           (± %);0,242915282
Kokku;3;Majandatav metsamaa;2009;Kuusk;Suht.viga           (± %);0,121824609
Kokku;2;Majandatav metsamaa;2009;Kuusk;Suht.viga           (± %);0,065777586
Kokku;1;Majandatav metsamaa;2009;Kuusk;Suht.viga           (± %);0,051124498
Kokku;1A;Majandatav metsamaa;2009;Kuusk;Suht.viga           (± %);0,069991750
Kokku;Kokku;Majandatav metsamaa;2009;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2009;Kuusk; Osakaal (%) ;0,000677354
Kokku;5;Majandatav metsamaa;2009;Kuusk; Osakaal (%) ;0,001354708
Kokku;4;Majandatav metsamaa;2009;Kuusk; Osakaal (%) ;0,016863949
Kokku;3;Majandatav metsamaa;2009;Kuusk; Osakaal (%) ;0,067505651
Kokku;2;Majandatav metsamaa;2009;Kuusk; Osakaal (%) ;0,242568562
Kokku;1;Majandatav metsamaa;2009;Kuusk; Osakaal (%) ;0,447265240
Kokku;1A;Majandatav metsamaa;2009;Kuusk; Osakaal (%) ;0,223764535
Kokku;Kokku;Majandatav metsamaa;2009;Kuusk;    Pindala      (tuh ha);306,927586271
Kokku;5A-5B;Majandatav metsamaa;2009;Kuusk;    Pindala      (tuh ha);0,207898657
Kokku;5;Majandatav metsamaa;2009;Kuusk;    Pindala      (tuh ha);0,415797315
Kokku;4;Majandatav metsamaa;2009;Kuusk;    Pindala      (tuh ha);5,176011295
Kokku;3;Majandatav metsamaa;2009;Kuusk;    Pindala      (tuh ha);20,719346520
Kokku;2;Majandatav metsamaa;2009;Kuusk;    Pindala      (tuh ha);74,450983225
Kokku;1;Majandatav metsamaa;2009;Kuusk;    Pindala      (tuh ha);137,278040664
Kokku;1A;Majandatav metsamaa;2009;Kuusk;    Pindala      (tuh ha);68,679508596
Kokku;Kokku;Majandatav metsamaa;2009;Kask;Suht.viga           (± %);0,029614850
Kokku;5A-5B;Majandatav metsamaa;2009;Kask;Suht.viga           (± %);0,292421173
