Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;48,2
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;46,4
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;43,7
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;42,2
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;42,6
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;41,1
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;41,9
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;42,3
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;44,6
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;44,4
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;43,0
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;40,1
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;38,1
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;38,6
2024;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;38,7
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;59,1
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;64,0
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;58,2
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;58,4
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;55,6
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;53,4
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;51,6
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;52,8
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;54,4
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;56,3
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;58,1
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;58,2
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;58,5
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;58,0
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;59,5
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;64,8
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;65,5
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;65,2
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;63,5
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;65,6
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;61,3
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;58,9
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;55,3
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;57,7
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;53,2
2024;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;49,0
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;71,5
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;80,8
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;77,8
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;76,8
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;78,3
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;84,1
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;82,7
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;83,3
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;85,5
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;81,9
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;76,2
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;73,3
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;74,6
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;76,3
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;78,6
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;80,8
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;82,2
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;80,0
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;76,1
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;79,4
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;78,7
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;77,9
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;70,7
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;69,9
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;70,7
2024;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;70,3
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;79,0
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;86,2
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;78,2
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;78,7
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;80,3
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;82,8
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;84,7
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;91,9
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;97,7
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;96,9
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;99,0
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;95,4
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;95,8
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;96,1
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;99,8
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;97,1
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;93,8
