Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Majandatav metsamaa;2008;Mänd;Suht.viga           (± %);0,035960560
Kokku;5A-5B;Majandatav metsamaa;2008;Mänd;Suht.viga           (± %);0,131046186
Kokku;5;Majandatav metsamaa;2008;Mänd;Suht.viga           (± %);0,105879895
Kokku;4;Majandatav metsamaa;2008;Mänd;Suht.viga           (± %);0,078743215
Kokku;3;Majandatav metsamaa;2008;Mänd;Suht.viga           (± %);0,063797533
Kokku;2;Majandatav metsamaa;2008;Mänd;Suht.viga           (± %);0,051465108
Kokku;1;Majandatav metsamaa;2008;Mänd;Suht.viga           (± %);0,058767355
Kokku;1A;Majandatav metsamaa;2008;Mänd;Suht.viga           (± %);0,100671868
Kokku;Kokku;Majandatav metsamaa;2008;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2008;Mänd; Osakaal (%) ;0,046893322
Kokku;5;Majandatav metsamaa;2008;Mänd; Osakaal (%) ;0,056390747
Kokku;4;Majandatav metsamaa;2008;Mänd; Osakaal (%) ;0,103472517
Kokku;3;Majandatav metsamaa;2008;Mänd; Osakaal (%) ;0,219849136
Kokku;2;Majandatav metsamaa;2008;Mänd; Osakaal (%) ;0,312962340
Kokku;1;Majandatav metsamaa;2008;Mänd; Osakaal (%) ;0,214129827
Kokku;1A;Majandatav metsamaa;2008;Mänd; Osakaal (%) ;0,046302113
Kokku;Kokku;Majandatav metsamaa;2008;Mänd;    Pindala      (tuh ha);611,712200834
Kokku;5A-5B;Majandatav metsamaa;2008;Mänd;    Pindala      (tuh ha);28,685217047
Kokku;5;Majandatav metsamaa;2008;Mänd;    Pindala      (tuh ha);34,494907680
Kokku;4;Majandatav metsamaa;2008;Mänd;    Pindala      (tuh ha);63,295401005
Kokku;3;Majandatav metsamaa;2008;Mänd;    Pindala      (tuh ha);134,484398875
Kokku;2;Majandatav metsamaa;2008;Mänd;    Pindala      (tuh ha);191,442881514
