Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Majandatav metsamaa;2010;Mänd;Suht.viga           (± %);0,036675785
Kokku;5A-5B;Majandatav metsamaa;2010;Mänd;Suht.viga           (± %);0,146455231
Kokku;5;Majandatav metsamaa;2010;Mänd;Suht.viga           (± %);0,112239623
Kokku;4;Majandatav metsamaa;2010;Mänd;Suht.viga           (± %);0,085388469
Kokku;3;Majandatav metsamaa;2010;Mänd;Suht.viga           (± %);0,061375851
Kokku;2;Majandatav metsamaa;2010;Mänd;Suht.viga           (± %);0,053491549
Kokku;1;Majandatav metsamaa;2010;Mänd;Suht.viga           (± %);0,056833149
Kokku;1A;Majandatav metsamaa;2010;Mänd;Suht.viga           (± %);0,098357375
Kokku;Kokku;Majandatav metsamaa;2010;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2010;Mänd; Osakaal (%) ;0,041352393
Kokku;5;Majandatav metsamaa;2010;Mänd; Osakaal (%) ;0,050408765
Kokku;4;Majandatav metsamaa;2010;Mänd; Osakaal (%) ;0,102580507
Kokku;3;Majandatav metsamaa;2010;Mänd; Osakaal (%) ;0,216179499
Kokku;2;Majandatav metsamaa;2010;Mänd; Osakaal (%) ;0,292367142
Kokku;1;Majandatav metsamaa;2010;Mänd; Osakaal (%) ;0,235040996
Kokku;1A;Majandatav metsamaa;2010;Mänd; Osakaal (%) ;0,062070698
Kokku;Kokku;Majandatav metsamaa;2010;Mänd;    Pindala      (tuh ha);601,888251720
Kokku;5A-5B;Majandatav metsamaa;2010;Mänd;    Pindala      (tuh ha);24,889519584
Kokku;5;Majandatav metsamaa;2010;Mänd;    Pindala      (tuh ha);30,340443339
Kokku;4;Majandatav metsamaa;2010;Mänd;    Pindala      (tuh ha);61,742001827
Kokku;3;Majandatav metsamaa;2010;Mänd;    Pindala      (tuh ha);130,115900743
Kokku;2;Majandatav metsamaa;2010;Mänd;    Pindala      (tuh ha);175,972348007
Kokku;1;Majandatav metsamaa;2010;Mänd;    Pindala      (tuh ha);141,468414198
Kokku;1A;Majandatav metsamaa;2010;Mänd;    Pindala      (tuh ha);37,359624021
Kokku;Kokku;Majandatav metsamaa;2010;Kuusk;Suht.viga           (± %);0,041429180
Kokku;5A-5B;Majandatav metsamaa;2010;Kuusk;Suht.viga           (± %);1,224731989
Kokku;5;Majandatav metsamaa;2010;Kuusk;Suht.viga           (± %);0,612546188
Kokku;4;Majandatav metsamaa;2010;Kuusk;Suht.viga           (± %);0,263843642
Kokku;3;Majandatav metsamaa;2010;Kuusk;Suht.viga           (± %);0,134387456
Kokku;2;Majandatav metsamaa;2010;Kuusk;Suht.viga           (± %);0,068212793
Kokku;1;Majandatav metsamaa;2010;Kuusk;Suht.viga           (± %);0,051029217
