Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Mittemajandatavad metsad;2008;Mänd;Suht.viga           (± %);0,086684776
Kokku;5A-5B;Mittemajandatavad metsad;2008;Mänd;Suht.viga           (± %);0,139336630
Kokku;5;Mittemajandatavad metsad;2008;Mänd;Suht.viga           (± %);0,148575078
Kokku;4;Mittemajandatavad metsad;2008;Mänd;Suht.viga           (± %);0,143408425
Kokku;3;Mittemajandatavad metsad;2008;Mänd;Suht.viga           (± %);0,130171922
Kokku;2;Mittemajandatavad metsad;2008;Mänd;Suht.viga           (± %);0,143406768
Kokku;1;Mittemajandatavad metsad;2008;Mänd;Suht.viga           (± %);0,227204680
Kokku;1A;Mittemajandatavad metsad;2008;Mänd;Suht.viga           (± %);0,528396785
Kokku;Kokku;Mittemajandatavad metsad;2008;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2008;Mänd; Osakaal (%) ;0,178466856
Kokku;5;Mittemajandatavad metsad;2008;Mänd; Osakaal (%) ;0,157102654
Kokku;4;Mittemajandatavad metsad;2008;Mänd; Osakaal (%) ;0,157858052
Kokku;3;Mittemajandatavad metsad;2008;Mänd; Osakaal (%) ;0,230901255
Kokku;2;Mittemajandatavad metsad;2008;Mänd; Osakaal (%) ;0,198444566
Kokku;1;Mittemajandatavad metsad;2008;Mänd; Osakaal (%) ;0,068018943
Kokku;1A;Mittemajandatavad metsad;2008;Mänd; Osakaal (%) ;0,009207676
Kokku;Kokku;Mittemajandatavad metsad;2008;Mänd;    Pindala      (tuh ha);113,340437784
Kokku;5A-5B;Mittemajandatavad metsad;2008;Mänd;    Pindala      (tuh ha);20,227511553
Kokku;5;Mittemajandatavad metsad;2008;Mänd;    Pindala      (tuh ha);17,806083559
Kokku;4;Mittemajandatavad metsad;2008;Mänd;    Pindala      (tuh ha);17,891700667
Kokku;3;Mittemajandatavad metsad;2008;Mänd;    Pindala      (tuh ha);26,170449290
Kokku;2;Mittemajandatavad metsad;2008;Mänd;    Pindala      (tuh ha);22,491793957
Kokku;1;Mittemajandatavad metsad;2008;Mänd;    Pindala      (tuh ha);7,709296751
Kokku;1A;Mittemajandatavad metsad;2008;Mänd;    Pindala      (tuh ha);1,043602008
Kokku;Kokku;Mittemajandatavad metsad;2008;Kuusk;Suht.viga           (± %);0,146750884
Kokku;5A-5B;Mittemajandatavad metsad;2008;Kuusk;Suht.viga           (± %);
Kokku;5;Mittemajandatavad metsad;2008;Kuusk;Suht.viga           (± %);0,734980481
Kokku;4;Mittemajandatavad metsad;2008;Kuusk;Suht.viga           (± %);0,439463330
Kokku;3;Mittemajandatavad metsad;2008;Kuusk;Suht.viga           (± %);0,305514779
Kokku;2;Mittemajandatavad metsad;2008;Kuusk;Suht.viga           (± %);0,217612993
Kokku;1;Mittemajandatavad metsad;2008;Kuusk;Suht.viga           (± %);0,203855715
Kokku;1A;Mittemajandatavad metsad;2008;Kuusk;Suht.viga           (± %);0,312027529
Kokku;Kokku;Mittemajandatavad metsad;2008;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2008;Kuusk; Osakaal (%) ;
Kokku;5;Mittemajandatavad metsad;2008;Kuusk; Osakaal (%) ;0,025797662
Kokku;4;Mittemajandatavad metsad;2008;Kuusk; Osakaal (%) ;0,064390671
Kokku;3;Mittemajandatavad metsad;2008;Kuusk; Osakaal (%) ;0,183303683
Kokku;2;Mittemajandatavad metsad;2008;Kuusk; Osakaal (%) ;0,334806653
Kokku;1;Mittemajandatavad metsad;2008;Kuusk; Osakaal (%) ;0,272815914
Kokku;1A;Mittemajandatavad metsad;2008;Kuusk; Osakaal (%) ;0,118885416
Kokku;Kokku;Mittemajandatavad metsad;2008;Kuusk;    Pindala      (tuh ha);22,690287059
Kokku;5A-5B;Mittemajandatavad metsad;2008;Kuusk;    Pindala      (tuh ha);
Kokku;5;Mittemajandatavad metsad;2008;Kuusk;    Pindala      (tuh ha);0,585356366
Kokku;4;Mittemajandatavad metsad;2008;Kuusk;    Pindala      (tuh ha);1,461042811
Kokku;3;Mittemajandatavad metsad;2008;Kuusk;    Pindala      (tuh ha);4,159213185
Kokku;2;Mittemajandatavad metsad;2008;Kuusk;    Pindala      (tuh ha);7,596859071
Kokku;1;Mittemajandatavad metsad;2008;Kuusk;    Pindala      (tuh ha);6,190271413
Kokku;1A;Mittemajandatavad metsad;2008;Kuusk;    Pindala      (tuh ha);2,697544213
Kokku;Kokku;Mittemajandatavad metsad;2008;Kask;Suht.viga           (± %);0,115627865
