Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Mittemajandatavad metsad;2005;Mänd;Suht.viga           (± %);0,086417080
Kokku;5A-5B;Mittemajandatavad metsad;2005;Mänd;Suht.viga           (± %);0,139704940
Kokku;5;Mittemajandatavad metsad;2005;Mänd;Suht.viga           (± %);0,156287947
Kokku;4;Mittemajandatavad metsad;2005;Mänd;Suht.viga           (± %);0,132955452
Kokku;3;Mittemajandatavad metsad;2005;Mänd;Suht.viga           (± %);0,145613283
Kokku;2;Mittemajandatavad metsad;2005;Mänd;Suht.viga           (± %);0,135855923
Kokku;1;Mittemajandatavad metsad;2005;Mänd;Suht.viga           (± %);0,225897320
Kokku;1A;Mittemajandatavad metsad;2005;Mänd;Suht.viga           (± %);0,576880720
Kokku;Kokku;Mittemajandatavad metsad;2005;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2005;Mänd; Osakaal (%) ;0,176398634
Kokku;5;Mittemajandatavad metsad;2005;Mänd; Osakaal (%) ;0,145592406
Kokku;4;Mittemajandatavad metsad;2005;Mänd; Osakaal (%) ;0,172980742
Kokku;3;Mittemajandatavad metsad;2005;Mänd; Osakaal (%) ;0,234264464
Kokku;2;Mittemajandatavad metsad;2005;Mänd; Osakaal (%) ;0,208332454
Kokku;1;Mittemajandatavad metsad;2005;Mänd; Osakaal (%) ;0,056827892
Kokku;1A;Mittemajandatavad metsad;2005;Mänd; Osakaal (%) ;0,005603408
Kokku;Kokku;Mittemajandatavad metsad;2005;Mänd;    Pindala      (tuh ha);114,395077078
Kokku;5A-5B;Mittemajandatavad metsad;2005;Mänd;    Pindala      (tuh ha);20,179135320
Kokku;5;Mittemajandatavad metsad;2005;Mänd;    Pindala      (tuh ha);16,655054536
Kokku;4;Mittemajandatavad metsad;2005;Mänd;    Pindala      (tuh ha);19,788145317
Kokku;3;Mittemajandatavad metsad;2005;Mänd;    Pindala      (tuh ha);26,798701419
Kokku;2;Mittemajandatavad metsad;2005;Mänd;    Pindala      (tuh ha);23,832207123
Kokku;1;Mittemajandatavad metsad;2005;Mänd;    Pindala      (tuh ha);6,500831116
Kokku;1A;Mittemajandatavad metsad;2005;Mänd;    Pindala      (tuh ha);0,641002246
Kokku;Kokku;Mittemajandatavad metsad;2005;Kuusk;Suht.viga           (± %);0,155109329
Kokku;5A-5B;Mittemajandatavad metsad;2005;Kuusk;Suht.viga           (± %);0,999556932
Kokku;5;Mittemajandatavad metsad;2005;Kuusk;Suht.viga           (± %);0,735170462
Kokku;4;Mittemajandatavad metsad;2005;Kuusk;Suht.viga           (± %);0,367818607
Kokku;3;Mittemajandatavad metsad;2005;Kuusk;Suht.viga           (± %);0,276904426
Kokku;2;Mittemajandatavad metsad;2005;Kuusk;Suht.viga           (± %);0,222055937
Kokku;1;Mittemajandatavad metsad;2005;Kuusk;Suht.viga           (± %);0,227124576
Kokku;1A;Mittemajandatavad metsad;2005;Kuusk;Suht.viga           (± %);0,337653340
Kokku;Kokku;Mittemajandatavad metsad;2005;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2005;Kuusk; Osakaal (%) ;0,007517074
Kokku;5;Mittemajandatavad metsad;2005;Kuusk; Osakaal (%) ;0,024165100
Kokku;4;Mittemajandatavad metsad;2005;Kuusk; Osakaal (%) ;0,077548903
Kokku;3;Mittemajandatavad metsad;2005;Kuusk; Osakaal (%) ;0,201634042
Kokku;2;Mittemajandatavad metsad;2005;Kuusk; Osakaal (%) ;0,350176381
Kokku;1;Mittemajandatavad metsad;2005;Kuusk; Osakaal (%) ;0,256622246
Kokku;1A;Mittemajandatavad metsad;2005;Kuusk; Osakaal (%) ;0,082336255
Kokku;Kokku;Mittemajandatavad metsad;2005;Kuusk;    Pindala      (tuh ha);24,797342839
Kokku;5A-5B;Mittemajandatavad metsad;2005;Kuusk;    Pindala      (tuh ha);0,186403453
Kokku;5;Mittemajandatavad metsad;2005;Kuusk;    Pindala      (tuh ha);0,599230267
Kokku;4;Mittemajandatavad metsad;2005;Kuusk;    Pindala      (tuh ha);1,923006739
Kokku;3;Mittemajandatavad metsad;2005;Kuusk;    Pindala      (tuh ha);4,999988456
Kokku;2;Mittemajandatavad metsad;2005;Kuusk;    Pindala      (tuh ha);8,683443765
Kokku;1;Mittemajandatavad metsad;2005;Kuusk;    Pindala      (tuh ha);6,363549802
Kokku;1A;Mittemajandatavad metsad;2005;Kuusk;    Pindala      (tuh ha);2,041720355
Kokku;Kokku;Mittemajandatavad metsad;2005;Kask;Suht.viga           (± %);0,125776673
Kokku;5A-5B;Mittemajandatavad metsad;2005;Kask;Suht.viga           (± %);0,470951068
Kokku;5;Mittemajandatavad metsad;2005;Kask;Suht.viga           (± %);0,341188066
Kokku;4;Mittemajandatavad metsad;2005;Kask;Suht.viga           (± %);0,231049124
Kokku;3;Mittemajandatavad metsad;2005;Kask;Suht.viga           (± %);0,174428768
Kokku;2;Mittemajandatavad metsad;2005;Kask;Suht.viga           (± %);0,180311586
Kokku;1;Mittemajandatavad metsad;2005;Kask;Suht.viga           (± %);0,212053474
Kokku;1A;Mittemajandatavad metsad;2005;Kask;Suht.viga           (± %);0,429758485
Kokku;Kokku;Mittemajandatavad metsad;2005;Kask; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2005;Kask; Osakaal (%) ;0,023839541
Kokku;5;Mittemajandatavad metsad;2005;Kask; Osakaal (%) ;0,075491879
Kokku;4;Mittemajandatavad metsad;2005;Kask; Osakaal (%) ;0,121736615
Kokku;3;Mittemajandatavad metsad;2005;Kask; Osakaal (%) ;0,273561512
Kokku;2;Mittemajandatavad metsad;2005;Kask; Osakaal (%) ;0,325035451
Kokku;1;Mittemajandatavad metsad;2005;Kask; Osakaal (%) ;0,144575690
Kokku;1A;Mittemajandatavad metsad;2005;Kask; Osakaal (%) ;0,035759311
Kokku;Kokku;Mittemajandatavad metsad;2005;Kask;    Pindala      (tuh ha);53,776392032
