Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;0,3
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;0,3
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;0,2
2024;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;0,3
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;0,2
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;0,2
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;0,2
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;0,2
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;0,2
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;0,2
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;0,4
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;0,4
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;0,5
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;0,5
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;1,1
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;1,1
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;1,1
