Omand;Kaitsepõhjus;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;2013;Mänd;Suht.viga           (± %);0,032695711
Kokku;51...;2013;Mänd;Suht.viga           (± %);0,999966023
Kokku;49...50;2013;Mänd;Suht.viga           (± %);0,589522089
Kokku;47...48;2013;Mänd;Suht.viga           (± %);0,576960932
Kokku;45...46;2013;Mänd;Suht.viga           (± %);0,383344263
Kokku;43...44;2013;Mänd;Suht.viga           (± %);0,323134822
Kokku;41...42;2013;Mänd;Suht.viga           (± %);0,265973983
Kokku;39...40;2013;Mänd;Suht.viga           (± %);0,181919228
Kokku;37...38;2013;Mänd;Suht.viga           (± %);0,155215592
Kokku;35...36;2013;Mänd;Suht.viga           (± %);0,126321595
Kokku;33...34;2013;Mänd;Suht.viga           (± %);0,106297389
Kokku;31...32;2013;Mänd;Suht.viga           (± %);0,091389025
Kokku;29...30;2013;Mänd;Suht.viga           (± %);0,077720221
Kokku;27...28;2013;Mänd;Suht.viga           (± %);0,071189323
Kokku;25...26;2013;Mänd;Suht.viga           (± %);0,059597081
Kokku;23...24;2013;Mänd;Suht.viga           (± %);0,062655596
Kokku;21...22;2013;Mänd;Suht.viga           (± %);0,078824416
Kokku;19...20;2013;Mänd;Suht.viga           (± %);0,080718634
Kokku;17...18;2013;Mänd;Suht.viga           (± %);0,082330654
Kokku;15...16;2013;Mänd;Suht.viga           (± %);0,098872405
Kokku;13...14;2013;Mänd;Suht.viga           (± %);0,091746289
Kokku;11...12;2013;Mänd;Suht.viga           (± %);0,108482306
Kokku;9...10;2013;Mänd;Suht.viga           (± %);0,129451225
Kokku;7...8;2013;Mänd;Suht.viga           (± %);0,139857418
Kokku;5...6;2013;Mänd;Suht.viga           (± %);0,143691641
Kokku;3...4;2013;Mänd;Suht.viga           (± %);0,156160609
Kokku;   ...2;2013;Mänd;Suht.viga           (± %);0,188847828
Kokku;Kokku;2013;Mänd; Osakaal (%) ;1
Kokku;51...;2013;Mänd; Osakaal (%) ;0,000296399
Kokku;49...50;2013;Mänd; Osakaal (%) ;0,000772890
Kokku;47...48;2013;Mänd; Osakaal (%) ;0,000889196
Kokku;45...46;2013;Mänd; Osakaal (%) ;0,002247563
Kokku;43...44;2013;Mänd; Osakaal (%) ;0,002747469
Kokku;41...42;2013;Mänd; Osakaal (%) ;0,004041991
Kokku;39...40;2013;Mänd; Osakaal (%) ;0,009421125
Kokku;37...38;2013;Mänd; Osakaal (%) ;0,014475407
Kokku;35...36;2013;Mänd; Osakaal (%) ;0,025184473
Kokku;33...34;2013;Mänd; Osakaal (%) ;0,029120709
Kokku;31...32;2013;Mänd; Osakaal (%) ;0,045884611
Kokku;29...30;2013;Mänd; Osakaal (%) ;0,077512201
Kokku;27...28;2013;Mänd; Osakaal (%) ;0,117392839
Kokku;25...26;2013;Mänd; Osakaal (%) ;0,123762835
Kokku;23...24;2013;Mänd; Osakaal (%) ;0,119866198
Kokku;21...22;2013;Mänd; Osakaal (%) ;0,071121399
Kokku;19...20;2013;Mänd; Osakaal (%) ;0,057722097
Kokku;17...18;2013;Mänd; Osakaal (%) ;0,056345740
Kokku;15...16;2013;Mänd; Osakaal (%) ;0,039592390
Kokku;13...14;2013;Mänd; Osakaal (%) ;0,051931532
Kokku;11...12;2013;Mänd; Osakaal (%) ;0,041038549
Kokku;9...10;2013;Mänd; Osakaal (%) ;0,027624606
Kokku;7...8;2013;Mänd; Osakaal (%) ;0,024276189
Kokku;5...6;2013;Mänd; Osakaal (%) ;0,021893498
Kokku;3...4;2013;Mänd; Osakaal (%) ;0,019433121
Kokku;   ...2;2013;Mänd; Osakaal (%) ;0,015404973
Kokku;Kokku;2013;Mänd;    Pindala      (tuh ha);699,507667096
Kokku;51...;2013;Mänd;    Pindala      (tuh ha);0,207333241
Kokku;49...50;2013;Mänd;    Pindala      (tuh ha);0,540642158
Kokku;47...48;2013;Mänd;    Pindala      (tuh ha);0,621999722
Kokku;45...46;2013;Mänd;    Pindala      (tuh ha);1,572187231
Kokku;43...44;2013;Mänd;    Pindala      (tuh ha);1,921875474
Kokku;41...42;2013;Mänd;    Pindala      (tuh ha);2,827403403
Kokku;39...40;2013;Mänd;    Pindala      (tuh ha);6,590149254
Kokku;37...38;2013;Mänd;    Pindala      (tuh ha);10,125657873
Kokku;35...36;2013;Mänd;    Pindala      (tuh ha);17,616732258
Kokku;33...34;2013;Mänd;    Pindala      (tuh ha);20,370159161
Kokku;31...32;2013;Mänd;    Pindala      (tuh ha);32,096636985
Kokku;29...30;2013;Mänd;    Pindala      (tuh ha);54,220379228
Kokku;27...28;2013;Mänd;    Pindala      (tuh ha);82,117191157
Kokku;25...26;2013;Mänd;    Pindala      (tuh ha);86,573052032
Kokku;23...24;2013;Mänd;    Pindala      (tuh ha);83,847324851
Kokku;21...22;2013;Mänd;    Pindala      (tuh ha);49,749963560
Kokku;19...20;2013;Mänd;    Pindala      (tuh ha);40,377049750
Kokku;17...18;2013;Mänd;    Pindala      (tuh ha);39,414277114
Kokku;15...16;2013;Mänd;    Pindala      (tuh ha);27,695180353
Kokku;13...14;2013;Mänd;    Pindala      (tuh ha);36,326504627
Kokku;11...12;2013;Mänd;    Pindala      (tuh ha);28,706779967
Kokku;9...10;2013;Mänd;    Pindala      (tuh ha);19,323623895
Kokku;7...8;2013;Mänd;    Pindala      (tuh ha);16,981380275
Kokku;5...6;2013;Mänd;    Pindala      (tuh ha);15,314669820
Kokku;3...4;2013;Mänd;    Pindala      (tuh ha);13,593617323
Kokku;   ...2;2013;Mänd;    Pindala      (tuh ha);10,775896383
Kokku;Kokku;2013;Kuusk;Suht.viga           (± %);0,037579662
Kokku;51...;2013;Kuusk;Suht.viga           (± %);0,999584475
Kokku;49...50;2013;Kuusk;Suht.viga           (± %);0,999393646
Kokku;47...48;2013;Kuusk;Suht.viga           (± %);0,999500992
Kokku;45...46;2013;Kuusk;Suht.viga           (± %);0,470936925
Kokku;43...44;2013;Kuusk;Suht.viga           (± %);0,358813772
Kokku;41...42;2013;Kuusk;Suht.viga           (± %);0,354026306
Kokku;39...40;2013;Kuusk;Suht.viga           (± %);0,198896821
Kokku;37...38;2013;Kuusk;Suht.viga           (± %);0,225361985
Kokku;35...36;2013;Kuusk;Suht.viga           (± %);0,175757351
Kokku;33...34;2013;Kuusk;Suht.viga           (± %);0,159691815
Kokku;31...32;2013;Kuusk;Suht.viga           (± %);0,143310521
Kokku;29...30;2013;Kuusk;Suht.viga           (± %);0,102731882
Kokku;27...28;2013;Kuusk;Suht.viga           (± %);0,097550004
Kokku;25...26;2013;Kuusk;Suht.viga           (± %);0,080120994
Kokku;23...24;2013;Kuusk;Suht.viga           (± %);0,098357605
Kokku;21...22;2013;Kuusk;Suht.viga           (± %);0,111362203
Kokku;19...20;2013;Kuusk;Suht.viga           (± %);0,105267879
Kokku;17...18;2013;Kuusk;Suht.viga           (± %);0,098839465
Kokku;15...16;2013;Kuusk;Suht.viga           (± %);0,097636044
Kokku;13...14;2013;Kuusk;Suht.viga           (± %);0,106301215
Kokku;11...12;2013;Kuusk;Suht.viga           (± %);0,139905988
Kokku;9...10;2013;Kuusk;Suht.viga           (± %);0,154137449
Kokku;7...8;2013;Kuusk;Suht.viga           (± %);0,169686966
Kokku;5...6;2013;Kuusk;Suht.viga           (± %);0,187548683
Kokku;3...4;2013;Kuusk;Suht.viga           (± %);0,132889751
Kokku;   ...2;2013;Kuusk;Suht.viga           (± %);0,146602819
Kokku;Kokku;2013;Kuusk; Osakaal (%) ;1
Kokku;51...;2013;Kuusk; Osakaal (%) ;0,000603352
Kokku;49...50;2013;Kuusk; Osakaal (%) ;0,000603352
Kokku;47...48;2013;Kuusk; Osakaal (%) ;0,000603352
Kokku;45...46;2013;Kuusk; Osakaal (%) ;0,003232641
