Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;31...40;80,1
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;31...40;79,4
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;31...40;79,6
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;31...40;76,1
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;31...40;74,3
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;31...40;73,2
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;31...40;72,6
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;31...40;71,5
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;31...40;71,4
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;31...40;71,0
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;53,4
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;56,3
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;53,4
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;57,5
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;58,4
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;54,7
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;53,1
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;54,8
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;51,4
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;48,1
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;54,9
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;57,4
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;56,8
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;58,9
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;61,3
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;60,1
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;61,7
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;63,4
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;66,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;67,9
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;69,6
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;73,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;74,9
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;79,6
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;84,5
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;21...30;87,4
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;33,5
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;45,2
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;48,1
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;53,4
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;53,4
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;59,1
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;58,4
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;58,4
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;56,1
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;55,6
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;52,7
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;53,8
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;53,7
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;58,7
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;63,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;71,4
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;76,8
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;77,2
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;78,3
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;77,1
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;72,2
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;68,2
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;68,4
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;60,7
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;59,4
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;11...20;58,6
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;66,8
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;53,5
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;45,5
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;47,2
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;48,6
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;46,9
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;48,7
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;52,2
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;55,8
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;61,2
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;60,1
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;62,6
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;65,0
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;59,5
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;53,5
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;52,2
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;51,2
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;49,0
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;50,8
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;51,7
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;52,1
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;55,5
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;58,9
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;62,8
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;67,8
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;...10;72,8
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;16,1
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;18,7
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;21,9
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;23,1
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;26,1
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;27,1
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;30,2
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;28,4
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;27,6
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;24,7
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;23,4
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;18,5
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;18,4
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;18,3
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;17,7
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;17,3
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;18,0
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;18,5
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;19,2
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;20,4
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;23,5
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;26,8
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;27,4
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;25,9
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;25,3
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Selguseta ala;22,8
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;13,9
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;18,3
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;23,2
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;25,9
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;24,1
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;24,4
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;22,7
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;20,0
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;16,1
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;17,5
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;16,2
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;16,7
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;16,6
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;19,2
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;18,5
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;20,3
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;19,6
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;20,8
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;18,9
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;21,2
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;23,3
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;27,6
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;28,3
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;32,6
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;33,2
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;Lage ala;33,9
