Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;60,2
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;60,3
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;53,1
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;50,3
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;50,1
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;50,8
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;46,5
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;48,8
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;50,6
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;50,1
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;45,8
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;44,3
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;41,7
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;36,9
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;33,4
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;32,3
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;32,9
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;33,3
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;34,2
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;31...40;33,2
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;51,5
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;46,1
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;45,7
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;43,3
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;50,0
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;47,6
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;46,3
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;46,3
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;43,4
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;36,7
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;36,0
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;34,6
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;32,7
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;34,5
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;33,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;31,7
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;31,6
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;30,2
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;31,3
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;32,0
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;34,0
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;33,9
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;36,0
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;35,9
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;37,0
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;21...30;36,2
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;21,1
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;24,6
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;24,1
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;26,6
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;29,8
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;31,2
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;30,0
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;30,2
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;28,1
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;24,8
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;26,4
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;28,5
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;30,6
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;32,1
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;35,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;37,0
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;37,8
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;37,8
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;38,3
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;43,4
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;43,8
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;45,9
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;47,1
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;50,2
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;48,2
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;11...20;49,2
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;22,1
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;17,0
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;18,5
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;16,9
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;19,1
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;20,4
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;23,2
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;24,6
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;25,7
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;27,7
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;28,8
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;28,1
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;28,3
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;30,4
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;32,6
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;36,5
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;42,6
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;44,5
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;44,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;43,7
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;44,0
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;44,5
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;48,6
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;53,4
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;55,3
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;...10;55,6
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;4,0
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;6,1
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;10,0
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;9,5
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;9,0
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;8,8
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;9,1
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;6,8
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;5,7
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;5,3
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;6,2
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;6,5
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;6,3
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;7,6
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;9,6
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;8,8
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;8,1
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;8,6
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;7,6
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;7,3
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;8,0
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;8,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;7,6
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;8,2
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;6,6
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Selguseta ala;5,9
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;2,0
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;2,1
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;2,3
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;2,3
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;2,9
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;4,1
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;4,7
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;5,1
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;4,9
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;4,2
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;3,0
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;2,2
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;2,1
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;3,1
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;3,2
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;4,1
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;4,2
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;3,6
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;3,3
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;4,6
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;4,9
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;6,5
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;7,0
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;7,0
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;7,6
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Hall lepp;Lage ala;6,8
