Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Majandatav metsamaa;2024;Mänd;Suht.viga           (± %);0,030484937
Kokku;5A-5B;Majandatav metsamaa;2024;Mänd;Suht.viga           (± %);0,132289865
Kokku;5;Majandatav metsamaa;2024;Mänd;Suht.viga           (± %);0,096775369
Kokku;4;Majandatav metsamaa;2024;Mänd;Suht.viga           (± %);0,074892908
Kokku;3;Majandatav metsamaa;2024;Mänd;Suht.viga           (± %);0,055330790
Kokku;2;Majandatav metsamaa;2024;Mänd;Suht.viga           (± %);0,047913330
Kokku;1;Majandatav metsamaa;2024;Mänd;Suht.viga           (± %);0,049827396
Kokku;1A;Majandatav metsamaa;2024;Mänd;Suht.viga           (± %);0,084804945
Kokku;Kokku;Majandatav metsamaa;2024;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2024;Mänd; Osakaal (%) ;0,042467763
Kokku;5;Majandatav metsamaa;2024;Mänd; Osakaal (%) ;0,057166215
Kokku;4;Majandatav metsamaa;2024;Mänd; Osakaal (%) ;0,091770485
Kokku;3;Majandatav metsamaa;2024;Mänd; Osakaal (%) ;0,201199537
Kokku;2;Majandatav metsamaa;2024;Mänd; Osakaal (%) ;0,278938006
Kokku;1;Majandatav metsamaa;2024;Mänd; Osakaal (%) ;0,255919371
Kokku;1A;Majandatav metsamaa;2024;Mänd; Osakaal (%) ;0,072538623
Kokku;Kokku;Majandatav metsamaa;2024;Mänd;    Pindala      (tuh ha);437,874524266
Kokku;5A-5B;Majandatav metsamaa;2024;Mänd;    Pindala      (tuh ha);18,595551386
Kokku;5;Majandatav metsamaa;2024;Mänd;    Pindala      (tuh ha);25,031629369
Kokku;4;Majandatav metsamaa;2024;Mänd;    Pindala      (tuh ha);40,183957664
Kokku;3;Majandatav metsamaa;2024;Mänd;    Pindala      (tuh ha);88,100151370
Kokku;2;Majandatav metsamaa;2024;Mänd;    Pindala      (tuh ha);122,139846806
Kokku;1;Majandatav metsamaa;2024;Mänd;    Pindala      (tuh ha);112,060572765
Kokku;1A;Majandatav metsamaa;2024;Mänd;    Pindala      (tuh ha);31,762814906
Kokku;Kokku;Majandatav metsamaa;2024;Kuusk;Suht.viga           (± %);0,032886610
Kokku;5A-5B;Majandatav metsamaa;2024;Kuusk;Suht.viga           (± %);0,523492081
Kokku;5;Majandatav metsamaa;2024;Kuusk;Suht.viga           (± %);0,447234974
Kokku;4;Majandatav metsamaa;2024;Kuusk;Suht.viga           (± %);0,214189375
Kokku;3;Majandatav metsamaa;2024;Kuusk;Suht.viga           (± %);0,115498703
Kokku;2;Majandatav metsamaa;2024;Kuusk;Suht.viga           (± %);0,069512426
Kokku;1;Majandatav metsamaa;2024;Kuusk;Suht.viga           (± %);0,042925882
Kokku;1A;Majandatav metsamaa;2024;Kuusk;Suht.viga           (± %);0,048894462
Kokku;Kokku;Majandatav metsamaa;2024;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2024;Kuusk; Osakaal (%) ;0,001820703
Kokku;5;Majandatav metsamaa;2024;Kuusk; Osakaal (%) ;0,002683582
Kokku;4;Majandatav metsamaa;2024;Kuusk; Osakaal (%) ;0,013014512
Kokku;3;Majandatav metsamaa;2024;Kuusk; Osakaal (%) ;0,046999605
Kokku;2;Majandatav metsamaa;2024;Kuusk; Osakaal (%) ;0,138048701
Kokku;1;Majandatav metsamaa;2024;Kuusk; Osakaal (%) ;0,400152245
Kokku;1A;Majandatav metsamaa;2024;Kuusk; Osakaal (%) ;0,397280652
Kokku;Kokku;Majandatav metsamaa;2024;Kuusk;    Pindala      (tuh ha);290,674014725
Kokku;5A-5B;Majandatav metsamaa;2024;Kuusk;    Pindala      (tuh ha);0,529230999
Kokku;5;Majandatav metsamaa;2024;Kuusk;    Pindala      (tuh ha);0,780047459
Kokku;4;Majandatav metsamaa;2024;Kuusk;    Pindala      (tuh ha);3,782980563
Kokku;3;Majandatav metsamaa;2024;Kuusk;    Pindala      (tuh ha);13,661563994
Kokku;2;Majandatav metsamaa;2024;Kuusk;    Pindala      (tuh ha);40,127170209
Kokku;1;Majandatav metsamaa;2024;Kuusk;    Pindala      (tuh ha);116,313859542
Kokku;1A;Majandatav metsamaa;2024;Kuusk;    Pindala      (tuh ha);115,479161958
Kokku;Kokku;Majandatav metsamaa;2024;Kask;Suht.viga           (± %);0,024788004
Kokku;5A-5B;Majandatav metsamaa;2024;Kask;Suht.viga           (± %);0,408291452
Kokku;5;Majandatav metsamaa;2024;Kask;Suht.viga           (± %);0,202321801
Kokku;4;Majandatav metsamaa;2024;Kask;Suht.viga           (± %);0,109127746
Kokku;3;Majandatav metsamaa;2024;Kask;Suht.viga           (± %);0,059096634
Kokku;2;Majandatav metsamaa;2024;Kask;Suht.viga           (± %);0,040734473
Kokku;1;Majandatav metsamaa;2024;Kask;Suht.viga           (± %);0,035971818
Kokku;1A;Majandatav metsamaa;2024;Kask;Suht.viga           (± %);0,061286039
Kokku;Kokku;Majandatav metsamaa;2024;Kask; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2024;Kask; Osakaal (%) ;0,001733425
Kokku;5;Majandatav metsamaa;2024;Kask; Osakaal (%) ;0,010857709
Kokku;4;Majandatav metsamaa;2024;Kask; Osakaal (%) ;0,036237356
Kokku;3;Majandatav metsamaa;2024;Kask; Osakaal (%) ;0,138134696
Kokku;2;Majandatav metsamaa;2024;Kask; Osakaal (%) ;0,291611355
Kokku;1;Majandatav metsamaa;2024;Kask; Osakaal (%) ;0,394702562
Kokku;1A;Majandatav metsamaa;2024;Kask; Osakaal (%) ;0,126722898
Kokku;Kokku;Majandatav metsamaa;2024;Kask;    Pindala      (tuh ha);540,004437632
Kokku;5A-5B;Majandatav metsamaa;2024;Kask;    Pindala      (tuh ha);0,936056951
Kokku;5;Majandatav metsamaa;2024;Kask;    Pindala      (tuh ha);5,863211128
Kokku;4;Majandatav metsamaa;2024;Kask;    Pindala      (tuh ha);19,568332972
Kokku;3;Majandatav metsamaa;2024;Kask;    Pindala      (tuh ha);74,593348792
Kokku;2;Majandatav metsamaa;2024;Kask;    Pindala      (tuh ha);157,471425642
Kokku;1;Majandatav metsamaa;2024;Kask;    Pindala      (tuh ha);213,141135086
Kokku;1A;Majandatav metsamaa;2024;Kask;    Pindala      (tuh ha);68,430927060
Kokku;Kokku;Majandatav metsamaa;2024;Haab;Suht.viga           (± %);0,044853949
Kokku;5A-5B;Majandatav metsamaa;2024;Haab;Suht.viga           (± %);
Kokku;5;Majandatav metsamaa;2024;Haab;Suht.viga           (± %);0,999839061
Kokku;4;Majandatav metsamaa;2024;Haab;Suht.viga           (± %);0,577283937
Kokku;3;Majandatav metsamaa;2024;Haab;Suht.viga           (± %);0,260230520
Kokku;2;Majandatav metsamaa;2024;Haab;Suht.viga           (± %);0,126740874
Kokku;1;Majandatav metsamaa;2024;Haab;Suht.viga           (± %);0,056575863
Kokku;1A;Majandatav metsamaa;2024;Haab;Suht.viga           (± %);0,073309388
Kokku;Kokku;Majandatav metsamaa;2024;Haab; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2024;Haab; Osakaal (%) ;
Kokku;5;Majandatav metsamaa;2024;Haab; Osakaal (%) ;0,001350507
Kokku;4;Majandatav metsamaa;2024;Haab; Osakaal (%) ;0,004051521
Kokku;3;Majandatav metsamaa;2024;Haab; Osakaal (%) ;0,025659631
Kokku;2;Majandatav metsamaa;2024;Haab; Osakaal (%) ;0,149281929
Kokku;1;Majandatav metsamaa;2024;Haab; Osakaal (%) ;0,546881970
Kokku;1A;Majandatav metsamaa;2024;Haab; Osakaal (%) ;0,272774442
Kokku;Kokku;Majandatav metsamaa;2024;Haab;    Pindala      (tuh ha);115,519209595
Kokku;5A-5B;Majandatav metsamaa;2024;Haab;    Pindala      (tuh ha);
Kokku;5;Majandatav metsamaa;2024;Haab;    Pindala      (tuh ha);0,156009492
Kokku;4;Majandatav metsamaa;2024;Haab;    Pindala      (tuh ha);0,468028476
Kokku;3;Majandatav metsamaa;2024;Haab;    Pindala      (tuh ha);2,964180346
Kokku;2;Majandatav metsamaa;2024;Haab;    Pindala      (tuh ha);17,244930412
