Omand;Kaitsepõhjus;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;2012;Mänd;Suht.viga           (± %);0,034419643
Kokku;51...;2012;Mänd;Suht.viga           (± %);1,224553224
Kokku;49...50;2012;Mänd;Suht.viga           (± %);0,706774787
Kokku;47...48;2012;Mänd;Suht.viga           (± %);0,561618692
Kokku;45...46;2012;Mänd;Suht.viga           (± %);0,423861827
Kokku;43...44;2012;Mänd;Suht.viga           (± %);0,361804479
Kokku;41...42;2012;Mänd;Suht.viga           (± %);0,266641315
Kokku;39...40;2012;Mänd;Suht.viga           (± %);0,191832196
Kokku;37...38;2012;Mänd;Suht.viga           (± %);0,157097980
Kokku;35...36;2012;Mänd;Suht.viga           (± %);0,132568351
Kokku;33...34;2012;Mänd;Suht.viga           (± %);0,105404935
Kokku;31...32;2012;Mänd;Suht.viga           (± %);0,093531974
Kokku;29...30;2012;Mänd;Suht.viga           (± %);0,082078335
Kokku;27...28;2012;Mänd;Suht.viga           (± %);0,072605120
Kokku;25...26;2012;Mänd;Suht.viga           (± %);0,064154925
Kokku;23...24;2012;Mänd;Suht.viga           (± %);0,065743780
Kokku;21...22;2012;Mänd;Suht.viga           (± %);0,083364387
Kokku;19...20;2012;Mänd;Suht.viga           (± %);0,083885223
Kokku;17...18;2012;Mänd;Suht.viga           (± %);0,084710800
Kokku;15...16;2012;Mänd;Suht.viga           (± %);0,100380434
Kokku;13...14;2012;Mänd;Suht.viga           (± %);0,089525783
Kokku;11...12;2012;Mänd;Suht.viga           (± %);0,109725579
Kokku;9...10;2012;Mänd;Suht.viga           (± %);0,135267765
Kokku;7...8;2012;Mänd;Suht.viga           (± %);0,147790054
Kokku;5...6;2012;Mänd;Suht.viga           (± %);0,154335352
Kokku;3...4;2012;Mänd;Suht.viga           (± %);0,171833194
Kokku;   ...2;2012;Mänd;Suht.viga           (± %);0,193257126
Kokku;Kokku;2012;Mänd; Osakaal (%) ;1
Kokku;51...;2012;Mänd; Osakaal (%) ;0,000301579
Kokku;49...50;2012;Mänd; Osakaal (%) ;0,000603157
Kokku;47...48;2012;Mänd; Osakaal (%) ;0,001087975
Kokku;45...46;2012;Mänd; Osakaal (%) ;0,001809471
Kokku;43...44;2012;Mänd; Osakaal (%) ;0,002493904
Kokku;41...42;2012;Mänd; Osakaal (%) ;0,004406756
Kokku;39...40;2012;Mänd; Osakaal (%) ;0,009651268
Kokku;37...38;2012;Mänd; Osakaal (%) ;0,015262378
Kokku;35...36;2012;Mänd; Osakaal (%) ;0,024129571
Kokku;33...34;2012;Mänd; Osakaal (%) ;0,030440856
Kokku;31...32;2012;Mänd; Osakaal (%) ;0,043763028
Kokku;29...30;2012;Mänd; Osakaal (%) ;0,079927815
Kokku;27...28;2012;Mänd; Osakaal (%) ;0,113438892
Kokku;25...26;2012;Mänd; Osakaal (%) ;0,117510534
Kokku;23...24;2012;Mänd; Osakaal (%) ;0,114112980
Kokku;21...22;2012;Mänd; Osakaal (%) ;0,071170909
Kokku;19...20;2012;Mänd; Osakaal (%) ;0,061826588
Kokku;17...18;2012;Mänd; Osakaal (%) ;0,059415649
Kokku;15...16;2012;Mänd; Osakaal (%) ;0,045240643
Kokku;13...14;2012;Mänd; Osakaal (%) ;0,054140286
Kokku;11...12;2012;Mänd; Osakaal (%) ;0,042912939
Kokku;9...10;2012;Mänd; Osakaal (%) ;0,027257785
Kokku;7...8;2012;Mänd; Osakaal (%) ;0,023531239
Kokku;5...6;2012;Mänd; Osakaal (%) ;0,020720045
Kokku;3...4;2012;Mänd; Osakaal (%) ;0,018712165
Kokku;   ...2;2012;Mänd; Osakaal (%) ;0,016131587
Kokku;Kokku;2012;Mänd;    Pindala      (tuh ha);690,986906607
Kokku;51...;2012;Mänd;    Pindala      (tuh ha);0,208386829
Kokku;49...50;2012;Mänd;    Pindala      (tuh ha);0,416773658
Kokku;47...48;2012;Mänd;    Pindala      (tuh ha);0,751776325
Kokku;45...46;2012;Mänd;    Pindala      (tuh ha);1,250320974
