Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Majandatav metsamaa;2001;Mänd;Suht.viga           (± %);0,048124984
Kokku;5A-5B;Majandatav metsamaa;2001;Mänd;Suht.viga           (± %);0,165339367
Kokku;5;Majandatav metsamaa;2001;Mänd;Suht.viga           (± %);0,116441034
Kokku;4;Majandatav metsamaa;2001;Mänd;Suht.viga           (± %);0,099666439
Kokku;3;Majandatav metsamaa;2001;Mänd;Suht.viga           (± %);0,074140847
Kokku;2;Majandatav metsamaa;2001;Mänd;Suht.viga           (± %);0,069846326
Kokku;1;Majandatav metsamaa;2001;Mänd;Suht.viga           (± %);0,091733466
Kokku;1A;Majandatav metsamaa;2001;Mänd;Suht.viga           (± %);0,146211410
Kokku;Kokku;Majandatav metsamaa;2001;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2001;Mänd; Osakaal (%) ;0,044159396
Kokku;5;Majandatav metsamaa;2001;Mänd; Osakaal (%) ;0,076361661
Kokku;4;Majandatav metsamaa;2001;Mänd; Osakaal (%) ;0,133239155
Kokku;3;Majandatav metsamaa;2001;Mänd; Osakaal (%) ;0,266498746
Kokku;2;Majandatav metsamaa;2001;Mänd; Osakaal (%) ;0,276434999
Kokku;1;Majandatav metsamaa;2001;Mänd; Osakaal (%) ;0,166206155
Kokku;1A;Majandatav metsamaa;2001;Mänd; Osakaal (%) ;0,037099888
Kokku;Kokku;Majandatav metsamaa;2001;Mänd;    Pindala      (tuh ha);585,787171852
Kokku;5A-5B;Majandatav metsamaa;2001;Mänd;    Pindala      (tuh ha);25,868007782
Kokku;5;Majandatav metsamaa;2001;Mänd;    Pindala      (tuh ha);44,731681214
Kokku;4;Majandatav metsamaa;2001;Mänd;    Pindala      (tuh ha);78,049788063
Kokku;3;Majandatav metsamaa;2001;Mänd;    Pindala      (tuh ha);156,111546980
Kokku;2;Majandatav metsamaa;2001;Mänd;    Pindala      (tuh ha);161,932075990
Kokku;1;Majandatav metsamaa;2001;Mänd;    Pindala      (tuh ha);97,361433337
Kokku;1A;Majandatav metsamaa;2001;Mänd;    Pindala      (tuh ha);21,732638487
Kokku;Kokku;Majandatav metsamaa;2001;Kuusk;Suht.viga           (± %);0,051793879
Kokku;5A-5B;Majandatav metsamaa;2001;Kuusk;Suht.viga           (± %);
Kokku;5;Majandatav metsamaa;2001;Kuusk;Suht.viga           (± %);0,706459137
Kokku;4;Majandatav metsamaa;2001;Kuusk;Suht.viga           (± %);0,233114470
Kokku;3;Majandatav metsamaa;2001;Kuusk;Suht.viga           (± %);0,121015317
Kokku;2;Majandatav metsamaa;2001;Kuusk;Suht.viga           (± %);0,083977303
Kokku;1;Majandatav metsamaa;2001;Kuusk;Suht.viga           (± %);0,064325700
Kokku;1A;Majandatav metsamaa;2001;Kuusk;Suht.viga           (± %);0,092526201
Kokku;Kokku;Majandatav metsamaa;2001;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2001;Kuusk; Osakaal (%) ;
Kokku;5;Majandatav metsamaa;2001;Kuusk; Osakaal (%) ;0,002154630
Kokku;4;Majandatav metsamaa;2001;Kuusk; Osakaal (%) ;0,023996871
Kokku;3;Majandatav metsamaa;2001;Kuusk; Osakaal (%) ;0,099366485
Kokku;2;Majandatav metsamaa;2001;Kuusk; Osakaal (%) ;0,269012269
Kokku;1;Majandatav metsamaa;2001;Kuusk; Osakaal (%) ;0,431966633
Kokku;1A;Majandatav metsamaa;2001;Kuusk; Osakaal (%) ;0,173503111
Kokku;Kokku;Majandatav metsamaa;2001;Kuusk;    Pindala      (tuh ha);347,242147089
Kokku;5A-5B;Majandatav metsamaa;2001;Kuusk;    Pindala      (tuh ha);
Kokku;5;Majandatav metsamaa;2001;Kuusk;    Pindala      (tuh ha);0,748178442
Kokku;4;Majandatav metsamaa;2001;Kuusk;    Pindala      (tuh ha);8,332725175
Kokku;3;Majandatav metsamaa;2001;Kuusk;    Pindala      (tuh ha);34,504231542
Kokku;2;Majandatav metsamaa;2001;Kuusk;    Pindala      (tuh ha);93,412397882
Kokku;1;Majandatav metsamaa;2001;Kuusk;    Pindala      (tuh ha);149,997021251
Kokku;1A;Majandatav metsamaa;2001;Kuusk;    Pindala      (tuh ha);60,247592796
Kokku;Kokku;Majandatav metsamaa;2001;Kask;Suht.viga           (± %);0,041858219
Kokku;5A-5B;Majandatav metsamaa;2001;Kask;Suht.viga           (± %);0,576307684
Kokku;5;Majandatav metsamaa;2001;Kask;Suht.viga           (± %);0,214772363
Kokku;4;Majandatav metsamaa;2001;Kask;Suht.viga           (± %);0,123718312
Kokku;3;Majandatav metsamaa;2001;Kask;Suht.viga           (± %);0,070106524
