Omand;Kaitsepõhjus;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;2017;Mänd;Suht.viga           (± %);0,029932063
Kokku;51...;2017;Mänd;Suht.viga           (± %);0,613866261
Kokku;49...50;2017;Mänd;Suht.viga           (± %);0,999892337
Kokku;47...48;2017;Mänd;Suht.viga           (± %);0,547467508
Kokku;45...46;2017;Mänd;Suht.viga           (± %);0,409856777
Kokku;43...44;2017;Mänd;Suht.viga           (± %);0,467271390
Kokku;41...42;2017;Mänd;Suht.viga           (± %);0,259321873
Kokku;39...40;2017;Mänd;Suht.viga           (± %);0,171132193
Kokku;37...38;2017;Mänd;Suht.viga           (± %);0,146411701
Kokku;35...36;2017;Mänd;Suht.viga           (± %);0,120276156
Kokku;33...34;2017;Mänd;Suht.viga           (± %);0,111403450
Kokku;31...32;2017;Mänd;Suht.viga           (± %);0,085940443
Kokku;29...30;2017;Mänd;Suht.viga           (± %);0,066789646
Kokku;27...28;2017;Mänd;Suht.viga           (± %);0,061147843
Kokku;25...26;2017;Mänd;Suht.viga           (± %);0,060570786
Kokku;23...24;2017;Mänd;Suht.viga           (± %);0,061530433
Kokku;21...22;2017;Mänd;Suht.viga           (± %);0,068809698
Kokku;19...20;2017;Mänd;Suht.viga           (± %);0,074875036
Kokku;17...18;2017;Mänd;Suht.viga           (± %);0,079098278
Kokku;15...16;2017;Mänd;Suht.viga           (± %);0,094690739
Kokku;13...14;2017;Mänd;Suht.viga           (± %);0,104966045
Kokku;11...12;2017;Mänd;Suht.viga           (± %);0,102944057
Kokku;9...10;2017;Mänd;Suht.viga           (± %);0,110060378
Kokku;7...8;2017;Mänd;Suht.viga           (± %);0,127961261
Kokku;5...6;2017;Mänd;Suht.viga           (± %);0,148779899
Kokku;3...4;2017;Mänd;Suht.viga           (± %);0,159724868
Kokku;   ...2;2017;Mänd;Suht.viga           (± %);0,155007002
Kokku;Kokku;2017;Mänd; Osakaal (%) ;1
Kokku;51...;2017;Mänd; Osakaal (%) ;0,000827838
Kokku;49...50;2017;Mänd; Osakaal (%) ;0,000143483
