Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Majandatav metsamaa;2014;Mänd;Suht.viga           (± %);0,036375965
Kokku;5A-5B;Majandatav metsamaa;2014;Mänd;Suht.viga           (± %);0,166976972
Kokku;5;Majandatav metsamaa;2014;Mänd;Suht.viga           (± %);0,125884978
Kokku;4;Majandatav metsamaa;2014;Mänd;Suht.viga           (± %);0,094304289
Kokku;3;Majandatav metsamaa;2014;Mänd;Suht.viga           (± %);0,066965489
Kokku;2;Majandatav metsamaa;2014;Mänd;Suht.viga           (± %);0,051707391
Kokku;1;Majandatav metsamaa;2014;Mänd;Suht.viga           (± %);0,055008221
Kokku;1A;Majandatav metsamaa;2014;Mänd;Suht.viga           (± %);0,093024050
Kokku;Kokku;Majandatav metsamaa;2014;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2014;Mänd; Osakaal (%) ;0,035453104
Kokku;5;Majandatav metsamaa;2014;Mänd; Osakaal (%) ;0,042795291
Kokku;4;Majandatav metsamaa;2014;Mänd; Osakaal (%) ;0,081339018
Kokku;3;Majandatav metsamaa;2014;Mänd; Osakaal (%) ;0,178702437
Kokku;2;Majandatav metsamaa;2014;Mänd; Osakaal (%) ;0,310189805
Kokku;1;Majandatav metsamaa;2014;Mänd; Osakaal (%) ;0,269193318
Kokku;1A;Majandatav metsamaa;2014;Mänd; Osakaal (%) ;0,082327027
Kokku;Kokku;Majandatav metsamaa;2014;Mänd;    Pindala      (tuh ha);580,427180725
Kokku;5A-5B;Majandatav metsamaa;2014;Mänd;    Pindala      (tuh ha);20,577945366
Kokku;5;Majandatav metsamaa;2014;Mänd;    Pindala      (tuh ha);24,839549947
Kokku;4;Majandatav metsamaa;2014;Mänd;    Pindala      (tuh ha);47,211376829
Kokku;3;Majandatav metsamaa;2014;Mänd;    Pindala      (tuh ha);103,723751630
Kokku;2;Majandatav metsamaa;2014;Mänd;    Pindala      (tuh ha);180,042594002
Kokku;1;Majandatav metsamaa;2014;Mänd;    Pindala      (tuh ha);156,247118826
Kokku;1A;Majandatav metsamaa;2014;Mänd;    Pindala      (tuh ha);47,784844126
Kokku;Kokku;Majandatav metsamaa;2014;Kuusk;Suht.viga           (± %);0,040918432
Kokku;5A-5B;Majandatav metsamaa;2014;Kuusk;Suht.viga           (± %);1,000177281
Kokku;5;Majandatav metsamaa;2014;Kuusk;Suht.viga           (± %);0,612625444
Kokku;4;Majandatav metsamaa;2014;Kuusk;Suht.viga           (± %);0,294772717
Kokku;3;Majandatav metsamaa;2014;Kuusk;Suht.viga           (± %);0,118223213
Kokku;2;Majandatav metsamaa;2014;Kuusk;Suht.viga           (± %);0,070664917
Kokku;1;Majandatav metsamaa;2014;Kuusk;Suht.viga           (± %);0,052096128
Kokku;1A;Majandatav metsamaa;2014;Kuusk;Suht.viga           (± %);0,065184211
Kokku;Kokku;Majandatav metsamaa;2014;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2014;Kuusk; Osakaal (%) ;0,000591197
Kokku;5;Majandatav metsamaa;2014;Kuusk; Osakaal (%) ;0,002364789
Kokku;4;Majandatav metsamaa;2014;Kuusk; Osakaal (%) ;0,009720110
Kokku;3;Majandatav metsamaa;2014;Kuusk; Osakaal (%) ;0,049912532
Kokku;2;Majandatav metsamaa;2014;Kuusk; Osakaal (%) ;0,195742139
Kokku;1;Majandatav metsamaa;2014;Kuusk; Osakaal (%) ;0,429228316
Kokku;1A;Majandatav metsamaa;2014;Kuusk; Osakaal (%) ;0,312440917
Kokku;Kokku;Majandatav metsamaa;2014;Kuusk;    Pindala      (tuh ha);328,460715227
Kokku;5A-5B;Majandatav metsamaa;2014;Kuusk;    Pindala      (tuh ha);0,194185053
Kokku;5;Majandatav metsamaa;2014;Kuusk;    Pindala      (tuh ha);0,776740210
Kokku;4;Majandatav metsamaa;2014;Kuusk;    Pindala      (tuh ha);3,192674123
Kokku;3;Majandatav metsamaa;2014;Kuusk;    Pindala      (tuh ha);16,394306083
Kokku;2;Majandatav metsamaa;2014;Kuusk;    Pindala      (tuh ha);64,293602879
Kokku;1;Majandatav metsamaa;2014;Kuusk;    Pindala      (tuh ha);140,984639741
Kokku;1A;Majandatav metsamaa;2014;Kuusk;    Pindala      (tuh ha);102,624567140
Kokku;Kokku;Majandatav metsamaa;2014;Kask;Suht.viga           (± %);0,030122814
Kokku;5A-5B;Majandatav metsamaa;2014;Kask;Suht.viga           (± %);0,470437537
Kokku;5;Majandatav metsamaa;2014;Kask;Suht.viga           (± %);0,228664490
Kokku;4;Majandatav metsamaa;2014;Kask;Suht.viga           (± %);0,116703328
Kokku;3;Majandatav metsamaa;2014;Kask;Suht.viga           (± %);0,069452534
Kokku;2;Majandatav metsamaa;2014;Kask;Suht.viga           (± %);0,044903921
Kokku;1;Majandatav metsamaa;2014;Kask;Suht.viga           (± %);0,042114251
Kokku;1A;Majandatav metsamaa;2014;Kask;Suht.viga           (± %);0,082147031
Kokku;Kokku;Majandatav metsamaa;2014;Kask; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2014;Kask; Osakaal (%) ;0,001979523
Kokku;5;Majandatav metsamaa;2014;Kask; Osakaal (%) ;0,011028613
Kokku;4;Majandatav metsamaa;2014;Kask; Osakaal (%) ;0,039833174
Kokku;3;Majandatav metsamaa;2014;Kask; Osakaal (%) ;0,142498538
Kokku;2;Majandatav metsamaa;2014;Kask; Osakaal (%) ;0,356560446
Kokku;1;Majandatav metsamaa;2014;Kask; Osakaal (%) ;0,354369280
Kokku;1A;Majandatav metsamaa;2014;Kask; Osakaal (%) ;0,093730426
Kokku;Kokku;Majandatav metsamaa;2014;Kask;    Pindala      (tuh ha);588,581477125
Kokku;5A-5B;Majandatav metsamaa;2014;Kask;    Pindala      (tuh ha);1,165110315
Kokku;5;Majandatav metsamaa;2014;Kask;    Pindala      (tuh ha);6,491237355
Kokku;4;Majandatav metsamaa;2014;Kask;    Pindala      (tuh ha);23,445068248
Kokku;3;Majandatav metsamaa;2014;Kask;    Pindala      (tuh ha);83,872000105
Kokku;2;Majandatav metsamaa;2014;Kask;    Pindala      (tuh ha);209,864874142
Kokku;1;Majandatav metsamaa;2014;Kask;    Pindala      (tuh ha);208,575194115
Kokku;1A;Majandatav metsamaa;2014;Kask;    Pindala      (tuh ha);55,167992845
Kokku;Kokku;Majandatav metsamaa;2014;Haab;Suht.viga           (± %);0,062078060
Kokku;5A-5B;Majandatav metsamaa;2014;Haab;Suht.viga           (± %);
Kokku;5;Majandatav metsamaa;2014;Haab;Suht.viga           (± %);
Kokku;4;Majandatav metsamaa;2014;Haab;Suht.viga           (± %);0,618350744
Kokku;3;Majandatav metsamaa;2014;Haab;Suht.viga           (± %);0,382047438
Kokku;2;Majandatav metsamaa;2014;Haab;Suht.viga           (± %);0,160924282
Kokku;1;Majandatav metsamaa;2014;Haab;Suht.viga           (± %);0,077492267
Kokku;1A;Majandatav metsamaa;2014;Haab;Suht.viga           (± %);0,101109131
Kokku;Kokku;Majandatav metsamaa;2014;Haab; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2014;Haab; Osakaal (%) ;
Kokku;5;Majandatav metsamaa;2014;Haab; Osakaal (%) ;
Kokku;4;Majandatav metsamaa;2014;Haab; Osakaal (%) ;0,008239676
Kokku;3;Majandatav metsamaa;2014;Haab; Osakaal (%) ;0,024264222
Kokku;2;Majandatav metsamaa;2014;Haab; Osakaal (%) ;0,132904439
Kokku;1;Majandatav metsamaa;2014;Haab; Osakaal (%) ;0,496931332
Kokku;1A;Majandatav metsamaa;2014;Haab; Osakaal (%) ;0,337660331
Kokku;Kokku;Majandatav metsamaa;2014;Haab;    Pindala      (tuh ha);106,313422909
Kokku;5A-5B;Majandatav metsamaa;2014;Haab;    Pindala      (tuh ha);
Kokku;5;Majandatav metsamaa;2014;Haab;    Pindala      (tuh ha);
Kokku;4;Majandatav metsamaa;2014;Haab;    Pindala      (tuh ha);0,875988191
Kokku;3;Majandatav metsamaa;2014;Haab;    Pindala      (tuh ha);2,579612493
Kokku;2;Majandatav metsamaa;2014;Haab;    Pindala      (tuh ha);14,129525815
Kokku;1;Majandatav metsamaa;2014;Haab;    Pindala      (tuh ha);52,830470857
Kokku;1A;Majandatav metsamaa;2014;Haab;    Pindala      (tuh ha);35,897825553
Kokku;Kokku;Majandatav metsamaa;2014;Sanglepp;Suht.viga           (± %);0,086097253
Kokku;5A-5B;Majandatav metsamaa;2014;Sanglepp;Suht.viga           (± %);
Kokku;5;Majandatav metsamaa;2014;Sanglepp;Suht.viga           (± %);
Kokku;4;Majandatav metsamaa;2014;Sanglepp;Suht.viga           (± %);0,560455662
Kokku;3;Majandatav metsamaa;2014;Sanglepp;Suht.viga           (± %);0,215157378
Kokku;2;Majandatav metsamaa;2014;Sanglepp;Suht.viga           (± %);0,113504480
Kokku;1;Majandatav metsamaa;2014;Sanglepp;Suht.viga           (± %);0,121881748
Kokku;1A;Majandatav metsamaa;2014;Sanglepp;Suht.viga           (± %);0,273567460
Kokku;Kokku;Majandatav metsamaa;2014;Sanglepp; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2014;Sanglepp; Osakaal (%) ;
Kokku;5;Majandatav metsamaa;2014;Sanglepp; Osakaal (%) ;
Kokku;4;Majandatav metsamaa;2014;Sanglepp; Osakaal (%) ;0,010695155
Kokku;3;Majandatav metsamaa;2014;Sanglepp; Osakaal (%) ;0,092026931
Kokku;2;Majandatav metsamaa;2014;Sanglepp; Osakaal (%) ;0,432635541
Kokku;1;Majandatav metsamaa;2014;Sanglepp; Osakaal (%) ;0,405800044
Kokku;1A;Majandatav metsamaa;2014;Sanglepp; Osakaal (%) ;0,058842330
Kokku;Kokku;Majandatav metsamaa;2014;Sanglepp;    Pindala      (tuh ha);57,294202660
Kokku;5A-5B;Majandatav metsamaa;2014;Sanglepp;    Pindala      (tuh ha);
Kokku;5;Majandatav metsamaa;2014;Sanglepp;    Pindala      (tuh ha);
Kokku;4;Majandatav metsamaa;2014;Sanglepp;    Pindala      (tuh ha);0,612770352
