Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Majandatav metsamaa;2021;Mänd;Suht.viga           (± %);0,030069579
Kokku;5A-5B;Majandatav metsamaa;2021;Mänd;Suht.viga           (± %);0,129550523
Kokku;5;Majandatav metsamaa;2021;Mänd;Suht.viga           (± %);0,093458923
Kokku;4;Majandatav metsamaa;2021;Mänd;Suht.viga           (± %);0,073902859
Kokku;3;Majandatav metsamaa;2021;Mänd;Suht.viga           (± %);0,052274722
Kokku;2;Majandatav metsamaa;2021;Mänd;Suht.viga           (± %);0,043760123
Kokku;1;Majandatav metsamaa;2021;Mänd;Suht.viga           (± %);0,047944117
Kokku;1A;Majandatav metsamaa;2021;Mänd;Suht.viga           (± %);0,079126859
Kokku;Kokku;Majandatav metsamaa;2021;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Majandatav metsamaa;2021;Mänd; Osakaal (%) ;0,044937817
Kokku;5;Majandatav metsamaa;2021;Mänd; Osakaal (%) ;0,056649341
Kokku;4;Majandatav metsamaa;2021;Mänd; Osakaal (%) ;0,095578704
Kokku;3;Majandatav metsamaa;2021;Mänd; Osakaal (%) ;0,188494466
Kokku;2;Majandatav metsamaa;2021;Mänd; Osakaal (%) ;0,273825627
Kokku;1;Majandatav metsamaa;2021;Mänd; Osakaal (%) ;0,254897241
Kokku;1A;Majandatav metsamaa;2021;Mänd; Osakaal (%) ;0,085616804
Kokku;Kokku;Majandatav metsamaa;2021;Mänd;    Pindala      (tuh ha);479,549845753
Kokku;5A-5B;Majandatav metsamaa;2021;Mänd;    Pindala      (tuh ha);21,549923271
Kokku;5;Majandatav metsamaa;2021;Mänd;    Pindala      (tuh ha);27,166182598
Kokku;4;Majandatav metsamaa;2021;Mänd;    Pindala      (tuh ha);45,834752709
Kokku;3;Majandatav metsamaa;2021;Mänd;    Pindala      (tuh ha);90,392492022
Kokku;2;Majandatav metsamaa;2021;Mänd;    Pindala      (tuh ha);131,313037348
Kokku;1;Majandatav metsamaa;2021;Mänd;    Pindala      (tuh ha);122,235932832
Kokku;1A;Majandatav metsamaa;2021;Mänd;    Pindala      (tuh ha);41,057524974
Kokku;Kokku;Majandatav metsamaa;2021;Kuusk;Suht.viga           (± %);0,031003546
Kokku;5A-5B;Majandatav metsamaa;2021;Kuusk;Suht.viga           (± %);0,707120958
Kokku;5;Majandatav metsamaa;2021;Kuusk;Suht.viga           (± %);0,471425786
Kokku;4;Majandatav metsamaa;2021;Kuusk;Suht.viga           (± %);0,207158162
