Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;7,3
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;7,8
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;7,4
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;7,8
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;8,4
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;8,4
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;8,2
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;8,1
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;8,6
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;9,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;9,4
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;10,3
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;11,2
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;11,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;11,3
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;11,1
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;12,3
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;12,3
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;12,2
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;12,1
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;12,6
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;17,2
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;14,7
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;13,3
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;13,8
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;13,5
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;14,5
