Omand;Kaitsepõhjus;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;2020;Mänd;Suht.viga           (± %);0,026228765
Kokku;51...;2020;Mänd;Suht.viga           (± %);0,484105697
Kokku;49...50;2020;Mänd;Suht.viga           (± %);0,595960846
Kokku;47...48;2020;Mänd;Suht.viga           (± %);0,428168306
Kokku;45...46;2020;Mänd;Suht.viga           (± %);0,346320885
Kokku;43...44;2020;Mänd;Suht.viga           (± %);0,282153090
Kokku;41...42;2020;Mänd;Suht.viga           (± %);0,200961765
Kokku;39...40;2020;Mänd;Suht.viga           (± %);0,127748272
Kokku;37...38;2020;Mänd;Suht.viga           (± %);0,109236034
Kokku;35...36;2020;Mänd;Suht.viga           (± %);0,099496796
Kokku;33...34;2020;Mänd;Suht.viga           (± %);0,087607552
Kokku;31...32;2020;Mänd;Suht.viga           (± %);0,069888341
Kokku;29...30;2020;Mänd;Suht.viga           (± %);0,056110838
Kokku;27...28;2020;Mänd;Suht.viga           (± %);0,054021250
Kokku;25...26;2020;Mänd;Suht.viga           (± %);0,052559089
Kokku;23...24;2020;Mänd;Suht.viga           (± %);0,060672212
Kokku;21...22;2020;Mänd;Suht.viga           (± %);0,063356263
Kokku;19...20;2020;Mänd;Suht.viga           (± %);0,065264490
Kokku;17...18;2020;Mänd;Suht.viga           (± %);0,074806066
Kokku;15...16;2020;Mänd;Suht.viga           (± %);0,091560374
Kokku;13...14;2020;Mänd;Suht.viga           (± %);0,090103335
Kokku;11...12;2020;Mänd;Suht.viga           (± %);0,088893843
Kokku;9...10;2020;Mänd;Suht.viga           (± %);0,099152676
Kokku;7...8;2020;Mänd;Suht.viga           (± %);0,119718997
Kokku;5...6;2020;Mänd;Suht.viga           (± %);0,140844582
Kokku;3...4;2020;Mänd;Suht.viga           (± %);0,143150020
Kokku;   ...2;2020;Mänd;Suht.viga           (± %);0,133310459
Kokku;Kokku;2020;Mänd; Osakaal (%) ;1
Kokku;51...;2020;Mänd; Osakaal (%) ;0,001054815
Kokku;49...50;2020;Mänd; Osakaal (%) ;0,000515374
Kokku;47...48;2020;Mänd; Osakaal (%) ;0,001638784
Kokku;45...46;2020;Mänd; Osakaal (%) ;0,001757127
Kokku;43...44;2020;Mänd; Osakaal (%) ;0,002841558
Kokku;41...42;2020;Mänd; Osakaal (%) ;0,005713877
Kokku;39...40;2020;Mänd; Osakaal (%) ;0,014030214
Kokku;37...38;2020;Mänd; Osakaal (%) ;0,022388527
Kokku;35...36;2020;Mänd; Osakaal (%) ;0,028667925
Kokku;33...34;2020;Mänd; Osakaal (%) ;0,034224713
Kokku;31...32;2020;Mänd; Osakaal (%) ;0,055791788
Kokku;29...30;2020;Mänd; Osakaal (%) ;0,098779289
Kokku;27...28;2020;Mänd; Osakaal (%) ;0,116584909
Kokku;25...26;2020;Mänd; Osakaal (%) ;0,119605750
Kokku;23...24;2020;Mänd; Osakaal (%) ;0,088059957
Kokku;21...22;2020;Mänd; Osakaal (%) ;0,068536516
Kokku;19...20;2020;Mänd; Osakaal (%) ;0,060074890
Kokku;17...18;2020;Mänd; Osakaal (%) ;0,050861366
Kokku;15...16;2020;Mänd; Osakaal (%) ;0,040559198
Kokku;13...14;2020;Mänd; Osakaal (%) ;0,041942659
Kokku;11...12;2020;Mänd; Osakaal (%) ;0,046822560
Kokku;9...10;2020;Mänd; Osakaal (%) ;0,029588242
Kokku;7...8;2020;Mänd; Osakaal (%) ;0,021963684
Kokku;5...6;2020;Mänd; Osakaal (%) ;0,017858085
Kokku;3...4;2020;Mänd; Osakaal (%) ;0,015683349
Kokku;   ...2;2020;Mänd; Osakaal (%) ;0,014454846
Kokku;Kokku;2020;Mänd;    Pindala      (tuh ha);668,529303883
Kokku;51...;2020;Mänd;    Pindala      (tuh ha);0,705174692
Kokku;49...50;2020;Mänd;    Pindala      (tuh ha);0,344542695
Kokku;47...48;2020;Mänd;    Pindala      (tuh ha);1,095575028
Kokku;45...46;2020;Mänd;    Pindala      (tuh ha);1,174691196
Kokku;43...44;2020;Mänd;    Pindala      (tuh ha);1,899664494
