Omand;Boniteedi klass;Majanduskategooria;Aasta;Enamuspuuliik;Measure Names;Measure Values
Kokku;Kokku;Mittemajandatavad metsad;2020;Mänd;Suht.viga           (± %);0,065299860
Kokku;5A-5B;Mittemajandatavad metsad;2020;Mänd;Suht.viga           (± %);0,137987185
Kokku;5;Mittemajandatavad metsad;2020;Mänd;Suht.viga           (± %);0,118468598
Kokku;4;Mittemajandatavad metsad;2020;Mänd;Suht.viga           (± %);0,120082840
Kokku;3;Mittemajandatavad metsad;2020;Mänd;Suht.viga           (± %);0,093492754
Kokku;2;Mittemajandatavad metsad;2020;Mänd;Suht.viga           (± %);0,109160759
Kokku;1;Mittemajandatavad metsad;2020;Mänd;Suht.viga           (± %);0,122777814
Kokku;1A;Mittemajandatavad metsad;2020;Mänd;Suht.viga           (± %);0,234858116
Kokku;Kokku;Mittemajandatavad metsad;2020;Mänd; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2020;Mänd; Osakaal (%) ;0,158971322
Kokku;5;Mittemajandatavad metsad;2020;Mänd; Osakaal (%) ;0,120533022
Kokku;4;Mittemajandatavad metsad;2020;Mänd; Osakaal (%) ;0,174889685
Kokku;3;Mittemajandatavad metsad;2020;Mänd; Osakaal (%) ;0,204598188
Kokku;2;Mittemajandatavad metsad;2020;Mänd; Osakaal (%) ;0,185787559
Kokku;1;Mittemajandatavad metsad;2020;Mänd; Osakaal (%) ;0,133123181
Kokku;1A;Mittemajandatavad metsad;2020;Mänd; Osakaal (%) ;0,022097043
Kokku;Kokku;Mittemajandatavad metsad;2020;Mänd;    Pindala      (tuh ha);153,552603072
Kokku;5A-5B;Mittemajandatavad metsad;2020;Mänd;    Pindala      (tuh ha);24,410460240
Kokku;5;Mittemajandatavad metsad;2020;Mänd;    Pindala      (tuh ha);18,508159336
Kokku;4;Mittemajandatavad metsad;2020;Mänd;    Pindala      (tuh ha);26,854766383
Kokku;3;Mittemajandatavad metsad;2020;Mänd;    Pindala      (tuh ha);31,416584287
Kokku;2;Mittemajandatavad metsad;2020;Mänd;    Pindala      (tuh ha);28,528163331
Kokku;1;Mittemajandatavad metsad;2020;Mänd;    Pindala      (tuh ha);20,441411030
Kokku;1A;Mittemajandatavad metsad;2020;Mänd;    Pindala      (tuh ha);3,393058465
Kokku;Kokku;Mittemajandatavad metsad;2020;Kuusk;Suht.viga           (± %);0,097102248
Kokku;5A-5B;Mittemajandatavad metsad;2020;Kuusk;Suht.viga           (± %);
Kokku;5;Mittemajandatavad metsad;2020;Kuusk;Suht.viga           (± %);
Kokku;4;Mittemajandatavad metsad;2020;Kuusk;Suht.viga           (± %);0,333303069
Kokku;3;Mittemajandatavad metsad;2020;Kuusk;Suht.viga           (± %);0,234661318
Kokku;2;Mittemajandatavad metsad;2020;Kuusk;Suht.viga           (± %);0,152193433
Kokku;1;Mittemajandatavad metsad;2020;Kuusk;Suht.viga           (± %);0,126390139
Kokku;1A;Mittemajandatavad metsad;2020;Kuusk;Suht.viga           (± %);0,131008549
Kokku;Kokku;Mittemajandatavad metsad;2020;Kuusk; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2020;Kuusk; Osakaal (%) ;
Kokku;5;Mittemajandatavad metsad;2020;Kuusk; Osakaal (%) ;
Kokku;4;Mittemajandatavad metsad;2020;Kuusk; Osakaal (%) ;0,024749024
Kokku;3;Mittemajandatavad metsad;2020;Kuusk; Osakaal (%) ;0,081393216
Kokku;2;Mittemajandatavad metsad;2020;Kuusk; Osakaal (%) ;0,213550531
Kokku;1;Mittemajandatavad metsad;2020;Kuusk; Osakaal (%) ;0,333514276
Kokku;1A;Mittemajandatavad metsad;2020;Kuusk; Osakaal (%) ;0,346792953
Kokku;Kokku;Mittemajandatavad metsad;2020;Kuusk;    Pindala      (tuh ha);56,915232249
Kokku;5A-5B;Mittemajandatavad metsad;2020;Kuusk;    Pindala      (tuh ha);
Kokku;5;Mittemajandatavad metsad;2020;Kuusk;    Pindala      (tuh ha);
Kokku;4;Mittemajandatavad metsad;2020;Kuusk;    Pindala      (tuh ha);1,408596464
Kokku;3;Mittemajandatavad metsad;2020;Kuusk;    Pindala      (tuh ha);4,632513796
Kokku;2;Mittemajandatavad metsad;2020;Kuusk;    Pindala      (tuh ha);12,154278056
Kokku;1;Mittemajandatavad metsad;2020;Kuusk;    Pindala      (tuh ha);18,982042488
Kokku;1A;Mittemajandatavad metsad;2020;Kuusk;    Pindala      (tuh ha);19,737801445
Kokku;Kokku;Mittemajandatavad metsad;2020;Kask;Suht.viga           (± %);0,077631586
Kokku;5A-5B;Mittemajandatavad metsad;2020;Kask;Suht.viga           (± %);0,473824468
Kokku;5;Mittemajandatavad metsad;2020;Kask;Suht.viga           (± %);0,270124515
Kokku;4;Mittemajandatavad metsad;2020;Kask;Suht.viga           (± %);0,187703379
Kokku;3;Mittemajandatavad metsad;2020;Kask;Suht.viga           (± %);0,138097802
Kokku;2;Mittemajandatavad metsad;2020;Kask;Suht.viga           (± %);0,125181278
Kokku;1;Mittemajandatavad metsad;2020;Kask;Suht.viga           (± %);0,117607204
Kokku;1A;Mittemajandatavad metsad;2020;Kask;Suht.viga           (± %);0,166791955
Kokku;Kokku;Mittemajandatavad metsad;2020;Kask; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2020;Kask; Osakaal (%) ;0,013188737
Kokku;5;Mittemajandatavad metsad;2020;Kask; Osakaal (%) ;0,045218527
Kokku;4;Mittemajandatavad metsad;2020;Kask; Osakaal (%) ;0,116327675
Kokku;3;Mittemajandatavad metsad;2020;Kask; Osakaal (%) ;0,161835978
Kokku;2;Mittemajandatavad metsad;2020;Kask; Osakaal (%) ;0,285045159
Kokku;1;Mittemajandatavad metsad;2020;Kask; Osakaal (%) ;0,251451750
Kokku;1A;Mittemajandatavad metsad;2020;Kask; Osakaal (%) ;0,126932174
Kokku;Kokku;Mittemajandatavad metsad;2020;Kask;    Pindala      (tuh ha);83,068987125
Kokku;5A-5B;Mittemajandatavad metsad;2020;Kask;    Pindala      (tuh ha);1,095575028
Kokku;5;Mittemajandatavad metsad;2020;Kask;    Pindala      (tuh ha);3,756257238
Kokku;4;Mittemajandatavad metsad;2020;Kask;    Pindala      (tuh ha);9,663222162
Kokku;3;Mittemajandatavad metsad;2020;Kask;    Pindala      (tuh ha);13,443550748
Kokku;2;Mittemajandatavad metsad;2020;Kask;    Pindala      (tuh ha);23,678412658
Kokku;1;Mittemajandatavad metsad;2020;Kask;    Pindala      (tuh ha);20,887842202
Kokku;1A;Mittemajandatavad metsad;2020;Kask;    Pindala      (tuh ha);10,544127089
Kokku;Kokku;Mittemajandatavad metsad;2020;Haab;Suht.viga           (± %);0,124379235
Kokku;5A-5B;Mittemajandatavad metsad;2020;Haab;Suht.viga           (± %);
Kokku;5;Mittemajandatavad metsad;2020;Haab;Suht.viga           (± %);1,000009916
Kokku;4;Mittemajandatavad metsad;2020;Haab;Suht.viga           (± %);
Kokku;3;Mittemajandatavad metsad;2020;Haab;Suht.viga           (± %);1,000009916
Kokku;2;Mittemajandatavad metsad;2020;Haab;Suht.viga           (± %);0,399887501
Kokku;1;Mittemajandatavad metsad;2020;Haab;Suht.viga           (± %);0,166174262
Kokku;1A;Mittemajandatavad metsad;2020;Haab;Suht.viga           (± %);0,180707020
Kokku;Kokku;Mittemajandatavad metsad;2020;Haab; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2020;Haab; Osakaal (%) ;
Kokku;5;Mittemajandatavad metsad;2020;Haab; Osakaal (%) ;0,009447028
Kokku;4;Mittemajandatavad metsad;2020;Haab; Osakaal (%) ;
Kokku;3;Mittemajandatavad metsad;2020;Haab; Osakaal (%) ;0,009447028
Kokku;2;Mittemajandatavad metsad;2020;Haab; Osakaal (%) ;0,094470277
Kokku;1;Mittemajandatavad metsad;2020;Haab; Osakaal (%) ;0,446074477
Kokku;1A;Mittemajandatavad metsad;2020;Haab; Osakaal (%) ;0,440561191
Kokku;Kokku;Mittemajandatavad metsad;2020;Haab;    Pindala      (tuh ha);16,567191663
Kokku;5A-5B;Mittemajandatavad metsad;2020;Haab;    Pindala      (tuh ha);
Kokku;5;Mittemajandatavad metsad;2020;Haab;    Pindala      (tuh ha);0,156510718
Kokku;4;Mittemajandatavad metsad;2020;Haab;    Pindala      (tuh ha);
Kokku;3;Mittemajandatavad metsad;2020;Haab;    Pindala      (tuh ha);0,156510718
Kokku;2;Mittemajandatavad metsad;2020;Haab;    Pindala      (tuh ha);1,565107183
Kokku;1;Mittemajandatavad metsad;2020;Haab;    Pindala      (tuh ha);7,390201350
Kokku;1A;Mittemajandatavad metsad;2020;Haab;    Pindala      (tuh ha);7,298861695
Kokku;Kokku;Mittemajandatavad metsad;2020;Sanglepp;Suht.viga           (± %);0,156981619
Kokku;5A-5B;Mittemajandatavad metsad;2020;Sanglepp;Suht.viga           (± %);
Kokku;5;Mittemajandatavad metsad;2020;Sanglepp;Suht.viga           (± %);1,000009916
Kokku;4;Mittemajandatavad metsad;2020;Sanglepp;Suht.viga           (± %);0,745369296
Kokku;3;Mittemajandatavad metsad;2020;Sanglepp;Suht.viga           (± %);0,346251902
Kokku;2;Mittemajandatavad metsad;2020;Sanglepp;Suht.viga           (± %);0,200637573
Kokku;1;Mittemajandatavad metsad;2020;Sanglepp;Suht.viga           (± %);0,244897798
Kokku;1A;Mittemajandatavad metsad;2020;Sanglepp;Suht.viga           (± %);0,577201121
Kokku;Kokku;Mittemajandatavad metsad;2020;Sanglepp; Osakaal (%) ;1
Kokku;5A-5B;Mittemajandatavad metsad;2020;Sanglepp; Osakaal (%) ;
Kokku;5;Mittemajandatavad metsad;2020;Sanglepp; Osakaal (%) ;0,010617887
Kokku;4;Mittemajandatavad metsad;2020;Sanglepp; Osakaal (%) ;0,031853660
Kokku;3;Mittemajandatavad metsad;2020;Sanglepp; Osakaal (%) ;0,110897456
Kokku;2;Mittemajandatavad metsad;2020;Sanglepp; Osakaal (%) ;0,515269052
Kokku;1;Mittemajandatavad metsad;2020;Sanglepp; Osakaal (%) ;0,299508286
Kokku;1A;Mittemajandatavad metsad;2020;Sanglepp; Osakaal (%) ;0,031853660
Kokku;Kokku;Mittemajandatavad metsad;2020;Sanglepp;    Pindala      (tuh ha);14,740289002
Kokku;5A-5B;Mittemajandatavad metsad;2020;Sanglepp;    Pindala      (tuh ha);
Kokku;5;Mittemajandatavad metsad;2020;Sanglepp;    Pindala      (tuh ha);0,156510718
Kokku;4;Mittemajandatavad metsad;2020;Sanglepp;    Pindala      (tuh ha);0,469532155
