Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;41...50;10,1
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;41...50;10,7
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;14,8
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;10,7
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;11,9
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;10,2
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;12,0
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;10,2
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;10,5
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;10,2
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;10,0
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;8,8
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;9,5
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;8,5
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;8,1
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;9,6
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;8,6
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;8,3
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;10,2
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;9,9
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;9,5
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;9,1
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;9,3
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;8,9
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;8,1
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;8,2
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;7,5
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;31...40;6,5
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;1,6
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;3,5
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;4,0
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;4,0
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;4,3
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;5,5
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;5,2
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;4,8
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;4,4
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;3,4
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;2,8
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;2,6
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;2,8
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;3,1
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;3,7
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;2,7
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;3,0
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;3,7
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;4,1
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;4,2
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;4,8
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;5,9
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;6,1
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;6,5
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;7,1
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;21...30;8,1
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;7,4
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;4,9
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,6
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,4
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,1
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;2,6
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;2,8
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,4
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,2
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,0
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,0
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,0
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,0
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,0
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;3,5
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;5,0
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;5,4
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;6,4
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;7,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;7,6
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;7,4
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;8,8
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;8,6
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;8,8
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;9,3
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;11...20;9,4
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;0,9
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;0,8
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;1,3
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;1,0
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;2,3
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;2,9
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;4,0
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;4,6
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;5,6
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;6,0
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;6,7
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;6,1
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;7,0
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;7,3
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;6,7
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;6,6
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;8,0
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;8,8
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;10,6
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;12,5
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;14,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;15,3
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;15,8
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;16,2
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;...10;16,0
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;3,4
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;2,2
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;1,9
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;1,7
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;2,8
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;2,5
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;2,7
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;2,5
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;2,4
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;1,8
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;3,0
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;4,1
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;4,6
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;5,0
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;5,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;4,6
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;4,1
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;5,0
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;5,6
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;6,3
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;6,8
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;6,6
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;5,8
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;5,4
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;5,0
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Selguseta ala;4,1
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;1,1
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;1,5
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;1,4
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;1,2
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;1,4
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;0,9
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;1,0
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;0,8
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;1,4
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;2,0
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;2,4
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;1,8
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;2,7
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;2,3
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;1,9
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;1,8
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;2,6
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;2,9
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;2,8
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;2,8
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;4,1
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;4,3
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;3,8
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;4,9
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;Lage ala;4,9
