Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;131...140;27.02.2025 13:21:59;
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;131...140;27.02.2025 13:21:59;
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;131...140;27.02.2025 13:21:59;
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,4
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,3
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,3
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,3
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,3
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,4
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,6
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,6
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,6
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,5
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,3
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,3
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,3
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,3
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,5
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,5
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;121...130;27.02.2025 13:21:59;0,5
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;0,2
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;0,4
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;0,4
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;0,4
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;0,4
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;0,4
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;0,4
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;0,8
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;0,7
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;1,0
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;0,7
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;1,3
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;1,2
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;1,2
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;1,1
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;1,6
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;111...120;27.02.2025 13:21:59;1,2
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;0,4
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;0,6
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;0,4
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;0,6
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;0,6
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;0,4
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;0,6
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,0
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,2
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,7
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,7
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,3
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,5
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,0
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;0,6
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,0
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,6
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,2
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,6
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;2,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;2,0
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;1,9
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;101...110;27.02.2025 13:21:59;2,0
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;27.02.2025 13:21:59;2,3
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;27.02.2025 13:21:59;1,1
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;27.02.2025 13:21:59;0,7
