Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;12,9
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;15,7
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;17,5
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;14,8
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;17,6
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;17,7
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;14,9
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;12,4
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;13,4
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;10,5
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;10,4
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;11,5
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;13,2
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;12,3
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;13,3
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;13,1
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;12,6
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;12,0
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;10,8
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;9,1
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;8,7
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;91...100;27.02.2025 13:21:59;8,5
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;23,1
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;28,9
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;26,7
