Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;91...100;27.02.2025 13:21:59;0,9
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;91...100;27.02.2025 13:21:59;1,4
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;91...100;27.02.2025 13:21:59;1,4
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;91...100;27.02.2025 13:21:59;2,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;91...100;27.02.2025 13:21:59;1,9
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;91...100;27.02.2025 13:21:59;2,2
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;91...100;27.02.2025 13:21:59;2,1
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;91...100;27.02.2025 13:21:59;2,5
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;91...100;27.02.2025 13:21:59;2,9
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;91...100;27.02.2025 13:21:59;2,6
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;5,7
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,8
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,8
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,1
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,5
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,1
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,7
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,4
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,8
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,6
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;3,2
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,6
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,9
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,7
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;2,9
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;3,2
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;3,3
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;3,8
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;5,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;4,8
