Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;101...110;27.02.2025 13:21:59;35,0
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;101...110;27.02.2025 13:21:59;37,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;101...110;27.02.2025 13:21:59;35,1
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;101...110;27.02.2025 13:21:59;33,1
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;101...110;27.02.2025 13:21:59;34,8
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;37,9
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;49,2
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;47,8
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;45,0
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;46,7
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;55,6
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;53,8
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;55,2
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;61,7
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;62,3
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;58,8
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;62,2
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;60,7
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;56,4
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;54,6
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;55,3
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;53,0
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;53,8
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;55,5
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;57,8
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;57,2
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;57,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;58,5
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;58,0
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;91...100;27.02.2025 13:21:59;60,1
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;72,4
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;76,7
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;68,2
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;68,8
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;66,1
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;63,4
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;61,1
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;62,1
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;63,4
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;66,1
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;67,2
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;66,7
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;66,9
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;68,5
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;70,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;77,3
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;78,4
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;78,6
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;78,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;78,1
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;74,6
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;73,2
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;74,5
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;78,4
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;81...90;27.02.2025 13:21:59;73,4
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;81,8
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;92,5
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;89,3
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;90,1
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;91,6
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;97,9
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;95,8
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;94,7
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;95,6
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;91,7
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;87,1
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;83,6
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;88,0
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;90,5
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;93,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;93,5
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;96,7
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;95,5
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;95,2
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;95,5
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;97,1
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;97,2
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;95,7
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;93,9
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;71...80;27.02.2025 13:21:59;94,7
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;99,8
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;103,7
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;92,9
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;93,3
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;94,6
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;96,1
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;96,9
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;103,4
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;109,6
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;107,9
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;112,4
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;109,3
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;112,1
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;114,0
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;119,8
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;115,4
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;27.02.2025 13:21:59;112,1
