Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;53,3
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;53,0
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;49,9
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;47,2
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;48,6
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;49,0
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;50,8
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;50,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;53,7
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;56,6
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;58,9
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;50,1
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;73,8
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;72,8
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;70,2
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;70,4
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;71,3
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;65,8
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;59,8
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;61,0
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;63,3
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;72,6
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;74,1
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;87,4
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;94,0
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;90,6
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;84,0
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;85,7
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;85,8
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;82,7
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;82,9
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;85,8
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;82,9
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;81,7
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;84,5
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;86,4
