Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;0,6
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,5
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,4
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,1
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,3
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,7
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,2
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,2
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,6
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,9
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;2,3
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;2,7
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;2,9
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;2,9
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;2,7
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;2,2
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,7
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,6
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,6
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,4
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;1,6
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;2,2
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;2,3
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;81...90;27.02.2025 13:21:59;2,7
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;1,0
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;1,7
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;2,6
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;2,5
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;3,5
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;3,5
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;4,1
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;3,6
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;5,5
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;5,3
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;5,0
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;4,3
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;4,6
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;3,7
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;3,1
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;3,8
