Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;42,6
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;43,4
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;40,6
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;37,9
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;37,6
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;40,5
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;40,2
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;39,0
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;40,2
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;41,3
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;71...80;27.02.2025 13:21:59;41,3
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;42,6
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;63,2
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;65,4
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;63,0
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;62,3
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;61,7
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;56,4
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;49,7
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;50,4
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;53,1
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;61,8
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;63,4
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;75,9
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;80,5
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kask;61...70;27.02.2025 13:21:59;77,2
